UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
480976,"R",18,"R",0,"R",18,"R",1,"R",14,"R",0,"R",0,"R",4,"R",8,"Z",0,"R",8,"R",5,"R",1,"Z",0,"R",1,"R",1,"R",9,"Z",0,"R",9,"R",8
480994,"R",6,"R",0,"R",6,"R",6,"R",6,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481003,"R",254,"R",0,"R",254,"R",123,"R",193,"R",0,"R",0,"R",61,"R",120,"Z",0,"R",120,"R",92,"R",5,"Z",0,"R",5,"R",5,"R",129,"Z",0,"R",129,"R",96
481021,"R",41,"R",1,"R",40,"R",29,"R",32,"R",0,"R",0,"R",8,"R",21,"R",1,"R",20,"R",16,"R",4,"R",0,"R",4,"R",3,"R",16,"R",0,"R",16,"R",13
481049,"R",9,"R",0,"R",9,"R",9,"R",9,"R",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",8,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
481100,"R",77,"R",0,"R",77,"R",77,"R",77,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",71,"Z",0,"R",71,"R",71
481128,"R",54,"R",0,"R",54,"R",24,"R",43,"R",0,"R",11,"R",0,"R",54,"Z",0,"R",54,"R",43,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481146,"R",135,"R",0,"R",135,"R",56,"R",79,"R",0,"R",0,"R",56,"R",88,"Z",0,"R",88,"R",48,"R",5,"Z",0,"R",5,"R",5,"R",42,"Z",0,"R",42,"R",26
481191,"R",80,"R",0,"R",80,"R",60,"R",68,"R",0,"R",0,"R",12,"R",40,"Z",0,"R",40,"R",40,"R",0,"Z",0,"R",0,"R",0,"R",40,"Z",0,"R",40,"R",28
481207,"R",28,"R",0,"R",28,"R",23,"R",23,"R",0,"R",0,"R",5,"R",13,"Z",0,"R",13,"R",13,"R",10,"Z",0,"R",10,"R",10,"R",5,"Z",0,"R",5,"R",0
481243,"R",3,"R",0,"R",3,"R",0,"R",2,"R",0,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
481298,"R",22,"R",0,"R",22,"R",10,"R",10,"R",0,"R",0,"R",12,"R",17,"Z",0,"R",17,"R",6,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",3
481313,"R",67,"R",0,"R",67,"R",48,"R",57,"R",0,"R",2,"R",8,"R",42,"Z",0,"R",42,"R",40,"R",1,"Z",0,"R",1,"R",0,"R",24,"Z",0,"R",24,"R",17
481322,"R",33,"R",0,"R",33,"R",7,"R",9,"R",0,"R",0,"R",24,"R",29,"Z",0,"R",29,"R",7,"R",4,"Z",0,"R",4,"R",2,"R",0,"Z",0,"R",0,"R",0
481331,"R",87,"R",0,"R",87,"R",11,"R",71,"R",0,"R",9,"R",7,"R",75,"Z",0,"R",75,"R",71,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",0
481340,"R",42,"R",0,"R",42,"R",38,"R",38,"R",0,"R",0,"R",4,"R",32,"Z",0,"R",32,"R",28,"R",10,"Z",0,"R",10,"R",10,"R",0,"Z",0,"R",0,"R",0
481368,"R",24,"R",0,"R",24,"R",23,"R",23,"R",0,"R",0,"R",1,"R",11,"Z",0,"R",11,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",13,"Z",0,"R",13,"R",13
481429,"R",132,"R",0,"R",132,"R",48,"R",91,"R",0,"Z",0,"R",41,"R",75,"Z",0,"R",75,"R",59,"R",20,"Z",0,"R",20,"R",17,"R",37,"Z",0,"R",37,"R",15
481447,"R",21,"R",0,"R",21,"R",0,"R",20,"R",0,"R",0,"R",1,"R",8,"Z",0,"R",8,"R",8,"R",8,"Z",0,"R",8,"R",8,"R",5,"Z",0,"R",5,"R",4
481456,"R",7,"Z",0,"R",7,"R",6,"R",6,"R",1,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",3
481474,"R",34,"R",0,"R",34,"R",1,"R",27,"R",0,"R",0,"R",7,"R",18,"Z",0,"R",18,"R",16,"R",6,"Z",0,"R",6,"R",4,"R",10,"Z",0,"R",10,"R",7
481483,"R",172,"R",1,"R",171,"R",141,"R",152,"R",1,"R",1,"R",17,"R",145,"R",0,"R",145,"R",130,"R",26,"R",1,"R",25,"R",22,"R",1,"R",0,"R",1,"R",0
481517,"R",25,"R",0,"R",25,"R",0,"R",18,"R",0,"R",0,"R",7,"R",24,"Z",0,"R",24,"R",17,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
481526,"R",19,"R",0,"R",19,"R",4,"R",18,"R",0,"R",0,"R",1,"R",11,"Z",0,"R",11,"R",11,"R",2,"Z",0,"R",2,"R",2,"R",6,"Z",0,"R",6,"R",5
481571,"R",5,"R",0,"R",5,"R",2,"R",5,"R",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481678,"R",27,"R",0,"R",27,"R",0,"R",9,"R",0,"R",0,"R",18,"R",21,"Z",0,"R",21,"R",9,"R",2,"Z",0,"R",2,"R",0,"R",4,"Z",0,"R",4,"R",0
481739,"R",18,"R",0,"R",18,"R",1,"R",8,"R",0,"R",1,"R",9,"R",15,"Z",0,"R",15,"R",5,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",2
481748,"R",49,"R",0,"R",49,"R",1,"R",17,"R",0,"R",3,"R",29,"R",43,"Z",0,"R",43,"R",16,"R",3,"Z",0,"R",3,"R",0,"R",3,"Z",0,"R",3,"R",1
481845,"R",33,"R",0,"R",33,"R",5,"R",22,"R",0,"R",0,"R",11,"R",27,"Z",0,"R",27,"R",18,"R",3,"Z",0,"R",3,"R",2,"R",3,"Z",0,"R",3,"R",2
481863,"R",44,"R",0,"R",44,"R",15,"R",31,"R",0,"R",0,"R",13,"R",32,"Z",0,"R",32,"R",22,"R",7,"Z",0,"R",7,"R",6,"R",5,"Z",0,"R",5,"R",3
481890,"R",99,"R",0,"R",99,"R",14,"R",56,"R",0,"R",0,"R",43,"R",86,"Z",0,"R",86,"R",48,"R",9,"Z",0,"R",9,"R",7,"R",4,"Z",0,"R",4,"R",1
481906,"R",119,"R",0,"R",119,"R",13,"R",50,"R",0,"R",0,"R",69,"R",103,"Z",0,"R",103,"R",41,"R",3,"Z",0,"R",3,"R",3,"R",13,"Z",0,"R",13,"R",6
481960,"R",201,"R",0,"R",201,"R",145,"R",160,"R",0,"R",0,"R",41,"R",158,"Z",0,"R",158,"R",132,"R",43,"Z",0,"R",43,"R",28,"R",0,"Z",0,"R",0,"R",0
482015,"R",975,"Z",0,"R",975,"R",573,"R",735,"R",0,"R",0,"R",240,"R",731,"Z",0,"R",731,"R",526,"R",26,"Z",0,"R",26,"R",12,"R",218,"Z",0,"R",218,"R",197
482060,"R",211,"Z",0,"R",211,"R",1,"R",104,"Z",0,"Z",0,"R",107,"R",193,"Z",0,"R",193,"R",91,"R",8,"Z",0,"R",8,"R",6,"R",10,"Z",0,"R",10,"R",7
482097,"R",300,"R",0,"R",300,"R",207,"R",207,"R",0,"R",0,"R",93,"R",222,"Z",0,"R",222,"R",137,"R",19,"Z",0,"R",19,"R",14,"R",59,"Z",0,"R",59,"R",56
482167,"R",21,"R",0,"R",21,"R",7,"R",12,"R",0,"R",0,"R",9,"R",6,"Z",0,"R",6,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",15,"Z",0,"R",15,"R",10
482176,"R",45,"R",0,"R",45,"R",1,"R",26,"Z",0,"Z",0,"R",19,"R",26,"Z",0,"R",26,"R",12,"R",9,"Z",0,"R",9,"R",7,"R",10,"Z",0,"R",10,"R",7
482194,"R",98,"R",0,"R",98,"R",3,"R",95,"R",0,"R",0,"R",3,"R",60,"Z",0,"R",60,"R",60,"R",38,"Z",0,"R",38,"R",35,"R",0,"Z",0,"R",0,"R",0
482200,"R",54,"R",1,"R",53,"R",3,"R",22,"R",1,"R",0,"R",30,"R",51,"R",1,"R",50,"R",21,"R",3,"R",0,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0
482246,"R",44,"R",0,"R",44,"R",36,"R",37,"R",0,"R",0,"R",7,"R",12,"Z",0,"R",12,"R",10,"R",8,"Z",0,"R",8,"R",8,"R",24,"Z",0,"R",24,"R",19
482291,"R",811,"R",0,"R",811,"R",234,"R",473,"R",7,"R",3,"R",328,"R",773,"Z",0,"R",773,"R",444,"R",17,"Z",0,"R",17,"R",12,"R",21,"Z",0,"R",21,"R",17
482981,"R",52,"R",0,"R",52,"R",1,"R",8,"R",17,"R",0,"R",27,"R",49,"Z",0,"R",49,"R",8,"R",2,"Z",0,"R",2,"R",0,"R",1,"Z",0,"R",1,"R",0
483009,"R",158,"R",0,"R",158,"R",54,"R",118,"R",0,"R",0,"R",40,"R",109,"Z",0,"R",109,"R",81,"R",49,"Z",0,"R",49,"R",37,"R",0,"Z",0,"R",0,"R",0
483054,"R",42,"Z",0,"R",42,"R",18,"R",18,"R",0,"Z",0,"R",24,"R",25,"Z",0,"R",25,"R",11,"R",6,"Z",0,"R",6,"R",4,"R",11,"Z",0,"R",11,"R",3
483106,"R",45,"R",0,"R",45,"R",11,"R",43,"R",0,"R",0,"R",2,"R",28,"Z",0,"R",28,"R",28,"R",3,"Z",0,"R",3,"R",3,"R",14,"Z",0,"R",14,"R",12
483230,"R",72,"R",0,"R",72,"R",66,"R",66,"R",0,"R",0,"R",6,"R",40,"Z",0,"R",40,"R",38,"R",13,"Z",0,"R",13,"R",13,"R",19,"Z",0,"R",19,"R",15
483258,"R",53,"R",0,"R",53,"R",4,"R",4,"R",0,"R",49,"R",0,"R",53,"Z",0,"R",53,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483276,"R",51,"R",0,"R",51,"R",37,"R",37,"R",0,"R",7,"R",7,"R",51,"Z",0,"R",51,"R",37,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483328,"R",20,"R",0,"R",20,"R",0,"R",12,"R",0,"R",0,"R",8,"R",9,"Z",0,"R",9,"R",3,"R",3,"Z",0,"R",3,"R",3,"R",8,"Z",0,"R",8,"R",6
483337,"R",21,"R",0,"R",21,"R",1,"R",11,"Z",0,"Z",0,"R",10,"R",13,"Z",0,"R",13,"R",7,"R",2,"Z",0,"R",2,"R",0,"R",6,"Z",0,"R",6,"R",4
483346,"R",8,"R",0,"R",8,"R",1,"R",6,"R",0,"R",0,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",2
483355,"R",53,"R",0,"R",53,"R",29,"R",34,"R",0,"R",0,"R",19,"R",45,"Z",0,"R",45,"R",30,"R",4,"Z",0,"R",4,"R",2,"R",4,"Z",0,"R",4,"R",2
483364,"R",29,"R",0,"R",29,"R",7,"R",16,"R",0,"R",0,"R",13,"R",28,"Z",0,"R",28,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
483382,"R",123,"R",0,"R",123,"R",103,"R",111,"R",0,"R",0,"R",12,"R",58,"Z",0,"R",58,"R",51,"R",18,"Z",0,"R",18,"R",16,"R",47,"Z",0,"R",47,"R",44
483425,"R",9,"R",0,"R",9,"R",2,"R",8,"R",0,"R",0,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5
483470,"R",65,"R",0,"R",65,"R",65,"R",65,"R",0,"R",0,"R",0,"R",65,"Z",0,"R",65,"R",65,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483504,"R",109,"R",0,"R",109,"R",10,"R",19,"R",0,"R",0,"R",90,"R",73,"Z",0,"R",73,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",36,"Z",0,"R",36,"R",4
483513,"R",32,"R",0,"R",32,"R",5,"R",17,"R",6,"R",0,"R",9,"R",28,"Z",0,"R",28,"R",17,"R",4,"Z",0,"R",4,"R",0,"R",0,"Z",0,"R",0,"R",0
483559,"R",56,"R",0,"R",56,"R",6,"R",20,"R",8,"R",0,"R",28,"R",38,"Z",0,"R",38,"R",14,"R",5,"Z",0,"R",5,"R",1,"R",13,"Z",0,"R",13,"R",5
483577,"R",7,"R",0,"R",7,"R",1,"R",4,"R",0,"R",0,"R",3,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",0,"R",5,"Z",0,"R",5,"R",4
483708,"R",51,"Z",0,"R",51,"R",48,"R",48,"Z",0,"R",3,"R",0,"R",14,"Z",0,"R",14,"R",14,"R",5,"Z",0,"R",5,"R",2,"R",32,"Z",0,"R",32,"R",32
483726,"R",2,"R",0,"R",2,"R",0,"R",1,"R",0,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483735,"R",11,"R",0,"R",11,"R",7,"R",8,"R",0,"R",0,"R",3,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",0
483744,"R",8,"Z",0,"R",8,"R",1,"R",6,"R",0,"R",0,"R",2,"R",8,"Z",0,"R",8,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483753,"R",20,"R",0,"R",20,"R",3,"R",13,"R",0,"R",3,"R",4,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",16,"Z",0,"R",16,"R",9
483799,"R",15,"R",0,"R",15,"R",4,"R",11,"R",0,"R",3,"R",1,"R",8,"Z",0,"R",8,"R",6,"R",7,"Z",0,"R",7,"R",5,"R",0,"Z",0,"R",0,"R",0
483823,"R",425,"R",2,"R",423,"R",23,"R",230,"R",1,"R",0,"R",192,"R",305,"R",2,"R",303,"R",167,"R",15,"R",0,"R",15,"R",13,"R",105,"R",0,"R",105,"R",50
483841,"R",107,"R",8,"R",99,"R",68,"R",85,"R",0,"R",1,"R",13,"R",39,"R",0,"R",39,"R",39,"R",0,"R",0,"R",0,"R",0,"R",68,"R",8,"R",60,"R",46
483850,"R",16,"R",0,"R",16,"R",10,"R",15,"R",0,"R",0,"R",1,"R",16,"Z",0,"R",16,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483869,"R",82,"R",0,"R",82,"R",49,"R",75,"R",0,"R",0,"R",7,"R",82,"Z",0,"R",82,"R",75,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483878,"R",54,"R",0,"R",54,"R",3,"R",16,"R",0,"R",0,"R",38,"R",50,"Z",0,"R",50,"R",13,"R",1,"Z",0,"R",1,"R",0,"R",3,"Z",0,"R",3,"R",3
483887,"R",15,"Z",0,"R",15,"R",6,"R",9,"Z",0,"Z",0,"R",6,"R",10,"Z",0,"R",10,"R",7,"R",1,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",1
483896,"R",24,"Z",0,"R",24,"R",0,"R",23,"R",0,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",12,"R",12,"Z",0,"R",12,"R",11
483911,"R",8,"R",0,"R",8,"R",0,"R",5,"R",0,"R",3,"R",0,"R",6,"Z",0,"R",6,"R",4,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0
483948,"R",39,"R",0,"R",39,"R",14,"R",25,"R",0,"R",0,"R",14,"R",39,"Z",0,"R",39,"R",25,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483957,"R",17,"R",0,"R",17,"R",5,"R",5,"R",0,"R",1,"R",11,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",0,"R",13,"Z",0,"R",13,"R",3
484011,"R",53,"R",0,"R",53,"R",0,"R",38,"Z",0,"Z",0,"R",15,"R",26,"Z",0,"R",26,"R",19,"R",5,"Z",0,"R",5,"R",4,"R",22,"Z",0,"R",22,"R",15
484020,"R",16,"R",0,"R",16,"R",12,"R",12,"R",0,"R",3,"R",1,"R",7,"Z",0,"R",7,"R",7,"R",9,"Z",0,"R",9,"R",5,"R",0,"Z",0,"R",0,"R",0
484048,"R",19,"Z",0,"R",19,"R",2,"R",17,"Z",0,"Z",0,"R",2,"R",19,"Z",0,"R",19,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
484057,"R",70,"Z",0,"R",70,"R",6,"R",40,"Z",0,"R",17,"R",13,"R",4,"Z",0,"R",4,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",66,"Z",0,"R",66,"R",37
484075,"R",21,"R",0,"R",21,"R",2,"R",10,"R",9,"R",0,"R",2,"R",5,"Z",0,"R",5,"R",0,"R",5,"Z",0,"R",5,"R",0,"R",11,"Z",0,"R",11,"R",10
484084,"R",28,"R",0,"R",28,"R",6,"R",18,"R",0,"R",5,"R",5,"R",17,"Z",0,"R",17,"R",12,"R",3,"Z",0,"R",3,"R",3,"R",8,"Z",0,"R",8,"R",3
484093,"R",24,"R",0,"R",24,"R",0,"R",20,"Z",0,"Z",0,"R",4,"R",10,"Z",0,"R",10,"R",8,"R",5,"Z",0,"R",5,"R",5,"R",9,"Z",0,"R",9,"R",7
484109,"R",34,"R",0,"R",34,"R",1,"R",26,"Z",0,"Z",0,"R",8,"R",17,"Z",0,"R",17,"R",12,"R",2,"Z",0,"R",2,"R",2,"R",15,"Z",0,"R",15,"R",12
484127,"R",32,"R",0,"R",32,"R",4,"R",24,"R",0,"R",2,"R",6,"R",18,"Z",0,"R",18,"R",12,"R",5,"Z",0,"R",5,"R",5,"R",9,"Z",0,"R",9,"R",7
484136,"R",23,"R",0,"R",23,"R",1,"R",8,"R",0,"R",0,"R",15,"R",23,"Z",0,"R",23,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
484163,"R",97,"R",0,"R",97,"R",60,"R",71,"R",0,"R",0,"R",26,"R",73,"Z",0,"R",73,"R",56,"R",10,"Z",0,"R",10,"R",10,"R",14,"Z",0,"R",14,"R",5
484172,"R",33,"R",0,"R",33,"R",7,"R",31,"R",0,"R",0,"R",2,"R",33,"Z",0,"R",33,"R",31,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
484190,"R",8,"R",0,"R",8,"R",0,"R",5,"R",0,"R",0,"R",3,"R",6,"Z",0,"R",6,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1
484206,"R",73,"R",0,"R",73,"R",14,"R",56,"R",0,"R",0,"R",17,"R",52,"Z",0,"R",52,"R",38,"R",7,"Z",0,"R",7,"R",7,"R",14,"Z",0,"R",14,"R",11
484330,"R",24,"R",0,"R",24,"R",7,"R",16,"R",0,"R",0,"R",8,"R",21,"Z",0,"R",21,"R",14,"R",2,"Z",0,"R",2,"R",1,"R",1,"Z",0,"R",1,"R",1
484349,"R",71,"R",0,"R",71,"R",9,"R",39,"R",0,"R",0,"R",32,"R",63,"Z",0,"R",63,"R",36,"R",6,"Z",0,"R",6,"R",2,"R",2,"Z",0,"R",2,"R",1
484358,"R",68,"R",0,"R",68,"R",13,"R",35,"R",0,"R",0,"R",33,"R",62,"Z",0,"R",62,"R",32,"R",5,"Z",0,"R",5,"R",2,"R",1,"Z",0,"R",1,"R",1
484394,"R",27,"R",0,"R",27,"R",2,"R",22,"R",0,"R",0,"R",5,"R",7,"Z",0,"R",7,"R",5,"R",2,"Z",0,"R",2,"R",2,"R",18,"Z",0,"R",18,"R",15
484604,"R",359,"R",0,"R",359,"R",20,"R",213,"R",0,"R",0,"R",146,"R",294,"Z",0,"R",294,"R",178,"R",27,"Z",0,"R",27,"R",19,"R",38,"Z",0,"R",38,"R",16
484899,"R",174,"R",0,"R",174,"R",21,"R",141,"R",0,"R",0,"R",33,"R",68,"Z",0,"R",68,"R",53,"R",25,"Z",0,"R",25,"R",24,"R",81,"Z",0,"R",81,"R",64
484923,"R",24,"R",0,"R",24,"R",24,"R",24,"Z",0,"Z",0,"R",0,"R",6,"Z",0,"R",6,"R",6,"R",4,"Z",0,"R",4,"R",4,"R",14,"Z",0,"R",14,"R",14
484996,"R",68,"R",0,"R",68,"R",59,"R",59,"R",0,"R",1,"R",8,"R",65,"Z",0,"R",65,"R",59,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",0
485014,"R",34,"R",0,"R",34,"R",0,"R",17,"R",0,"R",0,"R",17,"R",31,"Z",0,"R",31,"R",15,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0
485032,"R",32,"R",0,"R",32,"R",2,"R",17,"R",1,"R",0,"R",14,"R",26,"Z",0,"R",26,"R",11,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",4
485166,"R",17,"R",0,"R",17,"R",3,"R",12,"R",0,"R",2,"R",3,"R",13,"Z",0,"R",13,"R",10,"R",4,"Z",0,"R",4,"R",2,"R",0,"Z",0,"R",0,"R",0
485236,"R",15,"R",0,"R",15,"R",2,"R",5,"R",3,"R",0,"R",7,"R",7,"Z",0,"R",7,"R",1,"R",3,"Z",0,"R",3,"R",1,"R",5,"Z",0,"R",5,"R",3
485342,"R",115,"R",0,"R",115,"R",89,"R",89,"R",0,"R",0,"R",26,"R",14,"Z",0,"R",14,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",101,"Z",0,"R",101,"R",77
485360,"R",10,"R",0,"R",10,"R",2,"R",2,"R",1,"R",0,"R",7,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",6,"Z",0,"R",6,"R",0
485379,"R",145,"R",0,"R",145,"R",23,"R",108,"R",0,"R",0,"R",37,"R",129,"Z",0,"R",129,"R",94,"R",3,"Z",0,"R",3,"R",2,"R",13,"Z",0,"R",13,"R",12
485388,"R",127,"R",0,"R",127,"R",26,"R",91,"R",0,"R",0,"R",36,"R",95,"Z",0,"R",95,"R",60,"R",3,"Z",0,"R",3,"R",3,"R",29,"Z",0,"R",29,"R",28
485397,"R",37,"R",0,"R",37,"R",0,"R",16,"R",0,"R",1,"R",20,"R",33,"Z",0,"R",33,"R",13,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",1
485412,"R",36,"R",0,"R",36,"R",23,"R",29,"Z",0,"R",0,"R",7,"R",26,"Z",0,"R",26,"R",19,"R",4,"Z",0,"R",4,"R",4,"R",6,"Z",0,"R",6,"R",6
485476,"R",31,"Z",0,"R",31,"R",13,"R",29,"Z",0,"Z",0,"R",2,"R",20,"Z",0,"R",20,"R",19,"R",2,"Z",0,"R",2,"R",2,"R",9,"Z",0,"R",9,"R",8
485485,"R",77,"Z",0,"R",77,"R",17,"R",60,"R",0,"R",9,"R",8,"R",48,"Z",0,"R",48,"R",32,"R",0,"Z",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",28
485494,"R",47,"R",0,"R",47,"R",0,"R",11,"R",0,"R",28,"R",8,"R",36,"Z",0,"R",36,"R",7,"R",3,"Z",0,"R",3,"R",1,"R",8,"Z",0,"R",8,"R",3
485573,"R",82,"Z",0,"R",82,"R",0,"R",78,"R",0,"R",0,"R",4,"R",81,"Z",0,"R",81,"R",77,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
485591,"R",33,"R",0,"R",33,"R",3,"R",3,"R",0,"R",0,"R",30,"R",33,"Z",0,"R",33,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
485607,"R",13,"R",0,"R",13,"R",0,"R",3,"R",0,"R",0,"R",10,"R",13,"Z",0,"R",13,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
485704,"R",3,"R",0,"R",3,"R",3,"R",3,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
485801,"R",92,"R",0,"R",92,"R",81,"R",81,"R",0,"R",0,"R",11,"R",71,"Z",0,"R",71,"R",71,"R",11,"Z",0,"R",11,"R",10,"R",10,"Z",0,"R",10,"R",0
485874,"R",32,"R",0,"R",32,"R",2,"R",27,"R",0,"R",0,"R",5,"R",13,"Z",0,"R",13,"R",12,"R",3,"Z",0,"R",3,"R",3,"R",16,"Z",0,"R",16,"R",12
485926,"R",121,"R",0,"R",121,"R",8,"R",47,"R",1,"R",0,"R",73,"R",57,"Z",0,"R",57,"R",21,"R",2,"Z",0,"R",2,"R",1,"R",62,"Z",0,"R",62,"R",25
485962,"R",3,"R",0,"R",3,"R",0,"R",2,"R",0,"R",0,"R",1,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
486141,"R",6,"Z",0,"R",6,"R",3,"R",3,"R",0,"R",0,"R",3,"R",3,"Z",0,"R",3,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",1
486150,"R",33,"R",0,"R",33,"R",25,"R",31,"R",0,"R",0,"R",2,"R",28,"Z",0,"R",28,"R",28,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",3
486169,"R",16,"R",0,"R",16,"R",0,"R",5,"R",0,"R",0,"R",11,"R",14,"Z",0,"R",14,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0
486248,"R",67,"R",0,"R",67,"R",12,"R",32,"R",0,"R",32,"R",3,"R",14,"Z",0,"R",14,"R",3,"R",3,"Z",0,"R",3,"R",1,"R",50,"Z",0,"R",50,"R",28
486345,"R",42,"R",0,"R",42,"R",33,"R",33,"R",0,"R",0,"R",9,"R",39,"Z",0,"R",39,"R",30,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0
486390,"R",87,"R",0,"R",87,"R",4,"R",12,"R",0,"R",32,"R",43,"R",52,"Z",0,"R",52,"R",7,"R",1,"Z",0,"R",1,"R",0,"R",34,"Z",0,"R",34,"R",5
486406,"R",18,"R",0,"R",18,"R",14,"R",15,"R",0,"R",0,"R",3,"R",11,"Z",0,"R",11,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",7
486442,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0
486497,"R",15,"R",0,"R",15,"R",5,"R",12,"R",0,"R",0,"R",3,"R",14,"Z",0,"R",14,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
