UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
474863, 3,"R",8,"Z",0,"R",8,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"Z",0,"R",0,"R",0,"R",13,"R",0,"R",13,"R",0,"R",2,"R",2
474915, 4,"R",130,"Z",0,"R",130,"A",,"A",,"R",98,"R",23,"Z",0,"R",23,"A",,"A",,"R",15,"R",78,"Z",0,"R",78,"A",,"A",,"R",37,"R",231,"R",0,"R",231,"A",,"A",,"R",150
474924, 4,"R",55,"Z",0,"R",55,"A",,"A",,"R",46,"R",21,"Z",0,"R",21,"A",,"A",,"R",11,"R",41,"Z",0,"R",41,"A",,"A",,"R",8,"R",117,"R",0,"R",117,"A",,"A",,"R",65
475015, 4,"R",40,"Z",0,"R",40,"A",,"A",,"R",40,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",28,"Z",0,"R",28,"A",,"A",,"R",28,"R",68,"R",0,"R",68,"A",,"A",,"R",68
475024, 4,"R",198,"Z",0,"R",198,"A",,"A",,"R",61,"R",13,"Z",0,"R",13,"A",,"A",,"R",8,"R",4,"Z",0,"R",4,"A",,"A",,"R",2,"R",215,"R",0,"R",215,"A",,"A",,"R",71
475060, 4,"R",177,"Z",0,"R",177,"A",,"A",,"R",59,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",3,"Z",0,"R",3,"A",,"A",,"R",0,"R",182,"R",0,"R",182,"A",,"A",,"R",60
475121, 1,"R",155,"R",1,"R",154,"R",8,"R",0,"R",8,"R",6,"R",0,"R",6,"R",2,"R",0,"R",2,"R",22,"R",0,"R",22,"R",1,"R",0,"R",1,"R",183,"R",1,"R",182,"R",11,"R",0,"R",11
475121, 2,"R",152,"R",1,"R",151,"R",7,"R",0,"R",7,"R",6,"R",0,"R",6,"R",2,"R",0,"R",2,"R",22,"R",0,"R",22,"R",1,"R",0,"R",1,"R",180,"R",1,"R",179,"R",10,"R",0,"R",10
475121, 3,"R",3,"Z",0,"R",3,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1
475176, 4,"R",201,"R",1,"R",200,"A",,"A",,"R",108,"R",36,"R",0,"R",36,"A",,"A",,"R",19,"R",70,"R",0,"R",70,"A",,"A",,"R",38,"R",307,"R",1,"R",306,"A",,"A",,"R",165
475282, 4,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",2,"R",0,"R",2,"A",,"A",,"R",2
475325, 4,"R",113,"Z",0,"R",113,"A",,"A",,"R",50,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",57,"Z",0,"R",57,"A",,"A",,"R",47,"R",172,"R",0,"R",172,"A",,"A",,"R",99
475404, 4,"R",11,"Z",0,"R",11,"A",,"A",,"R",9,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",16,"Z",0,"R",16,"A",,"A",,"R",14,"R",27,"R",0,"R",27,"A",,"A",,"R",23
475413, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",8,"R",0,"R",8,"A",,"A",,"R",6
475431, 4,"R",28,"Z",0,"R",28,"A",,"A",,"R",28,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",38,"Z",0,"R",38,"A",,"A",,"R",36,"R",68,"R",0,"R",68,"A",,"A",,"R",66
475468, 4,"R",11,"Z",0,"R",11,"A",,"A",,"R",11,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",20,"Z",0,"R",20,"A",,"A",,"R",19,"R",35,"R",0,"R",35,"A",,"A",,"R",34
475477, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",3,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",6,"R",0,"R",6,"A",,"A",,"R",3
475486, 4,"R",11,"Z",0,"R",11,"A",,"A",,"R",5,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",16,"Z",0,"R",16,"A",,"A",,"R",10,"R",30,"R",0,"R",30,"A",,"A",,"R",18
475547, 4,"R",9,"Z",0,"R",9,"A",,"A",,"R",5,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",11,"R",0,"R",11,"A",,"A",,"R",7
475556, 4,"R",15,"Z",0,"R",15,"A",,"A",,"R",11,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",7,"Z",0,"R",7,"A",,"A",,"R",4,"R",23,"R",0,"R",23,"A",,"A",,"R",16
475565, 4,"R",385,"Z",0,"R",385,"A",,"A",,"R",116,"R",6,"Z",0,"R",6,"A",,"A",,"R",2,"R",121,"Z",0,"R",121,"A",,"A",,"R",44,"R",512,"R",0,"R",512,"A",,"A",,"R",162
475574, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",6,"R",0,"R",6,"A",,"A",,"R",1
475608, 1,"R",3,"R",0,"R",3,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",5,"R",0,"R",5,"R",10,"R",0,"R",10,"R",7,"R",0,"R",7
475608, 2,"R",3,"Z",0,"R",3,"R",2,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",5,"R",0,"R",5,"R",10,"R",0,"R",10,"R",7,"R",0,"R",7
475635, 1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
475635, 2,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
475635, 3,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
475653, 4,"R",14,"Z",0,"R",14,"A",,"A",,"R",6,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",15,"R",0,"R",15,"A",,"A",,"R",6
475662, 4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",23,"Z",0,"R",23,"A",,"A",,"R",13,"R",23,"R",0,"R",23,"A",,"A",,"R",13
475705, 4,"R",15,"Z",0,"R",15,"A",,"A",,"R",12,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",6,"Z",0,"R",6,"A",,"A",,"R",0,"R",23,"R",0,"R",23,"A",,"A",,"R",13
475714, 1,"R",4,"R",0,"R",4,"R",0,"R",4,"R",4,"R",4,"R",0,"R",4,"R",0,"R",4,"R",4,"R",136,"R",11,"R",125,"R",0,"R",73,"R",73,"R",144,"R",11,"R",133,"R",0,"R",81,"R",81
475714, 3,"R",4,"R",0,"R",4,"Z",0,"R",4,"R",4,"R",4,"R",0,"R",4,"Z",0,"R",4,"R",4,"R",136,"R",11,"R",125,"Z",0,"R",73,"R",73,"R",144,"R",11,"R",133,"R",0,"R",81,"R",81
475723, 4,"R",30,"Z",0,"R",30,"A",,"A",,"R",14,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",19,"Z",0,"R",19,"A",,"A",,"R",11,"R",49,"R",0,"R",49,"A",,"A",,"R",25
475732, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
475732, 2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
475741, 1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
475741, 2,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
475839, 1,"R",2,"R",0,"R",2,"R",0,"R",2,"R",2,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",3,"R",3
475839, 3,"R",2,"Z",0,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"Z",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",3,"R",3
476063, 4,"R",197,"R",1,"R",196,"A",,"A",,"R",122,"R",37,"R",0,"R",37,"A",,"A",,"R",33,"R",32,"R",0,"R",32,"A",,"A",,"R",27,"R",266,"R",1,"R",265,"A",,"A",,"R",182
476179, 4,"R",32,"Z",0,"R",32,"A",,"A",,"R",5,"R",3,"Z",0,"R",3,"A",,"A",,"R",0,"R",4,"Z",0,"R",4,"A",,"A",,"R",1,"R",39,"R",0,"R",39,"A",,"A",,"R",6
476230, 4,"R",41,"Z",0,"R",41,"A",,"A",,"R",24,"R",5,"Z",0,"R",5,"A",,"A",,"R",5,"R",5,"Z",0,"R",5,"A",,"A",,"R",2,"R",51,"R",0,"R",51,"A",,"A",,"R",31
476489, 4,"P",81,"P",0,"P",81,"A",,"A",,"P",51,"P",2,"P",0,"P",2,"A",,"A",,"P",2,"P",0,"P",0,"P",0,"A",,"A",,"P",0,"P",83,"P",0,"P",83,"A",,"A",,"P",53
476498, 4,"R",86,"Z",0,"R",86,"A",,"A",,"R",80,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",32,"Z",0,"R",32,"A",,"A",,"R",30,"R",118,"R",0,"R",118,"A",,"A",,"R",110
476513, 4,"R",12,"Z",0,"R",12,"A",,"A",,"R",4,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",19,"R",0,"R",19,"A",,"A",,"R",8
476540, 4,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"R",0,"R",1,"A",,"A",,"R",1
476559, 4,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",2,"R",0,"R",2,"A",,"A",,"R",2
476568, 4,"R",17,"Z",0,"R",17,"A",,"A",,"R",12,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",20,"R",0,"R",20,"A",,"A",,"R",13
476595, 4,"R",44,"Z",0,"R",44,"A",,"A",,"R",25,"R",8,"Z",0,"R",8,"A",,"A",,"R",3,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",52,"R",0,"R",52,"A",,"A",,"R",28
476601, 1,"R",13,"R",0,"R",13,"R",13,"R",0,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",4,"R",0,"R",4,"R",20,"R",0,"R",20,"R",17,"R",0,"R",17
476601, 2,"R",13,"Z",0,"R",13,"R",13,"R",0,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",4,"R",0,"R",4,"R",20,"R",0,"R",20,"R",17,"R",0,"R",17
476610, 4,"R",28,"Z",0,"R",28,"A",,"A",,"R",28,"R",8,"Z",0,"R",8,"A",,"A",,"R",8,"R",7,"Z",0,"R",7,"A",,"A",,"R",3,"R",43,"R",0,"R",43,"A",,"A",,"R",39
476629, 4,"R",22,"Z",0,"R",22,"A",,"A",,"R",11,"R",13,"Z",0,"R",13,"A",,"A",,"R",11,"R",16,"Z",0,"R",16,"A",,"A",,"R",9,"R",51,"R",0,"R",51,"A",,"A",,"R",31
476683, 4,"R",17,"Z",0,"R",17,"A",,"A",,"R",13,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",4,"Z",0,"R",4,"A",,"A",,"R",2,"R",24,"R",0,"R",24,"A",,"A",,"R",18
476692, 1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
476692, 2,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
476708, 4,"R",34,"Z",0,"R",34,"A",,"A",,"R",21,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",20,"Z",0,"R",20,"A",,"A",,"R",10,"R",56,"R",0,"R",56,"A",,"A",,"R",33
476717, 1,"R",126,"R",0,"R",126,"R",76,"R",0,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18,"R",0,"R",18,"R",6,"R",0,"R",6,"R",144,"R",0,"R",144,"R",82,"R",0,"R",82
476717, 2,"R",126,"Z",0,"R",126,"R",76,"R",0,"R",76,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",18,"Z",0,"R",18,"R",6,"R",0,"R",6,"R",144,"R",0,"R",144,"R",82,"R",0,"R",82
476726, 4,"R",81,"Z",0,"R",81,"A",,"A",,"R",81,"R",6,"Z",0,"R",6,"A",,"A",,"R",6,"R",365,"Z",0,"R",365,"A",,"A",,"R",245,"R",452,"R",0,"R",452,"A",,"A",,"R",332
476735, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",6,"R",6,"Z",0,"R",6,"A",,"A",,"R",6,"R",18,"Z",0,"R",18,"A",,"A",,"R",10,"R",30,"R",0,"R",30,"A",,"A",,"R",22
476753, 4,"R",30,"Z",0,"R",30,"A",,"A",,"R",22,"R",8,"Z",0,"R",8,"A",,"A",,"R",6,"R",31,"Z",0,"R",31,"A",,"A",,"R",27,"R",69,"R",0,"R",69,"A",,"A",,"R",55
476780, 4,"R",49,"Z",0,"R",49,"A",,"A",,"R",33,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",8,"Z",0,"R",8,"A",,"A",,"R",5,"R",57,"R",0,"R",57,"A",,"A",,"R",38
476799, 4,"R",44,"Z",0,"R",44,"A",,"A",,"R",32,"R",25,"Z",0,"R",25,"A",,"A",,"R",22,"R",11,"Z",0,"R",11,"A",,"A",,"R",8,"R",80,"R",0,"R",80,"A",,"A",,"R",62
476805, 4,"R",4,"Z",0,"R",4,"A",,"A",,"R",1,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",6,"Z",0,"R",6,"A",,"A",,"R",6,"R",11,"R",0,"R",11,"A",,"A",,"R",8
476841, 4,"R",14,"Z",0,"R",14,"A",,"A",,"R",10,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",20,"R",0,"R",20,"A",,"A",,"R",14
476850, 4,"R",30,"R",0,"R",30,"A",,"A",,"R",13,"R",2,"R",1,"R",1,"A",,"A",,"R",1,"R",5,"R",0,"R",5,"A",,"A",,"R",2,"R",37,"R",1,"R",36,"A",,"A",,"R",16
476869, 4,"R",51,"Z",0,"R",51,"A",,"A",,"R",44,"R",28,"Z",0,"R",28,"A",,"A",,"R",28,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",79,"R",0,"R",79,"A",,"A",,"R",72
476878, 4,"R",59,"Z",0,"R",59,"A",,"A",,"R",54,"R",13,"Z",0,"R",13,"A",,"A",,"R",12,"R",68,"Z",0,"R",68,"A",,"A",,"R",61,"R",140,"R",0,"R",140,"A",,"A",,"R",127
476887, 4,"R",331,"Z",0,"R",331,"A",,"A",,"R",260,"R",76,"Z",0,"R",76,"A",,"A",,"R",63,"R",58,"Z",0,"R",58,"A",,"A",,"R",0,"R",465,"R",0,"R",465,"A",,"A",,"R",323
476896, 4,"R",70,"Z",0,"R",70,"A",,"A",,"R",33,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",12,"Z",0,"R",12,"A",,"A",,"R",7,"R",83,"R",0,"R",83,"A",,"A",,"R",40
476902, 4,"R",17,"Z",0,"R",17,"A",,"A",,"R",10,"R",8,"Z",0,"R",8,"A",,"A",,"R",8,"R",8,"Z",0,"R",8,"A",,"A",,"R",5,"R",33,"R",0,"R",33,"A",,"A",,"R",23
476939, 4,"R",615,"Z",0,"R",615,"A",,"A",,"R",375,"R",63,"Z",0,"R",63,"A",,"A",,"R",38,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",678,"R",0,"R",678,"A",,"A",,"R",413
476957, 4,"R",10,"Z",0,"R",10,"A",,"A",,"R",9,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",17,"R",0,"R",17,"A",,"A",,"R",15
476984, 4,"R",14,"Z",0,"R",14,"A",,"A",,"R",6,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",10,"Z",0,"R",10,"A",,"A",,"R",9,"R",26,"R",0,"R",26,"A",,"A",,"R",17
476993, 4,"R",67,"Z",0,"R",67,"A",,"A",,"R",61,"R",38,"Z",0,"R",38,"A",,"A",,"R",36,"R",107,"Z",0,"R",107,"A",,"A",,"R",99,"R",212,"R",0,"R",212,"A",,"A",,"R",196
477002, 4,"R",5,"Z",0,"R",5,"A",,"A",,"R",5,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",24,"Z",0,"R",24,"A",,"A",,"R",23,"R",31,"R",0,"R",31,"A",,"A",,"R",28
477039, 1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",2,"R",0,"R",2
477039, 2,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",2,"R",0,"R",2
477233, 4,"R",20,"Z",0,"R",20,"A",,"A",,"R",11,"R",19,"Z",0,"R",19,"A",,"A",,"R",7,"R",16,"Z",0,"R",16,"A",,"A",,"R",9,"R",55,"R",0,"R",55,"A",,"A",,"R",27
478582, 4,"R",48,"Z",0,"R",48,"A",,"A",,"R",17,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",4,"Z",0,"R",4,"A",,"A",,"R",2,"R",53,"R",0,"R",53,"A",,"A",,"R",19
478591, 4,"R",67,"Z",0,"R",67,"A",,"A",,"R",36,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",22,"Z",0,"R",22,"A",,"A",,"R",11,"R",94,"R",0,"R",94,"A",,"A",,"R",51
478616, 4,"R",36,"Z",0,"R",36,"A",,"A",,"R",9,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",4,"Z",0,"R",4,"A",,"A",,"R",1,"R",41,"R",0,"R",41,"A",,"A",,"R",11
478917, 4,"R",39,"Z",0,"R",39,"A",,"A",,"R",23,"R",8,"Z",0,"R",8,"A",,"A",,"R",8,"R",3,"Z",0,"R",3,"A",,"A",,"R",0,"R",50,"R",0,"R",50,"A",,"A",,"R",31
478953, 4,"R",45,"Z",0,"R",45,"A",,"A",,"R",30,"R",10,"Z",0,"R",10,"A",,"A",,"R",8,"R",23,"Z",0,"R",23,"A",,"A",,"R",17,"R",78,"R",0,"R",78,"A",,"A",,"R",55
479062, 4,"R",27,"Z",0,"R",27,"A",,"A",,"R",20,"R",15,"Z",0,"R",15,"A",,"A",,"R",15,"R",20,"Z",0,"R",20,"A",,"A",,"R",19,"R",62,"R",0,"R",62,"A",,"A",,"R",54
479424, 4,"R",48,"Z",0,"R",48,"A",,"A",,"R",35,"R",19,"Z",0,"R",19,"A",,"A",,"R",15,"R",9,"Z",0,"R",9,"A",,"A",,"R",5,"R",76,"R",0,"R",76,"A",,"A",,"R",55
479956, 1,"R",53,"R",0,"R",53,"R",11,"R",2,"R",13,"R",23,"R",0,"R",23,"R",7,"R",5,"R",12,"R",37,"R",0,"R",37,"R",15,"R",1,"R",16,"R",113,"R",0,"R",113,"R",33,"R",8,"R",41
479956, 2,"R",40,"Z",0,"R",40,"R",10,"R",1,"R",11,"R",14,"Z",0,"R",14,"R",6,"R",1,"R",7,"R",25,"Z",0,"R",25,"R",9,"R",0,"R",9,"R",79,"R",0,"R",79,"R",25,"R",2,"R",27
479956, 3,"R",13,"Z",0,"R",13,"R",1,"R",1,"R",2,"R",9,"Z",0,"R",9,"R",1,"R",4,"R",5,"R",12,"Z",0,"R",12,"R",6,"R",1,"R",7,"R",34,"R",0,"R",34,"R",8,"R",6,"R",14
479965, 4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",2,"R",0,"R",2,"A",,"A",,"R",2
479974, 4,"R",38,"Z",0,"R",38,"A",,"A",,"R",21,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",4,"Z",0,"R",4,"A",,"A",,"R",2,"R",44,"R",0,"R",44,"A",,"A",,"R",25
479983, 4,"R",11,"Z",0,"R",11,"A",,"A",,"R",8,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",20,"R",0,"R",20,"A",,"A",,"R",16
479992, 4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",1,"R",0,"R",1,"A",,"A",,"R",1
480000, 4,"R",12,"Z",0,"R",12,"A",,"A",,"R",5,"R",3,"Z",0,"R",3,"A",,"A",,"R",1,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",16,"R",0,"R",16,"A",,"A",,"R",6
480019, 4,"R",347,"Z",0,"R",347,"A",,"A",,"R",239,"R",19,"Z",0,"R",19,"A",,"A",,"R",17,"R",350,"Z",0,"R",350,"A",,"A",,"R",185,"R",716,"R",0,"R",716,"A",,"A",,"R",441
480028, 4,"R",13,"Z",0,"R",13,"A",,"A",,"R",4,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",27,"Z",0,"R",27,"A",,"A",,"R",19,"R",41,"R",0,"R",41,"A",,"A",,"R",24
480037, 4,"R",562,"R",1,"R",561,"A",,"A",,"R",396,"R",143,"R",2,"R",141,"A",,"A",,"R",106,"R",34,"R",1,"R",33,"A",,"A",,"R",30,"R",739,"R",4,"R",735,"A",,"A",,"R",532
480073, 1,"R",13,"R",0,"R",13,"R",1,"R",0,"R",1,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",27,"R",0,"R",27,"R",1,"R",0,"R",1
480073, 2,"R",13,"Z",0,"R",13,"R",1,"R",0,"R",1,"R",6,"Z",0,"R",6,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",0,"R",0,"R",0,"R",25,"R",0,"R",25,"R",1,"R",0,"R",1
480073, 3,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
480091, 1,"R",149,"R",0,"R",149,"R",2,"R",37,"R",39,"R",6,"R",0,"R",6,"R",0,"R",3,"R",3,"R",27,"R",0,"R",27,"R",0,"R",3,"R",3,"R",182,"R",0,"R",182,"R",2,"R",43,"R",45
480091, 2,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
480091, 3,"R",147,"Z",0,"R",147,"R",1,"R",37,"R",38,"R",6,"Z",0,"R",6,"R",0,"R",3,"R",3,"R",27,"Z",0,"R",27,"R",0,"R",3,"R",3,"R",180,"R",0,"R",180,"R",1,"R",43,"R",44
480125, 4,"R",184,"Z",0,"R",184,"A",,"A",,"R",104,"R",33,"Z",0,"R",33,"A",,"A",,"R",25,"R",41,"Z",0,"R",41,"A",,"A",,"R",26,"R",258,"R",0,"R",258,"A",,"A",,"R",155
480161, 4,"R",4,"Z",0,"R",4,"A",,"A",,"R",3,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",4,"R",0,"R",4,"A",,"A",,"R",3
480198, 1,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",1,"R",4,"R",5,"R",12,"R",0,"R",12,"R",1,"R",4,"R",5
480198, 3,"R",4,"Z",0,"R",4,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",1,"R",4,"R",5,"R",12,"R",0,"R",12,"R",1,"R",4,"R",5
480204, 1,"R",177,"R",1,"R",176,"R",0,"R",108,"R",108,"R",24,"R",0,"R",24,"R",0,"R",17,"R",17,"R",14,"R",0,"R",14,"R",0,"R",8,"R",8,"R",215,"R",1,"R",214,"R",0,"R",133,"R",133
480204, 3,"R",177,"R",1,"R",176,"Z",0,"R",108,"R",108,"R",24,"R",0,"R",24,"Z",0,"R",17,"R",17,"R",14,"R",0,"R",14,"Z",0,"R",8,"R",8,"R",215,"R",1,"R",214,"R",0,"R",133,"R",133
