UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
225627,"R",956,"R",1382,"R",69,"R",963,"R",0,"R",0,"R",963,"R",674,"R",70,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",13
225876,"R",113,"R",306,"R",37,"R",93,"R",0,"R",0,"R",93,"R",40,"R",43,"R",6,"R",0,"R",0,"R",6,"R",1,"R",17,"R",14
225885,"R",167,"R",219,"R",76,"R",118,"R",0,"R",0,"R",118,"R",48,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
225991,"R",20,"R",57,"R",35,"R",28,"R",0,"R",0,"R",28,"R",21,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
226019,"R",723,"R",2421,"R",30,"R",736,"R",1,"R",0,"R",735,"R",496,"R",67,"R",183,"R",1,"R",0,"R",182,"R",66,"R",36,"R",18
226091,"R",1369,"R",2243,"R",61,"R",1339,"R",0,"R",0,"R",1339,"R",795,"R",59,"R",206,"R",0,"R",0,"R",206,"R",114,"R",55,"R",20
226107,"R",244,"R",1270,"R",19,"R",196,"R",0,"R",0,"R",196,"R",126,"R",64,"R",58,"R",0,"R",0,"R",58,"R",24,"R",41,"R",22
226116,"R",216,"R",576,"R",38,"R",218,"R",0,"R",0,"R",218,"R",157,"R",72,"R",88,"R",0,"R",0,"R",88,"R",42,"R",48,"R",18
226125,"A",,"A",,"A",,"R",40,"R",0,"R",0,"R",40,"R",28,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
226134,"R",929,"R",1652,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",26
226152,"R",1277,"R",1786,"R",72,"R",1119,"R",0,"Z",0,"R",1119,"R",885,"R",79,"R",20,"R",0,"R",0,"R",20,"R",15,"R",75,"R",19
226204,"R",359,"R",1824,"R",20,"R",288,"Z",0,"Z",0,"R",288,"R",224,"R",78,"R",766,"R",3,"Z",0,"R",763,"R",422,"R",55,"R",13
226231,"R",299,"R",1626,"R",18,"R",314,"R",0,"R",0,"R",314,"R",242,"R",77,"R",11,"R",0,"R",0,"R",11,"R",5,"R",45,"R",13
226277,"A",,"A",,"A",,"R",357,"R",0,"R",0,"R",357,"R",287,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
226383,"R",276,"R",527,"R",52,"R",308,"R",0,"R",0,"R",308,"R",220,"R",71,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",12
226408,"R",413,"R",1738,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
226471,"R",744,"R",973,"R",76,"R",861,"R",0,"R",0,"R",861,"R",555,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
226578,"R",683,"R",1417,"R",48,"R",532,"R",0,"R",0,"R",532,"R",344,"R",65,"R",602,"R",0,"R",0,"R",602,"R",331,"R",55,"R",15
226587,"R",274,"R",522,"R",52,"R",300,"R",0,"R",0,"R",300,"R",193,"R",64,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",13
226675,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
226806,"R",494,"R",937,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",14
226833,"R",773,"R",1557,"R",50,"R",745,"Z",0,"Z",0,"R",745,"R",471,"R",63,"R",9,"Z",0,"Z",0,"R",9,"R",5,"R",56,"R",16
226860,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",24,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
226879,"R",14,"R",68,"R",21,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",10
226903,"A",,"A",,"A",,"R",549,"R",0,"R",0,"R",549,"R",353,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
227058,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
227146,"R",826,"R",1369,"R",60,"R",821,"R",0,"R",0,"R",821,"R",485,"R",59,"R",277,"R",0,"R",0,"R",277,"R",138,"R",50,"R",21
227182,"R",5414,"R",24194,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
227216,"R",6203,"R",10376,"R",60,"R",5363,"R",0,"R",0,"R",5363,"R",4303,"R",80,"R",194,"R",0,"R",0,"R",194,"R",92,"R",47,"R",23
227225,"R",391,"R",1265,"R",31,"R",422,"R",0,"R",0,"R",422,"R",248,"R",59,"R",73,"R",0,"R",0,"R",73,"R",24,"R",33,"R",17
227298,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
227304,"R",678,"R",3296,"R",21,"R",660,"R",0,"R",0,"R",660,"R",423,"R",64,"R",394,"R",0,"R",0,"R",394,"R",220,"R",56,"R",21
227313,"A",,"A",,"A",,"R",68,"R",0,"R",0,"R",68,"R",59,"R",87,"R",56,"R",0,"R",0,"R",56,"R",34,"R",61,"R",15
227322,"A",,"A",,"A",,"R",105,"R",0,"R",0,"R",105,"R",98,"R",93,"R",76,"R",0,"R",0,"R",76,"R",43,"R",57,"R",20
227331,"R",288,"R",445,"R",65,"R",249,"R",0,"R",0,"R",249,"R",142,"R",57,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",11
227368,"R",4596,"R",7185,"R",64,"R",4241,"R",1,"R",0,"R",4240,"R",3229,"R",76,"R",1198,"R",0,"R",0,"R",1198,"R",682,"R",57,"R",19
227377,"R",504,"R",1377,"R",37,"R",563,"R",0,"R",0,"R",563,"R",369,"R",66,"R",403,"R",0,"R",0,"R",403,"R",203,"R",50,"R",24
227386,"R",265,"R",910,"R",29,"R",301,"R",0,"R",0,"R",301,"R",200,"R",66,"R",46,"R",0,"R",0,"R",46,"R",21,"R",46,"R",13
227401,"R",535,"R",1899,"R",28,"R",531,"R",0,"R",0,"R",531,"R",291,"R",55,"R",172,"R",0,"R",0,"R",172,"R",57,"R",33,"R",25
227429,"R",99,"R",272,"R",36,"R",54,"R",0,"R",0,"R",54,"R",39,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
227526,"R",1526,"R",2173,"R",70,"R",1638,"R",0,"R",0,"R",1638,"R",1200,"R",73,"R",57,"R",0,"R",0,"R",57,"R",13,"R",23,"R",16
227687,"R",287,"R",1185,"R",24,"R",233,"Z",0,"Z",0,"R",233,"R",82,"R",35,"R",618,"Z",0,"Z",0,"R",618,"R",364,"R",59,"R",18
227748,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",20,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
227757,"R",1201,"R",1248,"R",96,"R",1217,"R",4,"R",0,"R",1213,"R",1190,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
227845,"R",640,"R",872,"R",73,"R",609,"R",0,"R",0,"R",609,"R",491,"R",81,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",14
227854,"R",453,"R",2501,"R",18,"R",385,"R",0,"R",0,"R",385,"R",159,"R",41,"R",1061,"R",0,"R",0,"R",1061,"R",478,"R",45,"R",18
227863,"R",502,"R",815,"R",62,"R",436,"R",0,"R",0,"R",436,"R",310,"R",71,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",14
227881,"R",3221,"R",5493,"R",59,"R",2758,"R",0,"R",0,"R",2758,"R",2038,"R",74,"R",151,"R",0,"R",0,"R",151,"R",87,"R",58,"R",20
227924,"R",1547,"R",4996,"R",31,"R",1178,"R",0,"R",0,"R",1178,"R",538,"R",46,"R",1887,"R",0,"R",0,"R",1887,"R",931,"R",49,"R",24
227979,"R",3824,"R",7749,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",23
228042,"R",372,"R",476,"R",78,"R",251,"R",0,"R",0,"R",251,"R",155,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
228088,"A",,"A",,"A",,"R",5,"R",0,"Z",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
228149,"R",529,"R",626,"R",85,"R",605,"Z",0,"Z",0,"R",605,"R",412,"R",68,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",11
228158,"R",1101,"R",2722,"R",40,"R",1120,"Z",0,"Z",0,"R",1120,"R",539,"R",48,"R",324,"Z",0,"Z",0,"R",324,"R",90,"R",28,"R",16
228185,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
228200,"A",,"A",,"A",,"R",88,"R",0,"R",0,"R",88,"R",71,"R",81,"R",14,"R",0,"R",0,"R",14,"R",12,"R",86,"R",26
228219,"A",,"A",,"A",,"R",104,"R",0,"R",0,"R",104,"R",68,"R",65,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",25
228246,"R",1636,"R",1914,"R",85,"R",1568,"Z",0,"Z",0,"R",1568,"R",1415,"R",90,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",11
228282,"A",,"A",,"A",,"R",18,"Z",0,"Z",0,"R",18,"R",14,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
228316,"R",421,"R",2444,"R",17,"R",472,"R",0,"R",0,"R",472,"R",169,"R",36,"R",236,"R",0,"R",0,"R",236,"R",106,"R",45,"R",18
228325,"R",298,"R",482,"R",62,"R",137,"R",0,"R",0,"R",137,"R",105,"R",77,"R",1,"R",0,"Z",0,"R",1,"R",0,"R",0,"R",17
228343,"R",436,"R",476,"R",92,"R",354,"R",0,"R",0,"R",354,"R",281,"R",79,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",11
228431,"R",1844,"R",3159,"R",58,"R",1684,"Z",0,"Z",0,"R",1684,"R",1232,"R",73,"R",29,"Z",0,"Z",0,"R",29,"R",12,"R",41,"R",17
228459,"R",7307,"R",10310,"R",71,"R",6193,"R",0,"R",0,"R",6193,"R",4959,"R",80,"R",454,"R",0,"R",0,"R",454,"R",233,"R",51,"R",21
228468,"R",123,"R",259,"R",47,"R",127,"R",0,"R",3,"R",130,"R",103,"R",79,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",12
228486,"R",37,"R",48,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
228501,"R",240,"R",536,"R",45,"R",192,"R",0,"R",0,"R",192,"R",94,"R",49,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",12
228529,"R",2247,"R",3754,"R",60,"R",2001,"R",0,"R",0,"R",2001,"R",1410,"R",70,"R",147,"R",0,"R",0,"R",147,"R",105,"R",71,"R",17
228547,"R",2099,"R",8215,"R",26,"R",1583,"Z",0,"Z",0,"R",1583,"R",1134,"R",72,"R",3403,"Z",0,"Z",0,"R",3403,"R",2113,"R",62,"R",19
228608,"R",373,"R",1909,"R",20,"R",248,"Z",0,"Z",0,"R",248,"R",172,"R",69,"R",266,"Z",0,"Z",0,"R",266,"R",96,"R",36,"R",18
228644,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
228653,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
228699,"R",235,"R",520,"R",45,"R",267,"R",0,"R",0,"R",267,"R",127,"R",48,"R",114,"R",0,"R",0,"R",114,"R",48,"R",42,"R",18
228705,"R",1066,"R",1512,"R",71,"R",896,"R",0,"Z",0,"R",896,"R",569,"R",64,"R",39,"R",0,"Z",0,"R",39,"R",16,"R",41,"R",16
228723,"R",11382,"R",15725,"R",72,"R",11153,"Z",0,"Z",0,"R",11153,"R",10545,"R",95,"R",1170,"Z",0,"Z",0,"R",1170,"R",1072,"R",92,"R",18
228769,"R",4310,"R",9080,"R",47,"R",4010,"R",0,"R",0,"R",4010,"R",2972,"R",74,"R",569,"R",0,"R",0,"R",569,"R",170,"R",30,"R",24
228778,"R",8979,"R",11233,"R",80,"R",8915,"R",0,"R",0,"R",8915,"R",8496,"R",95,"R",145,"R",0,"R",0,"R",145,"R",123,"R",85,"R",18
228787,"R",3933,"R",5982,"R",66,"R",3840,"R",0,"R",0,"R",3840,"R",3351,"R",87,"R",202,"R",0,"R",0,"R",202,"R",140,"R",69,"R",27
228796,"R",2971,"R",5275,"R",56,"R",2717,"R",0,"R",0,"R",2717,"R",2046,"R",75,"R",378,"R",0,"R",0,"R",378,"R",208,"R",55,"R",19
228802,"R",975,"R",2262,"R",43,"R",1113,"Z",0,"Z",0,"R",1113,"R",676,"R",61,"R",56,"R",0,"R",0,"R",56,"R",31,"R",55,"R",15
228875,"R",2484,"R",2888,"R",86,"R",2555,"R",1,"R",0,"R",2554,"R",2343,"R",92,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",14
228884,"R",134,"R",235,"R",57,"R",160,"R",0,"R",0,"R",160,"R",48,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
228909,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1
228981,"R",344,"R",414,"R",83,"R",311,"R",1,"R",0,"R",310,"R",198,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
229018,"R",634,"R",1679,"R",38,"R",453,"R",0,"R",0,"R",453,"R",300,"R",66,"R",26,"R",0,"R",0,"R",26,"R",9,"R",35,"R",18
229027,"R",4617,"R",8903,"R",52,"R",4445,"R",1,"R",0,"R",4444,"R",3573,"R",80,"R",1077,"R",0,"R",0,"R",1077,"R",444,"R",41,"R",24
229063,"R",2139,"R",2836,"R",75,"R",1272,"Z",0,"Z",0,"R",1272,"R",699,"R",55,"R",22,"Z",0,"Z",0,"R",22,"R",7,"R",32,"R",18
229115,"R",6691,"R",9126,"R",73,"R",6490,"R",2,"Z",0,"R",6488,"R",5561,"R",86,"R",159,"Z",0,"Z",0,"R",159,"R",99,"R",62,"R",21
229160,"R",461,"R",885,"R",52,"R",362,"R",0,"R",0,"R",362,"R",201,"R",56,"R",13,"R",0,"R",0,"R",13,"R",4,"R",31,"R",14
229179,"R",1321,"R",3427,"R",39,"R",1227,"R",0,"R",0,"R",1227,"R",899,"R",73,"R",60,"R",0,"R",0,"R",60,"R",30,"R",50,"R",16
229267,"R",655,"R",692,"R",95,"R",663,"R",1,"R",0,"R",662,"R",603,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
229300,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
229337,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
229355,"R",2058,"R",4872,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
229416,"A",,"A",,"A",,"R",830,"R",1,"R",0,"R",829,"R",464,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",32
229425,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",17,"R",65,"R",19,"R",0,"R",0,"R",19,"R",12,"R",63,"R",9
229504,"R",161,"R",440,"R",37,"R",169,"Z",0,"Z",0,"R",169,"R",62,"R",37,"R",128,"Z",0,"Z",0,"R",128,"R",56,"R",44,"R",14
229522,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",19,"R",59,"R",27,"R",0,"R",0,"R",27,"R",14,"R",52,"R",14
229540,"R",290,"R",1084,"R",27,"R",246,"Z",0,"Z",0,"R",246,"R",157,"R",64,"R",272,"Z",0,"Z",0,"R",272,"R",136,"R",50,"R",13
229656,"A",,"A",,"A",,"R",31,"R",0,"R",0,"R",31,"R",24,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
229780,"R",247,"R",506,"R",49,"R",200,"R",0,"R",0,"R",200,"R",77,"R",39,"R",22,"R",0,"R",0,"R",22,"R",9,"R",41,"R",8
229799,"R",347,"R",1079,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
229814,"R",1257,"R",2162,"R",58,"R",1244,"R",0,"R",0,"R",1244,"R",847,"R",68,"R",48,"R",0,"R",0,"R",48,"R",22,"R",46,"R",17
229832,"R",157,"R",568,"R",28,"R",142,"R",0,"R",0,"R",142,"R",95,"R",67,"R",38,"R",0,"R",0,"R",38,"R",14,"R",37,"R",20
229841,"R",1064,"R",2145,"R",50,"R",1032,"Z",0,"Z",0,"R",1032,"R",750,"R",73,"R",274,"Z",0,"Z",0,"R",274,"R",124,"R",45,"R",17
229887,"R",240,"R",305,"R",79,"R",169,"R",0,"R",0,"R",169,"R",92,"R",54,"R",24,"R",0,"R",0,"R",24,"R",3,"R",13,"R",18
230010,"A",,"A",,"A",,"R",114,"R",0,"R",0,"R",114,"R",87,"R",76,"R",171,"R",2,"R",0,"R",169,"R",120,"R",71,"R",16
230038,"R",5360,"R",6556,"R",82,"R",5269,"R",2317,"Z",0,"R",2952,"R",2650,"R",90,"R",140,"R",58,"Z",0,"R",82,"R",59,"R",72,"R",21
230047,"R",338,"R",523,"R",65,"R",702,"R",214,"R",0,"R",488,"R",257,"R",53,"R",5,"R",1,"R",0,"R",4,"R",2,"R",50,"R",15
230065,"A",,"A",,"A",,"R",75,"R",0,"R",0,"R",75,"R",73,"R",97,"R",46,"R",0,"R",0,"R",46,"R",40,"R",87,"R",12
230144,"A",,"A",,"A",,"R",24,"R",0,"R",0,"R",24,"R",20,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
230162,"A",,"A",,"A",,"R",80,"R",1,"R",0,"R",79,"R",55,"R",70,"R",552,"R",3,"Z",0,"R",549,"R",309,"R",56,"R",9
230171,"R",2155,"R",4557,"R",47,"R",1209,"R",48,"R",0,"R",1161,"R",727,"R",63,"R",78,"R",0,"R",0,"R",78,"R",18,"R",23,"R",22
230199,"A",,"A",,"A",,"R",39,"R",0,"R",0,"R",39,"R",36,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
230205,"A",,"A",,"A",,"R",27,"Z",0,"Z",0,"R",27,"R",22,"R",81,"R",7,"Z",0,"Z",0,"R",7,"R",5,"R",71,"R",20
230214,"A",,"A",,"A",,"R",6,"Z",0,"Z",0,"R",6,"R",5,"R",83,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"R",18
230366,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",31
230418,"R",274,"R",2751,"R",10,"R",33,"R",0,"R",0,"R",33,"R",21,"R",64,"R",87,"R",0,"R",0,"R",87,"R",49,"R",56,"R",14
230490,"A",,"A",,"A",,"R",81,"R",0,"R",0,"R",81,"R",56,"R",69,"R",316,"R",5,"R",0,"R",311,"R",127,"R",41,"R",12
230597,"R",1636,"R",3057,"R",54,"R",1689,"R",21,"R",0,"R",1668,"R",786,"R",47,"R",98,"R",0,"R",0,"R",98,"R",36,"R",37,"R",21
230603,"R",2057,"R",4891,"R",42,"R",2317,"R",333,"R",0,"R",1984,"R",1409,"R",71,"R",108,"R",2,"R",0,"R",106,"R",45,"R",42,"R",22
230676,"A",,"A",,"A",,"R",50,"R",0,"R",0,"R",50,"R",48,"R",96,"R",61,"R",0,"R",0,"R",61,"R",42,"R",69,"R",8
230728,"R",4169,"R",5820,"R",72,"R",3488,"R",604,"R",0,"R",2884,"R",2148,"R",74,"R",299,"R",28,"R",0,"R",271,"R",120,"R",44,"R",19
230737,"R",3358,"R",7461,"R",45,"R",1698,"R",149,"R",0,"R",1549,"R",1048,"R",68,"R",686,"R",35,"R",0,"R",651,"R",286,"R",44,"R",25
230746,"R",1491,"R",5808,"R",26,"R",1561,"R",0,"Z",0,"R",1561,"R",909,"R",58,"R",1953,"R",0,"R",0,"R",1953,"R",879,"R",45,"R",16
230764,"R",5294,"R",7468,"R",71,"R",5077,"R",138,"R",0,"R",4939,"R",4177,"R",85,"R",284,"R",0,"R",0,"R",284,"R",157,"R",55,"R",18
230782,"R",2285,"R",11822,"R",19,"R",1550,"R",85,"R",0,"R",1465,"R",1003,"R",68,"R",363,"R",7,"R",0,"R",356,"R",171,"R",48,"R",21
230807,"R",191,"R",245,"R",78,"R",167,"R",2,"R",0,"R",165,"R",124,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
230816,"R",215,"R",270,"R",80,"R",241,"R",0,"R",0,"R",241,"R",202,"R",84,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"R",9
230834,"R",421,"R",646,"R",65,"R",389,"R",0,"R",0,"R",389,"R",258,"R",66,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",16
230852,"R",560,"R",873,"R",64,"R",431,"R",0,"R",0,"R",431,"R",329,"R",76,"R",9,"R",0,"R",0,"R",9,"R",3,"R",33,"R",14
230861,"R",158,"R",2321,"R",7,"R",216,"R",0,"R",0,"R",216,"R",118,"R",55,"R",597,"R",0,"R",0,"R",597,"R",212,"R",36,"R",21
230889,"R",10,"R",33,"R",30,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
230913,"R",251,"R",490,"R",51,"R",230,"R",0,"R",0,"R",230,"R",156,"R",68,"R",13,"R",0,"R",0,"R",13,"R",5,"R",38,"R",13
230959,"R",639,"R",666,"R",96,"R",680,"R",0,"R",0,"R",680,"R",649,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
230995,"R",549,"R",872,"R",63,"R",610,"R",0,"R",0,"R",610,"R",454,"R",74,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",11
231004,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",13,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
231059,"R",258,"R",286,"R",90,"R",316,"R",0,"R",0,"R",316,"R",250,"R",79,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",10
231068,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
231095,"R",9,"R",34,"R",26,"R",16,"R",0,"R",0,"R",16,"R",12,"R",75,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",6
231165,"R",125,"R",612,"R",20,"R",49,"R",0,"R",0,"R",49,"R",33,"R",67,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",10
231174,"R",2988,"R",3602,"R",83,"R",2923,"R",1,"R",1,"R",2923,"R",2594,"R",89,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"R",17
231280,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",6,"R",75,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",18
231411,"R",191,"R",196,"R",97,"R",159,"R",0,"R",0,"R",159,"R",132,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
231420,"R",249,"R",408,"R",61,"R",227,"R",0,"R",0,"R",227,"R",142,"R",63,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",12
231536,"R",449,"R",1054,"R",43,"R",374,"R",0,"R",0,"R",374,"R",241,"R",64,"R",297,"R",0,"R",0,"R",297,"R",120,"R",40,"R",20
231554,"R",147,"R",245,"R",60,"R",116,"R",0,"R",0,"R",116,"R",67,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
231581,"R",422,"R",457,"R",92,"R",398,"R",0,"R",0,"R",398,"R",300,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
231624,"R",1642,"R",1797,"R",91,"R",1682,"R",2,"R",0,"R",1680,"R",1602,"R",95,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",12
231651,"R",351,"R",1782,"R",20,"R",264,"R",0,"R",0,"R",264,"R",185,"R",70,"R",102,"R",1,"R",0,"R",101,"R",25,"R",25,"R",21
231688,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",8
231697,"R",263,"R",777,"R",34,"R",240,"R",0,"R",0,"R",240,"R",151,"R",63,"R",310,"R",0,"R",0,"R",310,"R",136,"R",44,"R",18
231712,"R",1161,"R",1306,"R",89,"R",1012,"R",0,"R",0,"R",1012,"R",868,"R",86,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
231785,"R",131,"R",455,"R",29,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
231873,"R",120,"R",175,"R",69,"R",114,"R",0,"R",0,"R",114,"R",67,"R",59,"R",19,"R",0,"R",0,"R",19,"R",6,"R",32,"R",16
231882,"R",257,"R",475,"R",54,"R",247,"R",0,"R",0,"R",247,"R",157,"R",64,"R",127,"R",0,"R",0,"R",127,"R",51,"R",40,"R",20
232016,"R",17,"R",17,"R",100,"R",14,"R",0,"R",0,"R",14,"R",10,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
232025,"R",347,"R",417,"R",83,"R",390,"R",0,"R",0,"R",390,"R",263,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
232043,"R",203,"R",238,"R",85,"R",207,"R",0,"R",0,"R",207,"R",164,"R",79,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",10
232052,"R",66,"R",152,"R",43,"R",56,"R",0,"R",0,"R",56,"R",25,"R",45,"R",56,"R",0,"R",0,"R",56,"R",25,"R",45,"R",16
232089,"R",230,"R",337,"R",68,"R",206,"R",0,"R",0,"R",206,"R",119,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
232186,"R",4008,"R",7184,"R",56,"R",3845,"R",1,"R",0,"R",3844,"R",3277,"R",85,"R",141,"R",0,"R",0,"R",141,"R",92,"R",65,"R",16
232195,"R",733,"R",1910,"R",38,"R",723,"R",0,"R",0,"R",723,"R",468,"R",65,"R",616,"R",0,"R",0,"R",616,"R",284,"R",46,"R",23
232256,"R",279,"R",317,"R",88,"R",222,"R",0,"R",0,"R",222,"R",179,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
232265,"R",841,"R",1015,"R",83,"R",613,"R",0,"R",0,"R",613,"R",473,"R",77,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",13
232308,"R",210,"R",230,"R",91,"R",231,"Z",0,"Z",0,"R",231,"R",158,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
