UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
198969,1 ,2,"R",40875,"R",471732,"R",156,"R",2274,"R",39706,"R",2951,"R",112253,"R",46100,"R",623847,"R",669947,"R",1013,"R",904,"R",1917,1,"R",4221,"R",550,1,"R",18,"R",4,"R",0,"R",4,"R",10,"R",0,"R",356943,2,"Z",0,"R",18337,"R",10952,"R",379830,"R",409119,"R",0,"R",766102,"R",766102,"R",1532164,1532164
198978,2 ,2,"R",1266,"R",310297,"R",83,"R",0,"R",1171,"R",0,"R",28084,"R",1266,"R",339635,"R",340901,"R",0,"R",48632,"R",48632,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
198987,1 ,2,"R",19009,"R",455309,"R",141,"R",1336,"R",245905,"R",141,"R",113687,"R",20486,"R",815042,"R",835528,"R",1671,"R",130817,"R",132488,1,"R",35,"R",90,1,"R",7.75,"R",2.75,"R",0,"R",2.5,"R",2.5,"R",1,"R",191094,1,"R",48161,"R",27440,"R",16350,"R",75,"R",43865,"R",0,"R",2048,"R",2048,"R",285168,237007
199023,1 ,2,"R",12500,"R",287395,"R",141,"R",500,"R",62604,"R",30,"R",27409,"R",13030,"R",377549,"R",390579,"R",1360,"R",6024,"R",7384,1,"R",2,"R",1,1,"R",2.25,"R",1,"R",0.5,"R",0.25,"R",0.5,"R",0,"R",78271,1,"R",32792,"R",23735,"R",3750,"R",4453,"R",31938,"R",1342,"R",0,"R",1342,"R",144343,111551
199032,1 ,2,"R",51636,"R",882723,"R",105,"R",1196,"R",62604,"R",27,"R",27409,"R",52859,"R",972841,"R",1025700,"R",3018,"R",26764,"R",29782,1,"R",108,"R",72,1,"R",6.25,"R",2,"R",1,"R",0,"R",3.25,"R",0,"R",132179,1,"R",34513,"R",2212,"R",38594,"R",61905,"R",102711,"R",0,"R",1375,"R",1375,"R",270778,236265
199069,1 ,2,"R",67071,"R",289050,"R",141,"R",1871,"R",202649,"R",83,"R",66111,"R",69025,"R",557951,"R",626976,"R",603,"R",114113,"R",114716,1,"R",347,"R",92,1,"R",5,"R",2.5,"R",1,"R",0,"R",1.5,"R",0,"R",190983,1,"R",64953,"R",9458,"R",141300,"R",0,"R",150758,"R",100,"R",32640,"R",32740,"R",439434,374481
199087,1 ,2,"R",28565,"R",549936,"R",91,"R",1285,"R",64610,"R",18,"R",27415,"R",29868,"R",642052,"R",671920,"R",1672,"R",67960,"R",69632,1,"R",47,"R",8,1,"R",3.5,"R",0.5,"R",2,"R",0,"R",1,"R",0,"R",112445,2,"Z",0,"R",25407,"R",11511,"R",0,"R",36918,"R",0,"R",1647,"R",1647,"R",151010,151010
199102,1 ,2,"R",370600,"R",1210005,"R",448,"R",62412,"R",168363,"R",15815,"R",130142,"R",448827,"R",1508958,"R",1957785,"R",1151,"R",341182,"R",342333,1,"R",306,"R",363,1,"R",59,"R",18,"R",6,"R",25,"R",10,"R",1,"R",2082882,1,"R",798828,"R",2646310,"R",2656334,"R",0,"R",5302644,"R",3251,"R",139263,"R",142514,"R",8326868,7528040
199111,1 ,2,"R",262144,"R",1026761,"R",161,"R",7733,"R",62604,"R",53,"R",95859,"R",269930,"R",1185385,"R",1455315,"R",6007,"R",262860,"R",268867,1,"R",446,"R",666,1,"R",30.44,"R",6,"R",9.68,"R",0,"R",14.76,"R",0,"R",730355,2,"Z",0,"R",14151,"R",583233,"R",130324,"R",727708,"R",0,"R",24424,"R",24424,"R",1482487,1482487
199120,1 ,2,"R",4440291,"R",1738210,"R",1292,"R",11384710,"R",114038,"R",143133,"R",162150,"R",15968134,"R",2015690,"R",17983824,"R",123873,"R",605353,"R",729226,1,"R",14255,"R",24994,1,"R",314.76,"R",147,"R",3,"R",128.5,"R",36.26,"R",10,"R",17273657,1,"R",6244086,"R",6494018,"R",10469331,"R",0,"R",16963349,"R",521409,"R",3789515,"R",4310924,"R",44792016,38547930
199139,1 ,2,"R",759901,"R",1507231,"R",518,"R",80628,"R",141566,"R",22941,"R",141136,"R",863470,"R",1790451,"R",2653921,"R",20857,"R",144684,"R",165541,1,"R",5669,"R",4978,1,"R",117.81,"R",41,"R",10,"R",49.93,"R",16.88,"R",1,"R",5184062,1,"R",1822809,"R",316791,"R",4709765,"R",20913,"R",5047469,"R",27207,"R",953098,"R",980305,"R",13034645,11211836
199148,1 ,2,"R",1023583,"R",1368534,"R",1193,"R",104901,"R",290128,"R",17934,"R",130250,"R",1146418,"R",1790105,"R",2936523,"R",31428,"R",249144,"R",280572,1,"R",4130,"R",6793,1,"R",98,"R",24,"R",9,"R",55,"R",10,"R",3,"R",5242168,1,"R",1888849,"R",1537965,"R",3041208,"R",269870,"R",4849043,"R",22807,"R",816287,"R",839094,"R",12819154,10930305
199157,1 ,2,"R",325018,"R",793605,"R",227,"R",52284,"R",0,"R",1271,"R",198456,"R",378573,"R",992288,"R",1370861,"R",3206,"R",16029,"R",19235,1,"R",584,"R",2768,1,"R",25,"R",11,"R",0,"R",11,"R",3,"R",5,"R",976935,1,"R",406235,"R",21690,"R",1462609,"R",18466,"R",1502765,"R",0,"R",407205,"R",407205,"R",3293140,2886905
199184,1 ,2,"R",127893,"R",468981,"R",323,"R",49005,"R",269263,"R",784,"R",67569,"R",177682,"R",806136,"R",983818,"R",4817,"R",69983,"R",74800,1,"R",153,"R",117,1,"R",20,"R",5,"R",6,"R",2,"R",7,"R",0,"R",616291,1,"R",219857,"R",63798,"R",138941,"R",90453,"R",293192,"R",7402,"R",34784,"R",42186,"R",1171526,951669
199193,1 ,2,"R",1438208,"R",1529775,"R",719,"R",240660,"R",137992,"R",47009,"R",57433,"R",1725877,"R",1725919,"R",3451796,"R",39526,"R",5367999,"R",5407525,1,"R",12257,"R",22919,1,"R",247,"R",104,"R",31,"R",76,"R",36,"R",4,"R",14687062,2,"Z",0,"R",2546075,"R",11332985,"R",186727,"R",14065787,"R",57861,"R",6277398,"R",6335259,"R",35088108,35088108
199209,1 ,2,"R",70244,"R",286017,"R",97,"R",1556,"R",47840,"R",7,"R",45956,"R",71807,"R",379910,"R",451717,"R",704,"R",4748,"R",5452,1,"R",38,"R",292,1,"R",9.25,"R",3.5,"R",0,"R",2.5,"R",3.25,"R",0,"R",279235,2,"Z",0,"R",36991,"R",63750,"R",1100,"R",101841,"R",200,"R",13708,"R",13908,"R",394984,394984
199218,1 ,2,"R",418595,"R",588166,"R",549,"R",56683,"R",61581,"R",1920,"R",246195,"R",477198,"R",896491,"R",1373689,"R",15521,"R",1112165,"R",1127686,1,"R",2697,"R",4586,1,"R",110,"R",30,"R",6,"R",24,"R",50,"R",0,"R",4066913,2,"Z",0,"R",1121312,"R",2868989,"R",970,"R",3991271,"R",3215,"R",725336,"R",728551,"R",8786735,8786735
199263,1 ,2,"R",6742,"R",332656,"R",139,"R",195,"R",61800,"R",24,"R",27409,"R",6961,"R",422004,"R",428965,"R",376,"R",4575,"R",4951,1,"R",25,"R",11,1,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",84024,1,"R",26572,"R",11,"R",24426,"R",851,"R",25288,"R",0,"R",0,"R",0,"R",135884,109312
199272,1 ,2,"R",27535,"R",528782,"R",96,"R",707,"R",62604,"R",12,"R",27409,"R",28254,"R",618891,"R",647145,"R",1005,"R",19871,"R",20876,1,"R",0,"R",53,1,"R",3.88,"R",2,"R",0.88,"R",0,"R",1,"R",0,"R",162076,2,"Z",0,"R",17843,"R",40958,"R",3541,"R",62342,"R",0,"R",0,"R",0,"R",224418,224418
199281,1 ,2,"R",190647,"R",573541,"R",280,"R",5114,"R",134593,"R",850,"R",149555,"R",196611,"R",857969,"R",1054580,"R",4035,"R",327434,"R",331469,1,"R",904,"R",707,1,"R",24,"R",6,"R",0,"R",14,"R",4,"R",2,"R",928420,1,"R",511391,"R",57160,"R",892538,"R",0,"R",949698,"R",3000,"R",406089,"R",409089,"R",2798598,2287207
199306,1 ,2,"R",110343,"R",250578,"R",100,"R",2922,"R",70198,"R",454,"R",62866,"R",113719,"R",383742,"R",497461,"R",663,"R",23146,"R",23809,1,"R",204,"R",366,1,"R",5.5,"R",4,"R",0,"R",1,"R",0.5,"R",1,"R",184284,2,"Z",0,"R",6773,"R",198061,"R",118,"R",204952,"R",0,"R",34780,"R",34780,"R",424016,424016
199324,1 ,2,"R",9686,"R",293843,"R",135,"R",1205,"R",65477,"R",13,"R",50191,"R",10904,"R",409646,"R",420550,"R",1005,"R",4487,"R",5492,1,"R",4,"R",99,1,"R",13,"R",2,"R",3,"R",5,"R",3,"R",1,"R",306438,1,"R",102962,"R",37734,"R",15240,"R",6674,"R",59648,"R",0,"R",0,"R",0,"R",469048,366086
199333,1 ,2,"R",28330,"R",328812,"R",172,"R",725,"R",94030,"R",90,"R",70996,"R",29145,"R",494010,"R",523155,"R",1220,"R",330631,"R",331851,1,"R",204,"R",49,1,"R",9.75,"R",3,"R",5,"R",0.75,"R",1,"R",0,"R",456745,1,"R",187037,"R",3063,"R",110638,"R",2694,"R",116395,"R",0,"R",12289,"R",12289,"R",772466,585429
199412,1 ,2,"R",44167,"R",1680650,"R",166,"R",1753,"R",62604,"R",103,"R",58603,"R",46023,"R",1802023,"R",1848046,"R",937,"R",124043,"R",124980,1,"R",174,"R",481,1,"R",8.1,"R",5,"R",1,"R",0.5,"R",1.6,"R",0,"R",283376,1,"R",66969,"R",3355,"R",109699,"R",8581,"R",121635,"R",0,"R",428,"R",428,"R",472408,405439
199421,1 ,2,"R",18910,"R",322102,"R",139,"R",70,"R",64556,"R",3,"R",27409,"R",18983,"R",414206,"R",433189,"R",2428,"R",29698,"R",32126,1,"R",141,"R",51,1,"R",4,"R",2,"R",0,"R",2,"R",0,"R",0,"R",212966,2,"Z",0,"R",30396,"R",24819,"R",9474,"R",64689,"R",0,"R",26847,"R",26847,"R",304502,304502
199449,1 ,2,"R",19736,"R",287400,"R",89,"R",1200,"R",62604,"R",12,"R",27409,"R",20948,"R",377502,"R",398450,"R",1555,"R",2471,"R",4026,1,"R",206,"R",44,1,"R",3.25,"R",1.25,"R",1,"R",0,"R",1,"R",0,"R",106888,1,"R",47319,"R",25578,"R",9269,"R",0,"R",34847,"R",0,"R",35873,"R",35873,"R",224927,177608
199458,1 ,2,"R",32987,"R",2727,"R",25,"R",720,"R",8,"R",150,"R",23633,"R",33857,"R",26393,"R",60250,"R",3038,"R",9316,"R",12354,1,"R",5,"R",11,1,"R",7,"R",1,"R",1,"R",0,"R",5,"R",0,"R",78764,1,"R",16694,"R",7000,"R",35000,"R",7000,"R",49000,"R",1600,"R",10395,"R",11995,"R",156453,139759
199467,1 ,2,"R",18871,"R",789256,"R",162,"R",719,"R",173334,"R",0,"R",152291,"R",19590,"R",1115043,"R",1134633,"R",743,"R",32416,"R",33159,1,"R",28,"R",13,1,"R",2.75,"R",1.25,"R",1,"R",0,"R",0.5,"R",0,"R",80881,1,"R",16823,"R",8968,"R",60697,"R",16200,"R",85865,"R",0,"R",0,"R",0,"R",183569,166746
199476,1 ,2,"R",21758,"R",603152,"R",180,"R",222,"R",309792,"R",47,"R",115812,"R",22027,"R",1028936,"R",1050963,"R",718,"R",135543,"R",136261,1,"R",118,"R",8,1,"R",3.5,"R",2,"R",1,"R",0,"R",0.5,"R",0,"R",176882,1,"R",57811,"R",33721,"R",60733,"R",2655,"R",97109,"R",0,"R",23546,"R",23546,"R",355348,297537
199485,1 ,2,"R",32413,"R",287395,"R",87,"R",684,"R",62604,"R",16,"R",27409,"R",33113,"R",377495,"R",410608,"R",1766,"R",45739,"R",47505,1,"R",148,"R",77,1,"R",3,"R",2,"R",0,"R",1,"R",0,"R",0,"R",160647,2,"Z",0,"R",19589,"R",4999,"R",11393,"R",35981,"R",337,"R",12962,"R",13299,"R",209927,209927
199494,1 ,2,"R",20587,"R",354821,"R",139,"R",700,"R",1572640,"R",27,"R",27452,"R",21314,"R",1955052,"R",1976366,"R",2013,"R",99279,"R",101292,1,"R",83,"R",123,1,"R",12.67,"R",8.25,"R",0,"R",4.42,"R",0,"R",2,"R",502640,1,"R",167025,"R",38304,"R",82083,"R",19690,"R",140077,"R",195,"R",1684,"R",1879,"R",811621,644596
199582,1 ,2,"R",96871,"R",287395,"R",2003,"R",210,"R",19103,"R",303,"R",15115,"R",97384,"R",323616,"R",421000,"R",256,"R",3901,"R",4157,1,"R",0,"R",11,1,"R",9,"R",3,"R",1,"R",0,"R",5,"R",0,"R",194000,1,"R",54340,"R",0,"R",81443,"R",442,"R",81885,"R",0,"R",228148,"R",228148,"R",558373,504033
199607,1 ,2,"R",78241,"R",525523,"R",138,"R",13940,"R",62604,"R",8,"R",100313,"R",92189,"R",688578,"R",780767,"R",1064,"R",92545,"R",93609,1,"R",143,"R",273,1,"R",8,"R",3,"R",3,"R",0,"R",2,"R",0,"R",224126,1,"R",40140,"R",17916,"R",155804,"R",827,"R",174547,"R",2000,"R",35040,"R",37040,"R",475853,435713
199625,1 ,2,"R",26823,"R",321806,"R",158,"R",2182,"R",67627,"R",54,"R",27411,"R",29059,"R",417002,"R",446061,"R",1927,"R",67627,"R",69554,1,"R",53,"R",66,1,"R",3,"R",1,"R",0,"R",1,"R",1,"R",0,"R",96400,1,"R",47464,"R",26835,"R",23766,"R",0,"R",50601,"R",7810,"R",48369,"R",56179,"R",250644,203180
199634,1 ,2,"R",69787,"R",293843,"R",144,"R",4037,"R",65477,"R",12,"R",50191,"R",73836,"R",409655,"R",483491,"R",9677,"R",63930,"R",73607,1,"R",290,"R",638,1,"R",9.5,"R",2,"R",1,"R",6.5,"R",0,"R",0,"R",316009,2,"Z",0,"R",14826,"R",23255,"R",21906,"R",59987,"R",0,"R",5411,"R",5411,"R",381407,381407
199643,1 ,2,"R",39478,"R",443775,"R",105,"R",365,"R",43169,"R",562,"R",26876,"R",40405,"R",513925,"R",554330,"R",585,"R",24622,"R",25207,1,"R",0,"R",19,1,"R",9,"R",2,"R",2,"R",0,"R",5,"R",1,"R",161250,1,"R",29025,"R",10000,"R",75700,"R",20241,"R",105941,"R",0,"R",0,"R",0,"R",296216,267191
199698,1 ,2,"R",46074,"R",519951,"R",92,"R",775,"R",59692,"R",367,"R",40164,"R",47216,"R",619899,"R",667115,"R",164,"R",10411,"R",10575,1,"R",80,"R",99,1,"R",3.5,"R",1,"R",0,"R",1.5,"R",1,"R",0,"R",145524,1,"R",26363,"R",1443,"R",7301,"R",2559,"R",11303,"R",0,"R",26962,"R",26962,"R",210152,183789
199722,1 ,2,"R",54634,"R",287395,"R",95,"R",1177,"R",62604,"R",1,"R",27410,"R",55812,"R",377504,"R",433316,"R",827,"R",3477,"R",4304,1,"R",51,"R",73,1,"R",2.66,"R",1,"R",1,"R",0.66,"R",0,"R",0,"R",118772,1,"R",50673,"R",8936,"R",14626,"R",592,"R",24154,"R",0,"R",69180,"R",69180,"R",262779,212106
199731,1 ,2,"R",14603,"R",793622,"R",230,"R",597,"R",65497,"R",3,"R",24564,"R",15203,"R",883913,"R",899116,"R",1196,"R",31559,"R",32755,1,"R",23,"R",124,1,"R",5,"R",2,"R",1,"R",0,"R",2,"R",0,"R",120325,1,"R",55807,"R",25000,"R",24000,"R",1676,"R",50676,"R",0,"R",700,"R",700,"R",227508,171701
199740,1 ,2,"R",18675,"R",328707,"R",91,"R",3252,"R",62604,"R",27,"R",27409,"R",21954,"R",418811,"R",440765,"R",3418,"R",106211,"R",109629,1,"R",108,"R",73,1,"R",4,"R",2.75,"R",0,"R",1,"R",0.25,"R",1,"R",134413,1,"R",38183,"R",34282,"R",67856,"R",0,"R",102138,"R",0,"R",1360,"R",1360,"R",276094,237911
199759,1 ,2,"R",157173,"R",560682,"R",42,"R",18385,"R",0,"R",3555,"R",58181,"R",179113,"R",618905,"R",798018,"R",16229,"R",291318,"R",307547,1,"R",1981,"R",1113,1,"R",26.17,"R",5,"R",3,"R",3.5,"R",14.67,"R",1,"R",723420,1,"R",247297,"R",106779,"R",212652,"R",6121,"R",325552,"R",12684,"R",19106,"R",31790,"R",1328059,1080762
199768,1 ,2,"R",28235,"R",351083,"R",164,"R",3020,"R",0,"R",30,"R",54276,"R",31285,"R",405523,"R",436808,"R",1487,"R",589181,"R",590668,1,"R",212,"R",346,1,"R",5.82,"R",2.02,"R",0,"R",3.8,"R",0,"R",0,"R",289379,1,"R",61032,"R",38930,"R",11500,"R",6775,"R",57205,"R",0,"R",23546,"R",23546,"R",431162,370130
199786,1 ,2,"R",25684,"R",334874,"R",95,"R",4641,"R",62125,"R",16,"R",31024,"R",30341,"R",428118,"R",458459,"R",3583,"R",58991,"R",62574,1,"R",281,"R",118,1,"R",11.6,"R",4.9,"R",3.7,"R",0,"R",3,"R",0,"R",448189,1,"R",97520,"R",30502,"R",19699,"R",11919,"R",62120,"R",1000,"R",0,"R",1000,"R",608829,511309
199795,1 ,2,"R",13478,"R",288647,"R",90,"R",2991,"R",63668,"R",36,"R",27409,"R",16505,"R",379814,"R",396319,"R",747,"R",15844,"R",16591,1,"R",20,"R",4,1,"R",2.53,"R",1,"R",1.03,"R",0.5,"R",0,"R",0,"R",93104,1,"R",27352,"R",10565,"R",13382,"R",0,"R",23947,"R",0,"R",10696,"R",10696,"R",155099,127747
199838,1 ,2,"R",42628,"R",312919,"R",171,"R",1288,"R",99315,"R",0,"R",27409,"R",43916,"R",439814,"R",483730,"R",276,"R",45731,"R",46007,1,"R",40,"R",13,1,"R",3,"R",3,"R",0,"R",0,"R",0,"R",3,"R",160600,1,"R",65593,"R",58885,"R",0,"R",55492,"R",114377,"R",0,"R",20980,"R",20980,"R",361550,295957
199847,1 ,2,"R",979499,"R",1882539,"R",433,"R",181642,"R",142061,"R",13138,"R",167610,"R",1174279,"R",2192643,"R",3366922,"R",22715,"R",2448469,"R",2471184,1,"R",6259,"R",6194,1,"R",194.32,"R",46,"R",9,"R",31.48,"R",107.84,"R",2,"R",5709856,1,"R",1579484,"R",1019159,"R",9140464,"R",131080,"R",10290703,"R",36866,"R",1169683,"R",1206549,"R",18786592,17207108
199856,1 ,2,"R",62537,"R",654899,"R",105,"R",5391,"R",570053,"R",14,"R",40430,"R",67942,"R",1265487,"R",1333429,"R",7828,"R",1384590,"R",1392418,1,"R",356,"R",451,1,"R",34,"R",16,"R",1,"R",13,"R",4,"R",6,"R",1342830,1,"R",532513,"R",125482,"R",96546,"R",0,"R",222028,"R",25000,"R",5425,"R",30425,"R",2127796,1595283
199865,1 ,2,"R",87886,"R",542770,"R",162,"R",3744,"R",62604,"R",94,"R",86075,"R",91724,"R",691611,"R",783335,"R",2313,"R",3246,"R",5559,1,"R",255,"R",268,1,"R",9,"R",3.5,"R",1.5,"R",0,"R",4,"R",0,"R",282337,1,"R",61392,"R",26900,"R",97171,"R",18000,"R",142071,"R",0,"R",36301,"R",36301,"R",522101,460709
199883,2 ,1,"A",,"R",75,"R",50,"A",,"R",30,"A",,"R",10,"A",,"R",165,"R",165,"A",,"R",155,"R",155,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
199892,1 ,2,"R",37075,"R",288474,"R",144,"R",54,"R",144844,"R",6,"R",27484,"R",37135,"R",460946,"R",498081,"R",2468,"R",31322,"R",33790,1,"R",322,"R",63,1,"R",6,"R",3,"R",1,"R",2,"R",0,"R",0,"R",33993,1,"R",2601,"R",40659,"R",116749,"R",918,"R",158326,"R",0,"R",29397,"R",29397,"R",224317,221716
199908,1 ,2,"R",18509,"R",287395,"R",94,"R",631,"R",61800,"R",0,"R",0,"R",19140,"R",349289,"R",368429,"R",2946,"R",28019,"R",30965,1,"R",21,"R",35,1,"R",2.5,"R",1.5,"R",1,"R",0,"R",0,"R",1,"R",108265,1,"R",44426,"R",31488,"R",6782,"R",554,"R",38824,"R",0,"R",8656,"R",8656,"R",200171,155745
199926,1 ,2,"R",26541,"R",287395,"R",86,"R",7916,"R",62604,"R",74,"R",27409,"R",34531,"R",377494,"R",412025,"R",942,"R",50485,"R",51427,1,"R",38,"R",67,1,"R",4,"R",2,"R",1,"R",1,"R",0,"R",0,"R",186541,1,"R",88348,"R",14912,"R",18896,"R",13605,"R",47413,"R",0,"R",12773,"R",12773,"R",335075,246727
199953,1 ,2,"R",17910,"R",371327,"R",174,"R",467,"R",181403,"R",33,"R",27478,"R",18410,"R",580382,"R",598792,"R",628,"R",45647,"R",46275,1,"R",54,"R",17,1,"R",3.5,"R",1,"R",0,"R",2,"R",0.5,"R",0,"R",103493,1,"R",26761,"R",14493,"R",43795,"R",1311,"R",59599,"R",0,"R",6763,"R",6763,"R",196616,169855
199962,1 ,2,"R",76779,"R",355566,"R",178,"R",3045,"R",4468,"R",0,"R",139937,"R",79824,"R",500149,"R",579973,"R",5998,"R",43870,"R",49868,1,"R",85,"R",338,1,"R",22.5,"R",5,"R",1,"R",1.5,"R",15,"R",0,"R",409520,2,"Z",0,"R",53143,"R",258425,"R",25000,"R",336568,"R",500,"R",5700,"R",6200,"R",752288,752288
199971,2 ,2,"R",10500,"R",6,"R",1,"R",2,"R",0,"R",15,"R",0,"R",10517,"R",7,"R",10524,"R",7,"R",2,"R",9,2,"A",,"A",,1,"R",1,"R",1,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
199999,1 ,2,"R",214350,"R",945612,"R",263,"R",3248,"R",11104042,"R",1529,"R",89063,"R",219127,"R",12138980,"R",12358107,"R",4866,"R",348938,"R",353804,1,"R",352,"R",127,1,"R",20,"R",6,"R",1,"R",12,"R",1,"R",0,"R",1323399,1,"R",386442,"R",10835,"R",1205691,"R",0,"R",1216526,"R",0,"R",37988,"R",37988,"R",2964355,2577913
200004,1 ,2,"R",373365,"R",668780,"Z",0,"R",13982,"R",64935,"R",4481,"R",125324,"R",391828,"R",859039,"R",1250867,"R",10853,"R",164677,"R",175530,1,"R",3557,"R",1743,1,"R",52.75,"R",20,"R",0,"R",26,"R",6.75,"R",0,"R",2190368,1,"R",814863,"R",285415,"R",1483459,"R",13249,"R",1782123,"R",7259,"R",403083,"R",410342,"R",5197696,4382833
200022,1 ,2,"R",49721,"R",40039,"R",87,"R",7577,"R",45263,"R",215,"R",21508,"R",57513,"R",106897,"R",164410,"R",936,"R",66321,"R",67257,1,"R",362,"R",170,1,"R",4.91,"R",3,"R",1,"R",0.66,"R",0.25,"R",0,"R",244622,1,"R",116510,"R",20732,"R",150608,"R",0,"R",171340,"R",4235,"R",29116,"R",33351,"R",565823,449313
200059,1 ,2,"R",77773,"R",51168,"R",88,"R",9536,"R",79719,"R",558,"R",387989,"R",87867,"R",518964,"R",606831,"R",1892,"R",117862,"R",119754,1,"R",395,"R",237,1,"R",14.6,"R",1.6,"R",1,"R",0,"R",12,"R",0,"R",149316,1,"R",85381,"R",35113,"R",105887,"R",1660,"R",142660,"R",0,"R",41177,"R",41177,"R",418534,333153
200086,2 ,2,"R",15000,"R",0,"R",18,"R",6,"R",0,"R",20,"R",0,"R",15026,"R",18,"R",15044,"R",300,"R",5,"R",305,1,"R",7,"R",7,1,"R",2,"R",1,"R",1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
200156,1 ,2,"R",66818,"Z",0,"R",149,"R",4129,"R",118260,"R",1201,"R",15018,"R",72148,"R",133427,"R",205575,"R",1348,"R",38393,"R",39741,1,"R",348,"R",438,1,"R",6.08,"R",2,"R",1.85,"R",0.3,"R",1.93,"R",1,"R",264211,2,"Z",0,"R",15653,"R",149273,"R",10226,"R",175152,"R",820,"R",33046,"R",33866,"R",473229,473229
200192,1 ,2,"R",10540,"R",27860,"R",23,"R",1298,"R",314,"R",75,"R",21811,"R",11913,"R",50008,"R",61921,"R",282,"R",4615,"R",4897,1,"R",6,"R",41,1,"R",11,"R",1,"R",0,"R",1,"R",9,"R",0,"R",78628,1,"R",33964,"R",0,"R",7500,"R",20000,"R",27500,"R",0,"R",0,"R",0,"R",140092,106128
200208,2 ,2,"R",19212,"R",1290,"R",90,"R",1180,"R",0,"R",0,"R",0,"R",20392,"R",1380,"R",21772,"R",179,"R",869,"R",1048,2,"A",,"A",,1,"R",1.5,"R",0.5,"R",1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
200217,1 ,2,"R",43257,"R",528000,"R",56,"R",3384,"R",201849,"R",124,"R",246762,"R",46765,"R",976667,"R",1023432,"R",4125,"R",404554,"R",408679,1,"R",621,"R",6286,1,"R",13,"R",3,"R",1,"R",1,"R",8,"R",0,"R",191635,1,"R",42970,"R",5249,"R",218496,"R",44038,"R",267783,"R",3851,"R",5200,"R",9051,"R",511439,468469
200226,1 ,2,"R",49877,"R",21381,"R",66,"R",948,"R",304,"R",54,"R",15090,"R",50879,"R",36841,"R",87720,"R",992,"R",19861,"R",20853,1,"R",166,"R",517,1,"R",5,"R",0.75,"R",1,"R",0,"R",3.25,"R",1,"R",108252,1,"R",55754,"R",17316,"R",64993,"R",0,"R",82309,"R",0,"R",34528,"R",34528,"R",280843,225089
200253,1 ,2,"R",180905,"R",14443,"R",61,"R",7732,"R",30000,"R",80,"R",1502,"R",188717,"R",46006,"R",234723,"R",4711,"R",40422,"R",45133,1,"R",1116,"R",1853,1,"R",9.8,"R",6.1,"R",0,"R",1.5,"R",2.2,"R",0,"R",424258,1,"R",199872,"R",12567,"R",242089,"R",48313,"R",302969,"R",0,"R",25315,"R",25315,"R",952414,752542
200280,1 ,2,"R",612951,"R",609125,"R",272,"R",207876,"R",84887,"R",22439,"R",132852,"R",843266,"R",827136,"R",1670402,"R",9643,"R",481404,"R",491047,1,"R",3863,"R",4214,1,"R",63.15,"R",30,"R",4,"R",19.5,"R",9.65,"R",5,"R",4607601,1,"R",1447213,"R",146453,"R",4672917,"R",30935,"R",4850305,"R",55,"R",316151,"R",316206,"R",11221325,9774112
200305,1 ,2,"R",9026,"R",31863,"R",94,"R",1888,"R",82567,"R",195,"R",35479,"R",11109,"R",150003,"R",161112,"R",180,"R",87501,"R",87681,1,"R",5,"R",11,1,"R",3.94,"R",1,"R",0,"R",1.94,"R",1,"R",0,"R",107874,1,"R",37083,"R",0,"R",88793,"R",0,"R",88793,"R",0,"R",36879,"R",36879,"R",270629,233546
