UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
145646,"R",282,"R",15817130,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2150567,"R",33,"R",3770835,"R",11,"R",872917,"R",15,"R",1026450,"R",67,"R",3537037,"R",1,"R",50607,"R",51,"R",1773588,"Z",0,"Z",0,"R",48,"R",1840124,"R",14,"R",795005,"Z",0,"Z",0
145682,"R",307,"R",17877534,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1251369,"R",32,"R",3427067,"R",40,"R",1948834,"R",34,"R",2179337,"R",71,"R",3864077,"R",2,"R",118810,"R",60,"R",3268970,"R",8,"R",373610,"R",37,"R",1445460,"Z",0,"Z",0,"Z",0,"Z",0
145691,"R",166,"R",8591228,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",1032368,"R",24,"R",2449332,"R",29,"R",1297417,"R",9,"R",453187,"R",43,"R",1834667,"R",4,"R",186208,"R",23,"R",753528,"Z",0,"Z",0,"R",8,"R",305101,"R",7,"R",279420,"Z",0,"Z",0
145707,"R",39,"R",1872011,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",214452,"R",5,"R",429757,"R",3,"R",163881,"R",1,"R",37648,"R",10,"R",479306,"Z",0,"Z",0,"R",8,"R",293209,"R",1,"R",38854,"R",5,"R",160949,"R",1,"R",53955,"Z",0,"Z",0
145725,"R",676,"R",53726664,"Z",0,"Z",0,"Z",0,"Z",0,"R",81,"R",4657506,"R",183,"R",21753310,"R",135,"R",10830948,"R",77,"R",5184319,"R",7,"R",492452,"R",6,"R",347340,"R",66,"R",4444592,"Z",0,"Z",0,"R",121,"R",6016197,"Z",0,"Z",0,"Z",0,"Z",0
145813,"R",2169,"R",140053126,"Z",0,"Z",0,"Z",0,"Z",0,"R",583,"R",34105178,"R",308,"R",36649085,"R",84,"R",5147093,"R",216,"R",14400960,"R",104,"R",7163136,"R",50,"R",3720656,"R",419,"R",18069004,"Z",0,"Z",0,"R",264,"R",11060368,"R",103,"R",7514126,"R",38,"R",2223520
145831,"R",110,"R",6398010,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",548487,"R",18,"R",1813893,"R",12,"R",570974,"R",11,"R",667652,"R",12,"R",709541,"Z",0,"Z",0,"R",12,"R",623125,"R",2,"R",105290,"R",28,"R",1102208,"R",4,"R",256840,"Z",0,"Z",0
145886,"R",7,"R",794815,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",315303,"R",1,"R",231565,"R",1,"R",128775,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",70818,"R",1,"R",48354,"Z",0,"Z",0,"Z",0,"Z",0
146205,"R",214,"R",12556608,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",609149,"R",17,"R",1852499,"R",10,"R",691308,"R",14,"R",916668,"R",65,"R",3691769,"Z",0,"Z",0,"R",43,"R",2582555,"Z",0,"Z",0,"R",56,"R",2212660,"Z",0,"Z",0,"Z",0,"Z",0
146278,"R",107,"R",4932118,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",103260,"R",12,"R",938246,"R",12,"R",501766,"R",13,"R",631556,"R",27,"R",1287561,"Z",0,"Z",0,"R",17,"R",619167,"R",1,"R",39381,"R",23,"R",811181,"Z",0,"Z",0,"Z",0,"Z",0
146296,"R",420,"R",27650144,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",91852,"R",9,"R",1184689,"R",36,"R",2195957,"R",52,"R",3775403,"R",119,"R",8048361,"Z",0,"Z",0,"R",94,"R",5790978,"R",16,"R",894549,"R",92,"R",5668355,"Z",0,"Z",0,"Z",0,"Z",0
146339,"R",102,"R",5097659,"R",1,"R",58100,"Z",0,"Z",0,"R",39,"R",1627575,"R",8,"R",897869,"R",5,"R",234031,"R",2,"R",97761,"R",15,"R",778877,"Z",0,"Z",0,"R",14,"R",682880,"R",3,"R",111980,"R",15,"R",608586,"Z",0,"Z",0,"Z",0,"Z",0
146348,"R",139,"R",8056826,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",306011,"R",46,"R",3660182,"R",10,"R",468450,"R",11,"R",663131,"R",23,"R",1140374,"Z",0,"Z",0,"R",24,"R",996828,"R",1,"R",67372,"R",18,"R",754478,"Z",0,"Z",0,"Z",0,"Z",0
146366,"R",127,"R",6798046,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",994667,"R",21,"R",1598810,"R",23,"R",1080163,"R",14,"R",876811,"R",17,"R",945915,"Z",0,"Z",0,"R",21,"R",873798,"R",2,"R",83248,"R",7,"R",344634,"Z",0,"Z",0,"Z",0,"Z",0
146418,"R",127,"R",7849644,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",227789,"R",13,"R",1541033,"R",4,"R",269116,"R",11,"R",691063,"R",42,"R",2522818,"Z",0,"Z",0,"R",23,"R",1033755,"R",8,"R",416913,"R",23,"R",1147157,"Z",0,"Z",0,"Z",0,"Z",0
146427,"R",254,"R",12939008,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",1742181,"R",33,"R",3507731,"R",20,"R",1210071,"R",11,"R",678906,"R",34,"R",1548723,"R",5,"R",233469,"R",79,"R",2596945,"R",1,"R",40000,"R",18,"R",696125,"R",14,"R",684857,"Z",0,"Z",0
146472,"R",530,"R",35085314,"Z",0,"Z",0,"Z",0,"Z",0,"R",61,"R",3970190,"R",58,"R",7517685,"R",58,"R",3332115,"R",50,"R",3943642,"R",107,"R",6468071,"Z",0,"Z",0,"R",103,"R",5260509,"R",24,"R",1327752,"R",69,"R",3265350,"Z",0,"Z",0,"Z",0,"Z",0
146481,"R",196,"R",15087359,"R",1,"R",70000,"Z",0,"Z",0,"R",33,"R",1888543,"R",38,"R",5126649,"R",14,"R",991735,"R",15,"R",941881,"R",39,"R",2372765,"R",8,"R",500408,"R",10,"R",547549,"Z",0,"Z",0,"R",27,"R",1884876,"R",9,"R",628076,"R",2,"R",134877
146490,"R",44,"R",4322229,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",1658627,"R",24,"R",1739049,"R",2,"R",216232,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",647124,"Z",0,"Z",0,"R",1,"R",61197,"Z",0,"Z",0
146506,"R",180,"R",9948546,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",558400,"R",25,"R",2514359,"R",21,"R",1045717,"R",18,"R",1010513,"R",33,"R",1664366,"R",2,"R",79976,"R",33,"R",1518286,"R",3,"R",135609,"R",32,"R",1351141,"R",1,"R",70179,"Z",0,"Z",0
146533,"R",8,"R",565910,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",223137,"R",2,"R",285854,"R",1,"R",56919,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
146603,"R",202,"R",12194136,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",73033,"R",62,"R",5667277,"R",26,"R",1031951,"R",31,"R",1585782,"R",43,"R",2158205,"R",1,"R",74327,"R",14,"R",702928,"Z",0,"Z",0,"R",23,"R",900633,"Z",0,"Z",0,"Z",0,"Z",0
146612,"R",362,"R",23370038,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1268991,"R",86,"R",9361725,"R",26,"R",1545140,"R",25,"R",1578340,"R",76,"R",4116358,"R",4,"R",203213,"R",34,"R",1572354,"Z",0,"Z",0,"R",60,"R",2478509,"R",19,"R",1245408,"Z",0,"Z",0
146667,"R",19,"R",975908,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",191332,"R",5,"R",345000,"R",1,"R",52500,"R",1,"R",45000,"R",1,"R",52280,"Z",0,"Z",0,"R",3,"R",118392,"R",3,"R",141348,"R",1,"R",30056,"Z",0,"Z",0,"Z",0,"Z",0
146685,"R",287,"R",18649886,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1857043,"R",74,"R",7495552,"R",13,"R",744404,"R",16,"R",1077263,"R",29,"R",1658488,"R",1,"R",60852,"R",55,"R",2449771,"R",2,"R",90064,"R",57,"R",2556339,"R",11,"R",660110,"Z",0,"Z",0
146700,"R",36,"R",2167562,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",206987,"R",19,"R",1381423,"Z",0,"Z",0,"R",1,"R",51690,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",116182,"Z",0,"Z",0,"R",9,"R",411280,"Z",0,"Z",0,"Z",0,"Z",0
146719,"R",1378,"R",111209928,"R",30,"R",1962264,"Z",0,"Z",0,"R",37,"R",1876236,"R",326,"R",42558035,"R",133,"R",10064390,"R",144,"R",11518437,"R",191,"R",12550192,"R",39,"R",2947440,"R",205,"R",10885007,"Z",0,"Z",0,"R",222,"R",11760226,"R",51,"R",5087701,"Z",0,"Z",0
146728,"R",33,"R",2605475,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",470356,"R",9,"R",1037188,"R",7,"R",590427,"R",1,"R",66950,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",66950,"Z",0,"Z",0,"R",5,"R",229404,"R",2,"R",144200,"Z",0,"Z",0
146755,"R",11,"R",823160,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",143166,"R",2,"R",384384,"R",2,"R",101962,"R",1,"R",65499,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",128149,"Z",0,"Z",0,"Z",0,"Z",0
146816,"R",16,"R",1164579,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",286418,"R",5,"R",641400,"Z",0,"Z",0,"R",1,"R",45000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",191761,"Z",0,"Z",0,"Z",0,"Z",0
146977,"R",28,"R",2131763,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",393299,"R",10,"R",1102713,"R",1,"R",59160,"R",1,"R",55000,"R",1,"R",47000,"Z",0,"Z",0,"R",2,"R",97216,"Z",0,"Z",0,"R",7,"R",377375,"Z",0,"Z",0,"Z",0,"Z",0
147004,"R",190,"R",13372886,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",1057651,"R",60,"R",5959974,"R",12,"R",716050,"R",18,"R",1267147,"R",12,"R",659577,"Z",0,"Z",0,"R",14,"R",677747,"R",1,"R",51917,"R",49,"R",2528268,"R",6,"R",454555,"Z",0,"Z",0
147013,"R",147,"R",7922386,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1301817,"R",15,"R",1740367,"R",5,"R",211355,"R",11,"R",681312,"R",57,"R",2740598,"R",3,"R",209641,"R",15,"R",616608,"Z",0,"Z",0,"R",11,"R",420688,"Z",0,"Z",0,"Z",0,"Z",0
147031,"R",15,"R",1213503,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",133692,"R",7,"R",698171,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",279045,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",102595,"Z",0,"Z",0,"Z",0,"Z",0
147129,"R",57,"R",3223899,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",880056,"R",11,"R",1033787,"R",3,"R",200741,"R",1,"R",36400,"R",2,"R",108389,"Z",0,"Z",0,"R",5,"R",158960,"R",1,"R",37378,"R",15,"R",768188,"Z",0,"Z",0,"Z",0,"Z",0
147244,"R",181,"R",9234725,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",622099,"R",23,"R",2533280,"R",17,"R",835706,"R",13,"R",714594,"R",49,"R",2271790,"R",4,"R",222500,"R",22,"R",797779,"Z",0,"Z",0,"R",37,"R",1236977,"Z",0,"Z",0,"Z",0,"Z",0
147341,"R",136,"R",7039871,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",531288,"R",15,"R",1825541,"R",15,"R",822270,"R",4,"R",206570,"R",30,"R",1397269,"R",3,"R",165297,"R",21,"R",755084,"Z",0,"Z",0,"R",27,"R",1009389,"R",7,"R",327163,"Z",0,"Z",0
147369,"R",502,"R",34888989,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",305341,"R",161,"R",14177273,"R",68,"R",4437097,"R",34,"R",2398699,"R",105,"R",7109696,"Z",0,"Z",0,"R",33,"R",1363160,"R",15,"R",986103,"R",67,"R",3277016,"R",13,"R",834604,"Z",0,"Z",0
147378,"R",383,"R",25472439,"Z",0,"Z",0,"Z",0,"Z",0,"R",74,"R",5333623,"R",34,"R",4755220,"R",23,"R",1762512,"R",25,"R",1902623,"R",35,"R",2414013,"R",1,"R",77349,"R",43,"R",2144255,"R",1,"R",44762,"R",131,"R",6066159,"R",14,"R",872956,"R",2,"R",98967
147396,"R",10,"R",592970,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",74000,"R",2,"R",191000,"R",3,"R",137116,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",43930,"R",2,"R",112509,"R",1,"R",34415,"Z",0,"Z",0,"Z",0,"Z",0
147411,"R",134,"R",8978412,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",798606,"R",29,"R",3099614,"R",2,"R",142456,"R",9,"R",621072,"R",16,"R",993963,"Z",0,"Z",0,"R",15,"R",600332,"R",2,"R",91875,"R",46,"R",2579537,"R",1,"R",50957,"Z",0,"Z",0
147536,"R",481,"R",31363203,"Z",0,"Z",0,"Z",0,"Z",0,"R",89,"R",5261797,"R",47,"R",6448719,"R",45,"R",3224037,"R",29,"R",1933221,"R",208,"R",11664441,"Z",0,"Z",0,"R",18,"R",826886,"Z",0,"Z",0,"R",42,"R",1898022,"R",2,"R",70720,"R",1,"R",35360
147590,"R",81,"R",5009045,"R",1,"R",106132,"R",5,"R",254026,"R",10,"R",502241,"R",25,"R",2363933,"R",4,"R",201303,"R",2,"R",108800,"R",4,"R",225433,"Z",0,"Z",0,"R",10,"R",381353,"R",3,"R",126547,"R",17,"R",739277,"Z",0,"Z",0,"Z",0,"Z",0
147660,"R",200,"R",12262215,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",314077,"R",73,"R",5697612,"R",5,"R",311161,"R",12,"R",835768,"R",43,"R",2291343,"R",5,"R",263182,"R",10,"R",450526,"R",2,"R",85807,"R",32,"R",1367015,"R",12,"R",645724,"Z",0,"Z",0
147679,"R",208,"R",14808926,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",2203325,"R",89,"R",7150709,"R",17,"R",639932,"R",8,"R",989040,"R",22,"R",2186955,"R",3,"R",626245,"R",17,"R",777547,"Z",0,"Z",0,"R",6,"R",235173,"Z",0,"Z",0,"Z",0,"Z",0
147697,"R",7,"R",1123620,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",290150,"R",4,"R",508065,"R",2,"R",325405,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
147703,"R",1802,"R",118797635,"R",13,"R",850616,"R",1,"R",50108,"R",233,"R",13299209,"R",150,"R",20903925,"R",204,"R",14342616,"R",203,"R",15864443,"R",164,"R",10516673,"R",21,"R",1117637,"R",311,"R",14926459,"Z",0,"Z",0,"R",447,"R",22070092,"R",18,"R",1382022,"R",37,"R",3473835
147767,"R",5249,"R",470296972,"R",599,"R",38159343,"Z",0,"Z",0,"R",255,"R",18418889,"R",226,"R",61768636,"R",1367,"R",127205934,"R",926,"R",82594474,"R",327,"R",43259944,"R",53,"R",4665569,"R",148,"R",8811994,"R",5,"R",336571,"R",1036,"R",58528333,"R",307,"R",26547285,"Z",0,"Z",0
147776,"R",543,"R",38026612,"Z",0,"Z",0,"Z",0,"Z",0,"R",80,"R",4225794,"R",131,"R",14294091,"R",84,"R",5175766,"R",38,"R",2542378,"R",19,"R",1145999,"R",4,"R",247892,"R",71,"R",3826152,"Z",0,"Z",0,"R",95,"R",4621486,"R",20,"R",1901239,"R",1,"R",45815
147800,"R",339,"R",24884742,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"R",3162865,"R",25,"R",3553589,"R",34,"R",2322389,"R",34,"R",3101975,"R",61,"R",4811147,"Z",0,"Z",0,"R",68,"R",3863052,"R",10,"R",687670,"R",59,"R",3382055,"Z",0,"Z",0,"Z",0,"Z",0
147828,"R",318,"R",16490603,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",1014267,"R",57,"R",4750702,"R",15,"R",614556,"R",39,"R",2032292,"R",39,"R",2069555,"R",6,"R",304760,"R",42,"R",1261766,"R",30,"R",1474730,"R",56,"R",2135588,"R",16,"R",832387,"Z",0,"Z",0
147916,"R",254,"R",15529342,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1660335,"R",24,"R",3040304,"R",28,"R",1516325,"R",30,"R",2108633,"R",48,"R",2981046,"Z",0,"Z",0,"R",53,"R",2250012,"R",16,"R",747392,"R",27,"R",1225295,"Z",0,"Z",0,"Z",0,"Z",0
148007,"R",155,"R",9924369,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",775628,"R",29,"R",2975341,"R",8,"R",483438,"R",12,"R",792516,"R",29,"R",1600735,"Z",0,"Z",0,"R",17,"R",935399,"Z",0,"Z",0,"R",38,"R",1931500,"R",9,"R",429812,"Z",0,"Z",0
148016,"R",222,"R",14993059,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",616439,"R",30,"R",3625212,"R",24,"R",2072773,"R",15,"R",1156265,"R",44,"R",2872685,"R",1,"R",66240,"R",52,"R",1912032,"Z",0,"Z",0,"R",18,"R",840872,"R",23,"R",1551745,"R",6,"R",278796
148131,"R",111,"R",5328025,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",50000,"R",23,"R",1900642,"R",1,"R",42930,"R",7,"R",334449,"R",43,"R",1672615,"R",5,"R",248001,"R",2,"R",88450,"R",7,"R",254504,"R",22,"R",736434,"Z",0,"Z",0,"Z",0,"Z",0
148256,"R",123,"R",6430675,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",408893,"R",35,"R",2575328,"R",10,"R",434540,"R",13,"R",650006,"R",22,"R",927369,"Z",0,"Z",0,"R",12,"R",532154,"R",1,"R",37500,"R",15,"R",566719,"R",5,"R",298166,"Z",0,"Z",0
148292,"R",130,"R",7164906,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",468609,"R",36,"R",3031918,"R",13,"R",555778,"R",11,"R",537463,"R",25,"R",1190958,"Z",0,"Z",0,"R",14,"R",520797,"R",8,"R",302190,"R",13,"R",557193,"Z",0,"Z",0,"Z",0,"Z",0
148380,"R",266,"R",14270468,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",352033,"R",51,"R",4033536,"R",15,"R",798231,"R",20,"R",1265832,"R",76,"R",3847659,"Z",0,"Z",0,"R",32,"R",1484172,"Z",0,"Z",0,"R",65,"R",2489005,"Z",0,"Z",0,"Z",0,"Z",0
148405,"R",96,"R",5421895,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",100800,"R",30,"R",2624235,"R",9,"R",444231,"R",5,"R",234636,"R",22,"R",938851,"R",2,"R",91627,"R",2,"R",90705,"Z",0,"Z",0,"R",24,"R",896810,"Z",0,"Z",0,"Z",0,"Z",0
148487,"R",318,"R",22429114,"Z",0,"Z",0,"Z",0,"Z",0,"R",112,"R",5978490,"R",84,"R",9680828,"R",17,"R",1139275,"R",9,"R",704192,"R",38,"R",2001113,"R",1,"R",55000,"R",26,"R",870584,"Z",0,"Z",0,"R",24,"R",1311950,"R",7,"R",687682,"Z",0,"Z",0
148496,"R",255,"R",17791758,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1923752,"R",48,"R",5763782,"R",19,"R",1527963,"R",15,"R",1067481,"R",30,"R",1735614,"R",2,"R",106900,"R",12,"R",506470,"Z",0,"Z",0,"R",81,"R",4519157,"R",10,"R",640639,"Z",0,"Z",0
148511,"R",314,"R",26787988,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",453378,"R",90,"R",12652494,"R",29,"R",1805523,"R",36,"R",2996802,"R",17,"R",1447410,"R",25,"R",1713088,"R",36,"R",1771973,"R",25,"R",1485848,"R",50,"R",2461472,"Z",0,"Z",0,"Z",0,"Z",0
148575,"R",22,"R",1361544,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",176562,"R",4,"R",387157,"R",10,"R",524180,"Z",0,"Z",0,"R",2,"R",104333,"R",1,"R",66560,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",102752,"Z",0,"Z",0,"Z",0,"Z",0
148584,"R",140,"R",9346387,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",998615,"R",33,"R",3825937,"R",8,"R",443124,"R",10,"R",612221,"R",25,"R",1381127,"R",3,"R",137297,"R",11,"R",411582,"Z",0,"Z",0,"R",26,"R",1248631,"R",6,"R",287853,"Z",0,"Z",0
148593,"R",8,"R",737894,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",385001,"R",2,"R",352893,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
148627,"R",274,"R",15388418,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",2044252,"R",24,"R",3199637,"R",20,"R",1266222,"R",26,"R",1570538,"R",56,"R",2864340,"R",5,"R",277152,"R",47,"R",1848478,"Z",0,"Z",0,"R",52,"R",2047253,"R",6,"R",270546,"Z",0,"Z",0
148654,"R",500,"R",29583893,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1669318,"R",116,"R",10502431,"R",46,"R",2793330,"R",36,"R",2113632,"R",48,"R",2441128,"R",1,"R",41106,"R",67,"R",2866216,"Z",0,"Z",0,"R",121,"R",5319842,"R",20,"R",1243363,"R",9,"R",593527
148672,"R",102,"R",5620886,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",315700,"R",21,"R",1915007,"R",14,"R",561053,"R",8,"R",447157,"R",22,"R",1205485,"Z",0,"Z",0,"R",17,"R",644021,"R",4,"R",203131,"R",9,"R",329332,"Z",0,"Z",0,"Z",0,"Z",0
148821,"R",67,"R",3769109,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",204724,"R",8,"R",770760,"R",3,"R",171886,"R",6,"R",359284,"R",28,"R",1510194,"Z",0,"Z",0,"R",3,"R",165266,"R",2,"R",84350,"R",13,"R",502645,"Z",0,"Z",0,"Z",0,"Z",0
148876,"R",62,"R",3388098,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",936734,"R",16,"R",1466791,"R",13,"R",545431,"R",7,"R",324513,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",114629,"Z",0,"Z",0,"Z",0,"Z",0
148885,"R",83,"R",5414371,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",268215,"R",19,"R",1054700,"R",16,"R",1578812,"R",4,"R",365910,"R",1,"R",84920,"Z",0,"Z",0,"R",22,"R",1007751,"Z",0,"Z",0,"R",10,"R",575621,"R",7,"R",478442,"Z",0,"Z",0
148937,"R",55,"R",3122575,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",227482,"R",5,"R",582681,"R",7,"R",413461,"R",7,"R",406466,"R",11,"R",646366,"Z",0,"Z",0,"R",3,"R",174243,"R",7,"R",220397,"R",11,"R",451479,"Z",0,"Z",0,"Z",0,"Z",0
148982,"R",28,"R",1963563,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",257077,"R",6,"R",777537,"R",3,"R",218000,"R",1,"R",35000,"R",1,"R",79529,"Z",0,"Z",0,"R",5,"R",273160,"R",2,"R",87000,"R",3,"R",118000,"R",1,"R",56160,"R",1,"R",62100
148991,"R",77,"R",3858037,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",110823,"R",17,"R",1362075,"R",4,"R",168261,"R",9,"R",488226,"R",21,"R",968414,"Z",0,"Z",0,"R",3,"R",91801,"R",2,"R",57548,"R",19,"R",610889,"Z",0,"Z",0,"Z",0,"Z",0
149028,"R",14,"R",1272284,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",147389,"R",5,"R",720626,"R",1,"R",88067,"Z",0,"Z",0,"R",1,"R",49317,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",266885,"Z",0,"Z",0,"Z",0,"Z",0
149222,"R",1709,"R",98132843,"Z",0,"Z",0,"Z",0,"Z",0,"R",219,"R",13235918,"R",95,"R",12188124,"R",195,"R",11928640,"R",104,"R",6719188,"R",317,"R",17246979,"R",31,"R",2165664,"R",323,"R",14162245,"R",7,"R",210675,"R",264,"R",8835356,"R",129,"R",9740450,"R",25,"R",1699604
149231,"R",1331,"R",76262941,"Z",0,"Z",0,"Z",0,"Z",0,"R",242,"R",13037729,"R",77,"R",10323670,"R",102,"R",6645039,"R",118,"R",7462684,"R",127,"R",6707454,"R",17,"R",837152,"R",244,"R",11111266,"R",18,"R",622118,"R",303,"R",12611473,"R",58,"R",4844690,"R",25,"R",2059666
149240,"R",45,"R",4756620,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",168396,"R",15,"R",2564472,"R",18,"R",1291992,"R",1,"R",178596,"R",2,"R",134028,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",419136,"Z",0,"Z",0,"Z",0,"Z",0
149310,"R",8,"R",302289,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",134053,"R",3,"R",111784,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",56452,"Z",0,"Z",0,"Z",0,"Z",0
149329,"R",21,"R",649198,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",204812,"R",3,"R",136950,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",288386,"Z",0,"Z",0,"R",1,"R",19050,"Z",0,"Z",0,"Z",0,"Z",0
149365,"R",192,"R",11136528,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",358257,"R",28,"R",2685985,"R",22,"R",989767,"R",18,"R",1206098,"R",13,"R",741545,"Z",0,"Z",0,"R",37,"R",1717710,"Z",0,"Z",0,"R",63,"R",3198416,"R",2,"R",112351,"R",3,"R",126399
