UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07   
421513,"R",548047,"R",0,"R",39704,"R",0,"R",224528,"R",0,"R",323519,"R",548047,"R",0,"R",0,"R",272698,"R",0,"R",0,"R",272698,"R",232994,"R",39704,"R",895836,"R",1003482,"R",-562076,"R",-669722,"R",126706,"R",364476,"R",502059,"R",323519,"R",260827,"R",101900,"R",0,"R",0,"R",0,"R",3560,"R",366287,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",895836,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",895836,"R",333760,"R",256288,"R",0,"R",0,"R",0,"R",0,"R",16871,"R",16871,"R",91139,"R",91139,"R",561712,"R",38036,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",1003482,"R",402334,"R",57754,"R",282470,"R",0,"R",0,"R",260924,"R",0,"R",0, 1,"R",-107646,"R",895836,"R",323519,"R",548047,"R",283815,"R",0,"R",1003482
421610,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",229872,"Z",0,"R",20561,"R",20561,"Z",0,"R",15338,"R",265771,"R",14380,"R",0,"R",14380,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",14380,"R",14380,"R",0,"R",932367,"R",79567,"Z",0,"R",79567,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",98051,"A",,"A",,"R",0,"R",1109985,"R",355828,"R",97017,"Z",0,"Z",0,"Z",0,"Z",0,"R",29697,"R",29002,"R",49268,"R",48115,"R",251830,"R",76933,"A",,"A",,"Z",0,"A",,"A",,"R",239176,"R",0,"R",925799,"R",251067,"R",6017,"R",18208,"R",111618,"R",43227,"R",495662,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
421665,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",155809,"R",0,"R",0,"R",0,"R",0,"R",0,"R",155809,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",235578,"R",8874,"R",0,"R",8874,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78879,"A",,"A",,"R",10629,"R",333960,"R",99041,"R",41551,"R",0,"R",0,"R",0,"R",0,"R",46732,"R",0,"R",0,"R",0,"R",43843,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",189616,"R",41551,"R",0,"R",36557,"R",1726,"R",2612,"R",107170,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
421708,"R",70469715,"R",0,"R",28992875,"R",3859782,"R",50649581,"R",9610770,"R",19820134,"R",70469715,"R",0,"R",0,"R",14705268,"R",0,"R",24913432,"R",39618700,"R",10625825,"R",28992875,"R",96752750,"R",95338886,"R",0,"R",1413864,"R",2443213,"R",15962057,"R",1000,"R",19820134,"R",2949862,"R",89943,"Z",0,"Z",0,"Z",0,"Z",0,"R",3039805,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",24778786,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24778786,"R",7410911,"R",5055342,"R",0,"R",0,"R",0,"R",0,"R",1008458,"R",473450,"R",1473973,"R",1092454,"R",5052091,"R",3253462,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4701335,"R",0,"R",19646768,"R",9874708,"R",1201532,"R",1057037,"R",508619,"R",63950,"R",6940922,"R",-194043,"R",21236, 3,"R",1565270,"R",96752750,"R",19820134,"R",70469715,"R",-13032523,"R",9610770,"R",95338886
421771,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",129841,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",129841,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",565992,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",30541,"A",,"A",,"R",0,"R",596533,"R",286946,"R",116744,"Z",0,"Z",0,"Z",0,"Z",0,"R",17557,"R",0,"R",252686,"R",45740,"R",80579,"R",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",637768,"R",162484,"R",14859,"R",185705,"R",0,"R",0,"R",274720,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
421841,"R",6437753,"R",0,"R",991165,"R",0,"R",3731198,"R",0,"R",2706555,"R",6437753,"R",0,"R",2336045,"R",3343408,"R",0,"R",297202,"R",5976655,"R",4985490,"R",991165,"R",9486486,"R",8968482,"R",0,"R",518004,"R",-240590,"R",2429141,"R",0,"R",2706555,"R",633926,"R",187556,"R",42605,"R",42605,"Z",0,"R",4067704,"R",4931791,"R",4067704,"R",0,"R",4067704,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4067704,"R",4067704,"R",0,"R",5826614,"R",821482,"R",0,"R",821482,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",2838390,"R",9486486,"R",2037937,"R",919749,"R",0,"R",0,"R",0,"R",0,"R",1116124,"R",322753,"R",1691023,"R",632009,"R",1933269,"R",425491,"R",2190129,"R",14979,"R",0,"A",,"A",,"R",0,"R",0,"R",8968482,"R",2314981,"R",697024,"R",4164524,"R",164366,"R",5797,"R",1621790,"A",,"A",,-2,"R",518004,"R",9486486,"R",2706555,"R",6437753,"R",1715390,"R",0,"R",8968482
421878,"R",10188089,"R",0,"R",414446,"R",0,"R",2184491,"R",0,"R",8003598,"R",10188089,"R",392149,"R",0,"R",1389873,"R",0,"R",446600,"R",2228622,"R",1814176,"R",414446,"R",15067766,"R",9439266,"R",0,"R",5628500,"R",-10232171,"R",12607269,"R",0,"R",8003598,"R",2218597,"R",0,"R",1070342,"R",1070342,"R",0,"R",0,"R",3288939,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13833766,"R",1234000,"Z",0,"R",1234000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",15067766,"R",3953613,"R",3128397,"Z",0,"Z",0,"Z",0,"Z",0,"R",207680,"R",195000,"R",392870,"R",375000,"R",2856767,"R",1684234,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2028336,"R",0,"R",9439266,"R",5382631,"R",702464,"R",1399355,"R",134985,"R",30096,"R",1789735,"A",,"A",,-2,"R",5628500,"R",15067766,"R",8003598,"R",10188089,"R",7589152,"R",0,"R",9439266
421896,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",812646,"R",25956,"R",38263,"R",38263,"R",0,"R",0,"R",876865,"R",35223,"R",0,"R",35223,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35223,"R",35223,"R",0,"R",941235,"R",910768,"R",0,"R",910768,"R",38263,"R",0,"R",38263,"R",0,"R",0,"R",0,"R",67569,"R",0,"A",,"A",,"R",0,"R",1957835,"R",235386,"R",190922,"R",0,"R",0,"R",0,"R",0,"R",50463,"R",50463,"R",59127,"R",59127,"R",1463266,"R",263053,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1808242,"R",563565,"R",68560,"R",82454,"R",72201,"R",10071,"R",1011391,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
422695,"R",5796591,"R",0,"R",177074,"R",0,"R",1254880,"R",0,"R",4541711,"R",5796591,"R",0,"R",0,"R",928122,"R",0,"R",188053,"R",1116175,"R",939101,"R",177074,"R",11619151,"R",9337941,"R",0,"R",2281210,"R",0,"R",2260501,"R",0,"R",4541711,"R",1893785,"R",322374,"R",203874,"R",203874,"R",0,"R",26270,"R",2446303,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8732429,"R",2216159,"R",0,"R",2216159,"R",203874,"R",0,"R",203874,"R",0,"R",0,"R",26270,"R",18,"R",0,"R",0,"R",0,"R",440401,"R",11619151,"R",5731957,"R",3250029,"R",0,"R",0,"R",0,"R",0,"R",533628,"R",526362,"R",301772,"R",159415,"R",2692514,"R",1217322,"R",0,"R",0,"R",26270,"R",0,"R",0,"R",51800,"R",0,"R",9337941,"R",5153128,"R",48849,"R",614617,"R",22848,"R",0,"R",3498499,"A",,"A",,-2,"R",2282010,"R",11619151,"R",4541711,"R",5796591,"R",4541711,"R",0,"R",9337941
422835,"R",1787216,"R",597137,"Z",0,"Z",0,"R",849776,"Z",0,"R",937440,"R",1787216,"R",162000,"R",1194274,"R",301692,"R",0,"R",0,"R",1657966,"R",1657966,"Z",0,"R",4182902,"R",3406004,"R",409184,"R",1186082,"Z",0,"R",1954702,"R",-2203344,"R",937440,"R",1540762,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1540762,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",4182902,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",4182902,"R",976399,"R",326159,"Z",0,"Z",0,"Z",0,"Z",0,"R",550240,"R",175240,"R",123580,"R",46723,"R",1610519,"R",592322,"Z",0,"Z",0,"R",93581,"A",,"A",,"R",51685,"R",0,"R",3406004,"R",1140444,"R",151390,"R",107283,"R",56250,"R",15458,"R",1935179,"A",,"A",,-2,"R",978510,"R",4182902,"R",937440,"R",1787216,"R",1619028,"R",0,"R",3406004
423120,"R",1607778,"R",70340,"R",252294,"R",749032,"R",1231972,"R",0,"R",375806,"R",1607778,"R",0,"R",45141,"R",318131,"R",0,"R",0,"R",363272,"R",110978,"R",252294,"R",3934931,"R",2955076,"R",329805,"R",1309660,"R",0,"R",223453,"R",-1157307,"R",375806,"R",1458774,"R",9540,"R",0,"R",0,"R",0,"R",0,"R",1468314,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",3661366,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",273565,"Z",0,"A",,"R",0,"R",3934931,"R",741551,"R",548056,"R",0,"Z",0,"R",0,"Z",0,"R",232279,"R",151040,"R",340296,"R",240296,"R",559750,"R",245480,"R",0,"Z",0,"R",0,"A",,"A",,"R",1081200,"R",402,"R",2955076,"R",1185274,"R",0,"R",31357,"R",12027,"R",6195,"R",1720223,"R",146070,"R",0, 3,"R",1455730,"R",3934931,"R",375806,"R",1607778,"R",-573355,"R",0,"R",2955076
423397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3102366,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3102366,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3102366,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",7057,"R",3109423,"R",466895,"R",320356,"R",0,"R",0,"R",0,"R",0,"R",144597,"R",40456,"R",143338,"R",81524,"R",1404455,"R",386192,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",2159285,"R",828528,"R",60965,"R",354009,"R",88418,"R",1028,"R",826337,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
423412,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",170992,"R",0,"R",0,"R",0,"R",0,"R",0,"R",170992,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",264385,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",97786,"A",,"A",,"R",0,"R",362171,"R",124667,"R",46434,"R",0,"Z",0,"R",0,"Z",0,"R",25821,"R",20970,"R",72937,"R",64409,"R",53932,"R",17975,"A",,"A",,"Z",0,"A",,"A",,"R",5604,"R",0,"R",282961,"R",149788,"Z",0,"R",127918,"R",5255,"Z",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
425250,"R",1214258,"R",0,"R",7526,"R",0,"R",185718,"R",0,"R",1028540,"R",1214258,"R",0,"R",71526,"R",26007,"R",0,"R",0,"R",97533,"R",90007,"R",7526,"R",1294606,"R",1163272,"R",-1,"R",131333,"R",0,"R",786581,"R",110626,"R",1028540,"R",412996,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",412996,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",1099654,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",35,"R",98934,"R",0,"A",,"R",95983,"R",1294606,"R",404104,"R",213800,"Z",0,"Z",0,"Z",0,"Z",0,"R",237705,"R",68119,"R",416884,"R",157236,"R",104576,"R",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",3,"R",0,"R",1163272,"R",439155,"R",63621,"R",52348,"R",5193,"R",0,"R",602955,"A",,"A",,-2,"R",131333,"R",1294606,"R",1028540,"R",1214258,"R",1027771,"R",0,"R",1163272
427335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",214553,"R",0,"R",0,"R",0,"R",0,"R",0,"R",214553,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",214553,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",214553,"R",2000,"R",200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",2000,"R",200,"R",0,"R",100,"R",100,"R",100,"R",1500,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
427973,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",588463,"R",61407,"R",12860,"R",12860,"Z",0,"R",12073,"R",674803,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5643844,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"Z",0,"A",,"A",,"R",0,"R",5643886,"R",1941919,"R",1297141,"Z",0,"Z",0,"Z",0,"Z",0,"R",573833,"R",239307,"R",889372,"R",532867,"R",683998,"R",516297,"A",,"A",,"Z",0,"A",,"A",,"R",2079190,"R",0,"R",6168312,"R",2585612,"R",433741,"R",1069768,"R",188134,"R",0,"R",1891057,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
427982,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1077266,"R",39944,"R",0,"R",0,"R",0,"R",4267,"R",1121477,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4295366,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"A",,"A",,"R",0,"R",4295388,"R",1186155,"R",885139,"Z",0,"Z",0,"Z",0,"Z",0,"R",487372,"R",297733,"R",667941,"R",479539,"R",356182,"R",264989,"A",,"A",,"Z",0,"A",,"A",,"R",1860130,"R",0,"R",4557780,"R",1927400,"R",354221,"R",416028,"R",110077,"R",0,"R",1750054,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
428000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32108,"R",600,"R",0,"R",0,"R",0,"R",0,"R",32708,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2418418,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",2418418,"R",354749,"R",265661,"R",0,"Z",0,"R",0,"Z",0,"R",14138,"Z",0,"R",1157138,"R",1143000,"R",89138,"R",75000,"A",,"A",,"R",0,"A",,"A",,"R",1620942,"R",0,"R",3236105,"R",1483661,"R",170237,"R",493056,"R",24683,"R",3695,"R",1060773,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
428055,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1179130,"R",58178,"R",52271,"R",52271,"R",0,"R",0,"R",1289579,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1267411,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1267411,"R",270945,"R",260592,"R",0,"R",0,"R",0,"R",0,"R",179194,"R",90429,"R",84761,"R",67776,"R",997947,"R",407282,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1532847,"R",826079,"R",143570,"R",190773,"R",56640,"R",19319,"R",296466,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
428125,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",257001,"R",12500,"R",0,"R",0,"R",0,"R",0,"R",269501,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",443989,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",443989,"R",265608,"R",265608,"R",0,"R",0,"R",0,"R",0,"R",132646,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",398254,"R",265608,"R",0,"R",0,"R",13730,"R",0,"R",118916,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
428170,"R",13707585,"R",0,"R",2080108,"R",0,"R",7241186,"R",0,"R",6466399,"R",13707585,"R",0,"R",835908,"R",1494210,"R",494403,"R",0,"R",2824521,"R",744413,"R",2080108,"C",36602948,"R",34740794,"R",0,"C",1862154,"R",460000,"C",4144245,"R",0,"R",6466399,"R",2549315,"R",92139,"R",0,"R",0,"R",0,"R",0,"R",2641454,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17455741,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2572698,"R",0,"R",187734,"R",0,"R",0,"R",20216173,"R",7964263,"R",4753405,"R",0,"R",0,"R",532213,"R",310887,"R",299394,"R",227617,"R",6176910,"R",2231213,"R",3029357,"R",1281432,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",18002137,"R",8804554,"R",457593,"R",8673175,"R",5123,"R",15784,"R",45908,"A",,"A",,-2,"R",1862155,"C",36602948,"R",6466399,"R",13707585,"R",10903291,"R",0,"R",34740794
429085,"R",2323310,"R",0,"R",1555804,"R",0,"R",235862,"R",0,"R",2087448,"R",2323310,"R",320000,"R",1388476,"R",835435,"Z",0,"Z",0,"R",2543911,"R",988107,"R",1555804,"R",1792242,"R",1765056,"R",0,"R",27186,"Z",0,"R",2060262,"R",0,"R",2087448,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1190089,"R",191169,"R",0,"R",191169,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",399442,"R",3977,"Z",0,"R",7565,"R",1792242,"R",638780,"R",638780,"R",58071,"R",58071,"R",43448,"R",29035,"R",232397,"R",63878,"R",53046,"R",45607,"R",702158,"R",301968,"R",37156,"R",24078,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",1765056,"R",1161417,"R",127756,"R",434917,"R",40966,"Z",0,"R",0,"R",1384,"R",5932, 3,"R",34502,"R",1792242,"R",2087448,"R",2323310,"R",531644,"R",0,"R",1765056
429094,"R",3076734,"R",0,"R",324201,"R",652133,"R",767665,"R",137606,"R",2309069,"R",3076734,"R",0,"R",868056,"R",1105683,"R",0,"R",0,"R",1973739,"R",1649538,"R",324201,"R",4153190,"R",3495764,"R",0,"R",657426,"R",0,"R",1651852,"R",-209,"R",2309069,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2123722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3763,"R",516455,"R",304486,"Z",0,"R",1204764,"R",4153190,"R",899978,"R",590547,"R",5984,"R",0,"R",0,"R",0,"R",1048050,"R",619122,"R",456658,"R",318125,"R",685419,"R",329920,"R",399675,"R",139176,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",3495764,"R",1996890,"R",59970,"R",839225,"R",70850,"R",12002,"R",516827,"A",,"A",,-2,"R",669354,"R",4153190,"R",2309069,"R",3076734,"R",1328368,"R",137607,"R",3495764
