UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
131113,"R",11970,"R",60,"R",399,"R",11970,"R",60,"R",399,"R",11970,"R",60,"R",399,"R",9216,"R",60,"R",512,"R",9216,"R",60,"R",512,"R",9216,"R",60,"R",512,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11430,"R",50,"R",11480,"R",11430,"R",50,"R",11480,"R",11700,"R",60,"R",11760,"R",11970,"R",60,"R",12030,.,.,"R",11430,"R",50,"R",11480,"R",11430,"R",50,"R",11480,"R",11700,"R",60,"R",11760,"R",11970,"R",60,"R",12030,.,.,"R",11430,"R",50,"R",11480,"R",11430,"R",50,"R",11480,"R",11700,"R",60,"R",11760,"R",11970,"R",60,"R",12030,.,.,"R",1800,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",6000,"R",6000,"R",6000,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800
131159,"R",53070,"R",819,"R",1768,"R",53070,"R",819,"R",1768,"R",53070,"R",819,"R",1768,"R",38139,"R",987,"R",1971,"R",38139,"R",987,"R",1971,"R",38139,"R",987,"R",1971,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",59842,"R",1152,"R",59842,"R",1152,"R",49070,"R",819,"R",49889,"R",50542,"R",793,"R",51335,"R",50542,"R",792,"R",51334,"R",53070,"R",819,"R",53889,.,.,"R",49070,"R",819,"R",49889,"R",50542,"R",793,"R",51335,"R",50542,"R",792,"R",51334,"R",53070,"R",819,"R",53889,.,.,"R",49070,"R",819,"R",49889,"R",50542,"R",793,"R",51335,"R",50542,"R",792,"R",51334,"R",53070,"R",819,"R",53889,.,.,"R",800,"R",800,"R",800,"R",800,"R",14880,"R",14980,"R",15150,"R",15706,"R",909,"R",909,"R",1308,"R",1308,"R",14880,"R",14980,"R",15150,"R",15706,"R",909,"R",909,"R",1308,"R",1308,"R",1609,"R",1609,"R",1736,"R",1736
131283,"R",53040,"R",1146,"R",2040,"R",53040,"R",1146,"R",2040,"R",53040,"R",1146,"R",2040,"R",52190,"R",990,"R",2075,"R",52190,"R",990,"R",2075,"R",52190,"R",990,"R",2075,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",55820,"R",1170,"R",55820,"R",1170,"R",46950,"R",796,"R",47746,"R",48600,"R",816,"R",49416,"R",51040,"R",1116,"R",52156,"R",53040,"R",1146,"R",54186,.,.,"R",46950,"R",796,"R",47746,"R",48600,"R",816,"R",49416,"R",51040,"R",1116,"R",52156,"R",53040,"R",1146,"R",54186,.,.,"R",46950,"R",796,"R",47746,"R",48600,"R",816,"R",49416,"R",51040,"R",1116,"R",52156,"R",53040,"R",1146,"R",54186,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",15260,"R",15820,"R",16020,"R",16670,"R",3150,"R",3150,"R",3150,"R",3150,"R",15260,"R",15820,"R",16020,"R",16670,"R",3150,"R",3150,"R",4950,"R",4950,"R",3150,"R",3150,"R",3150,"R",3150
131399,"R",5292,"R",860,"R",220,"R",5292,"R",860,"R",220,"R",12144,"R",860,"R",506,"R",9234,"R",860,"R",513,"R",9234,"R",860,"R",513,"R",17748,"R",860,"R",986,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",12438,"R",1000,"R",24874,"R",1000,"R",5160,"R",860,"R",6020,"R",5292,"R",860,"R",6152,"R",5292,"R",860,"R",6152,"R",5292,"R",860,"R",6152,.,.,"R",5160,"R",860,"R",6020,"R",5292,"R",860,"R",6152,"R",5292,"R",860,"R",6152,"R",5292,"R",860,"R",6152,.,.,"R",11844,"R",860,"R",12704,"R",12144,"R",860,"R",13004,"R",12144,"R",860,"R",13004,"R",12144,"R",860,"R",13004,.,.,"R",1280,"R",1280,"R",1280,"R",1149,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16781,"R",17205,"R",17205,"R",15137,"R",5004,"R",5389,"R",5389,"R",5681,"R",5004,"R",5389,"R",5389,"R",5681
131405,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17088,"R",300,"R",712,"R",17088,"R",300,"R",712,"R",17088,"R",300,"R",712,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
131450,"R",16512,"R",1200,"R",688,"R",16512,"R",1200,"R",688,"R",16512,"R",1200,"R",688,"R",18180,"R",1200,"R",1010,"R",18180,"R",1200,"R",1010,"R",18180,"R",1200,"R",1010,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16512,"R",526,"R",17038,"R",16512,"R",526,"R",17038,"R",16512,"R",1200,"R",17712,"R",16512,"R",1200,"R",17712,.,.,"R",16512,"R",526,"R",17038,"R",16512,"R",526,"R",17038,"R",16512,"R",1200,"R",17712,"R",16512,"R",1200,"R",17712,.,.,"R",16512,"R",526,"R",17038,"R",16512,"R",526,"R",17038,"R",16512,"R",1200,"R",17712,"R",16512,"R",1200,"R",17712,.,.,"R",1600,"R",1600,"R",1426,"R",1600,"R",14928,"R",14928,"R",14800,"R",14800,"R",5600,"R",5600,"R",5600,"R",5600,"R",14928,"R",14928,"R",14800,"R",14800,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600
131469,"R",60856,"R",90,"R",1995,"R",60856,"R",90,"R",1995,"R",60856,"R",90,"R",1995,"R",33930,"R",54,"R",1885,"R",33930,"R",54,"R",1885,"R",33930,"R",54,"R",1885,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",65840,"R",90,"R",65840,"R",90,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",67380,"R",0,"R",67380,"R",0,"R",56845,"R",90,"R",56935,"R",58550,"R",90,"R",58640,"R",59780,"R",90,"R",59870,"R",62110,"R",90,"R",62200,.,.,"R",56845,"R",90,"R",56935,"R",58550,"R",90,"R",58640,"R",59780,"R",90,"R",59870,"R",62110,"R",90,"R",62200,.,.,"R",56845,"R",90,"R",56935,"R",58550,"R",90,"R",58640,"R",59780,"R",90,"R",59870,"R",62110,"R",90,"R",62200,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"R",14300,"R",14711,"R",15440,"R",15720,"R",1525,"R",1525,"R",1625,"R",1625,"R",14300,"R",14711,"R",15440,"R",15720,"R",1525,"R",1525,"R",1625,"R",1625,"R",1525,"R",1525,"R",1625,"R",1625
131496,"R",61872,"R",179,"R",2578,"R",61872,"R",179,"R",2578,"R",61872,"R",179,"R",2578,"R",56592,"R",457,"R",2358,"R",56592,"R",457,"R",2358,"R",56592,"R",457,"R",2358,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",58142,"Z",0,"R",58142,"Z",0,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",71996,"Z",0,"R",71996,"Z",0,"R",55440,"R",618,"R",56058,"R",51646,"R",150,"R",51796,"R",59784,"R",173,"R",59957,"R",61872,"R",180,"R",62052,.,.,"R",55440,"R",618,"R",56058,"R",51646,"R",150,"R",51796,"R",59784,"R",173,"R",59957,"R",61872,"R",180,"R",62052,.,.,"R",55440,"R",618,"R",56058,"R",51646,"R",150,"R",51796,"R",59784,"R",173,"R",59957,"R",61872,"R",180,"R",62052,.,.,"R",1200,"R",1000,"R",1200,"R",1200,"R",16466,"R",5324,"R",17758,"R",18824,"R",2556,"R",1640,"R",2600,"R",2620,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
131520,"R",30584,"R",466,"R",1274,"R",30584,"R",466,"R",1274,"R",30584,"R",466,"R",1274,"R",35556,"R",466,"R",1930,"R",35556,"R",466,"R",1930,"R",35556,"R",466,"R",1930,"Y",.,"Y",.,"Y",.,"Y",.,"R",43912,"R",2776,"R",43912,"R",2776,"R",52612,"R",2390,"R",52612,"R",2390,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",33156,"R",2798,"R",33156,"R",2798,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",36404,"R",1816,"R",36404,"R",1816,"R",24966,"R",2240,"R",27206,"R",26464,"R",1976,"R",28440,"R",28450,"R",466,"R",28916,"R",30584,"R",466,"R",31050,.,.,"R",24966,"R",2240,"R",27206,"R",26464,"R",1976,"R",28440,"R",28450,"R",466,"R",28916,"R",30584,"R",466,"R",31050,.,.,"R",24966,"R",2240,"R",27206,"R",26464,"R",1976,"R",28440,"R",28450,"R",466,"R",28916,"R",30584,"R",466,"R",31050,.,.,"R",1900,"R",1900,"R",1360,"R",1360,"R",14365,"R",15650,"R",14678,"R",15880,"R",2500,"R",3260,"R",3260,"R",3160,"A",.,"A",.,"A",.,"R",18380,"A",.,"A",.,"A",.,"R",8736,"A",.,"A",.,"A",.,"R",3160
131803,"R",13320,"R",195,"R",329,"R",13320,"R",195,"R",329,"R",13320,"R",195,"R",329,"R",14940,"R",195,"R",533,"R",14940,"R",195,"R",533,"R",14940,"R",195,"R",533,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,.,.,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,.,.,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,.,.,"R",1350,"R",1350,"R",1350,"R",675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10917,"R",8976,"R",8220,"R",8613,"R",2502,"R",1200,"R",900,"R",1035,"R",2502,"R",1200,"R",900,"R",1035
131830,"R",10900,"R",0,"A",.,"R",10900,"Z",0,"A",.,"R",10900,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10400,"R",0,"R",10400,"R",9900,"R",0,"R",9900,"R",10600,"R",0,"R",10600,"R",10900,"R",0,"R",10900,.,.,"R",10400,"R",0,"R",10400,"R",9900,"R",0,"R",9900,"R",10600,"R",0,"R",10600,"R",10900,"R",0,"R",10900,.,.,"R",10400,"R",0,"R",10400,"R",9900,"R",0,"R",9900,"R",10600,"R",0,"R",10600,"R",10900,"R",0,"R",10900,.,.,"R",100,"R",100,"R",100,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16844,"R",16844,"R",16994,"R",17094,"R",8860,"R",8860,"R",8960,"R",9060,"R",5917,"R",5917,"R",6017,"R",6117
131876,"R",25360,"R",250,"R",785,"R",25360,"R",250,"R",785,"R",25360,"R",250,"R",785,"R",15120,"R",0,"R",840,"R",15120,"Z",0,"R",840,"R",15120,"Z",0,"R",840,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",24220,"R",410,"R",24630,"R",24700,"R",410,"R",25110,"R",24860,"R",250,"R",25110,"R",25360,"R",250,"R",25610,.,.,"R",24220,"R",410,"R",24630,"R",24700,"R",410,"R",25110,"R",24860,"R",250,"R",25110,"R",25360,"R",250,"R",25610,.,.,"R",24220,"R",410,"R",24630,"R",24700,"R",410,"R",25110,"R",24860,"R",250,"R",25110,"R",25360,"R",250,"R",25610,.,.,"R",1060,"R",1060,"R",1060,"R",1060,"R",10750,"R",10925,"R",11380,"R",11750,"R",2230,"R",2230,"R",2230,"R",2270,"R",12180,"R",12480,"R",12480,"R",12730,"R",2770,"R",2770,"R",2770,"R",2820,"R",2770,"R",2770,"R",2770,"R",2820
