UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
233338,"R",6030,"R",2220,"R",275,"R",6030,"R",2220,"R",275,"R",11820,"R",2220,"R",468,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",2100,"R",8100,"R",6000,"R",2100,"R",8100,"R",6000,"R",2100,"R",8100,"R",6030,"R",2220,"R",8250,.,.,"R",6000,"R",2100,"R",8100,"R",6000,"R",2100,"R",8100,"R",6000,"R",2100,"R",8100,"R",6030,"R",2220,"R",8250,.,.,"R",11790,"R",2100,"R",13890,"R",11790,"R",2100,"R",13890,"R",11790,"R",2100,"R",13890,"R",11820,"R",2220,"R",14040,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",11284,"R",12103,"R",12103,"R",12103,"R",1500,"R",1500,"R",1500,"R",1500,"R",7750,"R",7750,"R",7750,"R",5020,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000
233356,"R",12600,"R",2700,"R",420,"R",12600,"R",2700,"R",420,"R",12600,"R",2700,"R",420,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
233374,"R",60330,"R",0,"R",2462,"R",60330,"Z",0,"R",2462,"R",60330,"Z",0,"R",2462,"R",26280,"R",0,"R",1090,"R",26280,"Z",0,"R",1090,"R",26280,"Z",0,"R",1090,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",51510,"R",0,"R",51510,"R",0,"R",54690,"R",0,"R",54690,"R",56860,"R",0,"R",56860,"R",58570,"R",0,"R",58570,"R",60330,"R",0,"R",60330,.,.,"R",54690,"R",0,"R",54690,"R",56860,"R",0,"R",56860,"R",58570,"R",0,"R",58570,"R",60330,"R",0,"R",60330,.,.,"R",54690,"R",0,"R",54690,"R",56860,"R",0,"R",56860,"R",58570,"R",0,"R",58570,"R",60330,"R",0,"R",60330,.,.,"R",1100,"R",1100,"R",1000,"R",1000,"R",12900,"R",13430,"R",13950,"R",14870,"R",1060,"R",1060,"R",1070,"R",1130,"R",12900,"R",13430,"R",13950,"R",14870,"R",1060,"R",1060,"R",1070,"R",1130,"R",1060,"R",1060,"R",1070,"R",1130
233408,"R",12280,"R",100,"R",414,"R",12280,"R",100,"R",414,"R",12280,"R",100,"R",414,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17510,"R",100,"R",17610,"R",17510,"R",100,"R",17610,"R",17500,"R",100,"R",17600,"R",17500,"R",100,"R",17600,.,.,"R",17510,"R",100,"R",17610,"R",17510,"R",100,"R",17610,"R",17500,"R",100,"R",17600,"R",17500,"R",100,"R",17600,.,.,"R",17510,"R",100,"R",17610,"R",17510,"R",100,"R",17610,"R",17500,"R",100,"R",17600,"R",17500,"R",100,"R",17600,.,.,"R",1120,"R",1120,"R",1120,"R",1120,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7353,"R",7353,"R",7353,"R",7353,"R",3670,"R",3670,"R",3670,"R",3670,"R",3670,"R",3670,"R",3670,"R",3670
233426,"R",33510,"R",1690,"R",556,"R",33510,"R",1690,"R",556,"R",33510,"R",1690,"R",556,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",43818,"R",1741,"R",45559,"R",45200,"R",1820,"R",47020,"R",46510,"R",1820,"R",48330,"R",33510,"R",1840,"R",35350,.,.,"R",43818,"R",1741,"R",45559,"R",45200,"R",1820,"R",47020,"R",46510,"R",1820,"R",48330,"R",33510,"R",1840,"R",35350,.,.,"R",43818,"R",1741,"R",45559,"R",45200,"R",1820,"R",47020,"R",46510,"R",1820,"R",48330,"R",33510,"R",1840,"R",35350,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",14134,"R",14580,"R",14990,"R",15366,"R",2250,"R",2250,"R",2250,"R",2250,"R",14362,"R",14830,"R",15308,"R",15564,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250
233480,"R",5578,"R",1058,"A",.,"R",5578,"R",1058,"A",.,"R",5578,"R",1058,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
233541,"R",33790,"R",1380,"R",990,"R",33790,"R",1380,"R",990,"R",33790,"R",1380,"R",990,"R",22680,"R",1380,"R",945,"R",22680,"R",1380,"R",945,"R",22680,"R",1380,"R",945,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",37170,"R",690,"R",37170,"R",690,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",31890,"R",1290,"R",33180,"R",32580,"R",1320,"R",33900,"R",33140,"R",1350,"R",34490,"R",33790,"R",1380,"R",35170,.,.,"R",31890,"R",1290,"R",33180,"R",32580,"R",1320,"R",33900,"R",33140,"R",1350,"R",34490,"R",33790,"R",1380,"R",35170,.,.,"R",31890,"R",1290,"R",33180,"R",32580,"R",1320,"R",33900,"R",33140,"R",1350,"R",34490,"R",33790,"R",1380,"R",35170,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",10570,"R",10810,"R",11020,"R",11230,"R",2600,"R",2600,"R",2600,"R",2600,"R",10570,"R",10810,"R",11020,"R",11230,"R",2600,"R",2600,"R",2600,"R",2600,"R",3980,"R",3980,"R",3980,"R",3980
233602,"R",9790,"R",900,"R",410,"R",9790,"R",900,"R",410,"R",9790,"R",900,"R",410,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9100,"R",1030,"R",10130,"R",9510,"R",960,"R",10470,"R",9510,"R",1035,"R",10545,"R",9790,"R",900,"R",10690,.,.,"R",9100,"R",1030,"R",10130,"R",9510,"R",960,"R",10470,"R",9510,"R",1035,"R",10545,"R",9790,"R",900,"R",10690,.,.,"R",9100,"R",1030,"R",10130,"R",9510,"R",960,"R",10470,"R",9510,"R",1035,"R",10545,"R",9790,"R",900,"R",10690,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",4883,"R",4883,"R",4943,"R",5153,"R",1533,"R",3600,"R",3600,"R",3600,"R",12877,"R",12600,"R",12600,"R",12600,"R",1533,"R",4300,"R",4500,"R",4300,"R",1533,"R",6750,"R",6950,"R",6750
233611,"R",18858,"R",250,"R",835,"R",18858,"R",250,"R",835,"R",18858,"R",250,"R",835,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17280,"R",0,"R",17280,"R",17696,"R",0,"R",17696,"R",17960,"R",0,"R",17960,"R",18858,"R",250,"R",19108,.,.,"R",17280,"R",0,"R",17280,"R",17696,"R",0,"R",17696,"R",17960,"R",0,"R",17960,"R",18858,"R",250,"R",19108,.,.,"R",17280,"R",0,"R",17280,"R",17696,"R",0,"R",17696,"R",17960,"R",0,"R",17960,"R",18858,"R",250,"R",19108,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",7918,"R",8774,"R",8800,"R",9150,"R",3500,"R",3500,"R",3500,"R",3500,"R",6700,"R",6700,"R",6700,"R",6700,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500
233639,"R",4620,"R",75,"R",154,"R",4620,"R",75,"R",154,"R",9918,"R",780,"R",331,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4620,"R",75,"R",4695,"R",4620,"R",75,"R",4695,"R",4620,"R",75,"R",4695,"R",4620,"R",75,"R",4695,.,.,"R",4620,"R",75,"R",4695,"R",4620,"R",75,"R",4695,"R",4620,"R",75,"R",4695,"R",4620,"R",75,"R",4695,.,.,"R",9918,"R",780,"R",10698,"R",9918,"R",780,"R",10698,"R",9918,"R",780,"R",10698,"R",9918,"R",780,"R",10698,.,.,"R",1774,"R",1781,"R",2136,"R",2136,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6525,"R",6525,"R",6525,"R",7355,"R",5028,"R",4972,"R",5206,"R",5206,"R",5028,"R",4972,"R",4450,"R",5206
233648,"R",4620,"R",113,"R",154,"R",4620,"R",113,"R",154,"R",9918,"R",818,"R",331,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4620,"R",83,"R",4703,"R",4620,"R",83,"R",4703,"R",4620,"R",83,"R",4703,"R",4620,"R",113,"R",4733,.,.,"R",4620,"R",83,"R",4703,"R",4620,"R",83,"R",4703,"R",4620,"R",83,"R",4703,"R",4620,"R",113,"R",4733,.,.,"R",9918,"R",788,"R",10706,"R",9918,"R",788,"R",10706,"R",9918,"R",788,"R",10706,"R",9918,"R",818,"R",10736,.,.,"R",1350,"R",1400,"R",1890,"R",1990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3350,"R",3400,"R",4800,"R",4900,"R",5350,"R",5400,"R",7740,"R",7800,"R",7850,"R",7900,"R",7740,"R",7800
233684,"R",13320,"R",195,"R",329,"R",13320,"R",195,"R",329,"R",13320,"R",195,"R",329,"R",14940,"R",195,"R",533,"R",14940,"R",195,"R",533,"R",14940,"R",195,"R",533,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,.,.,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,.,.,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,"R",13320,"R",195,"R",13515,.,.,"R",1350,"R",1350,"R",1350,"R",675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10917,"R",8976,"R",8220,"R",8613,"R",2502,"R",1200,"R",900,"R",1035,"R",2502,"R",1200,"R",900,"R",1035
233718,"R",22620,"R",970,"R",940,"R",22620,"R",970,"R",940,"R",22620,"R",970,"R",940,"R",11400,"R",0,"A",.,"R",11400,"Z",0,"A",.,"R",11400,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21420,"R",600,"R",22020,"R",21900,"R",800,"R",22700,"R",22120,"R",960,"R",23080,"R",22620,"R",970,"R",23590,.,.,"R",21420,"R",600,"R",22020,"R",21900,"R",800,"R",22700,"R",22120,"R",960,"R",23080,"R",22620,"R",970,"R",23590,.,.,"R",21420,"R",600,"R",22020,"R",21900,"R",800,"R",22700,"R",22120,"R",960,"R",23080,"R",22620,"R",970,"R",23590,.,.,"R",1250,"R",1300,"R",1300,"R",1300,"R",13200,"R",13500,"R",13880,"R",14250,"R",2850,"R",2850,"R",2850,"R",2850,"R",7100,"R",7100,"R",7100,"R",7100,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850
233754,"R",4680,"R",126,"R",156,"R",4680,"R",126,"R",156,"R",9978,"R",831,"R",333,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4680,"R",126,"R",4806,"R",4680,"R",126,"R",4806,"R",4680,"R",126,"R",4806,"R",4680,"R",126,"R",4806,.,.,"R",4680,"R",126,"R",4806,"R",4680,"R",126,"R",4806,"R",4680,"R",126,"R",4806,"R",4680,"R",126,"R",4806,.,.,"R",9978,"R",831,"R",10809,"R",9978,"R",831,"R",10809,"R",9978,"R",831,"R",10809,"R",9978,"R",831,"R",10809,.,.,"R",1300,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10400,"R",10400,"R",10400,"R",10400,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160,"R",4160
233772,"R",4680,"R",881,"R",156,"R",4680,"R",881,"R",156,"R",9978,"R",1586,"R",333,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4680,"R",881,"R",5561,"R",4680,"R",881,"R",5561,"R",4680,"R",881,"R",5561,"R",4680,"R",881,"R",5561,.,.,"R",4680,"R",881,"R",5561,"R",4680,"R",881,"R",5561,"R",4680,"R",881,"R",5561,"R",4680,"R",881,"R",5561,.,.,"R",9978,"R",1586,"R",11564,"R",9978,"R",1586,"R",11564,"R",9978,"R",1586,"R",11564,"R",9978,"R",1586,"R",11564,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10198,"R",10904,"R",11558,"R",11558,"R",4044,"R",4054,"R",5420,"R",5420,"R",3878,"R",3888,"R",5250,"R",5250
233842,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13500,"R",450,"R",500,"R",13500,"R",450,"R",500,"R",13500,"R",450,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
233897,"R",6040,"R",5458,"R",258,"R",6040,"R",5458,"R",258,"R",25419,"R",6173,"R",1044,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5527,"R",4725,"R",10252,"R",5693,"R",5143,"R",10836,"R",5864,"R",5298,"R",11162,"R",6040,"R",5458,"R",11498,.,.,"R",5527,"R",4725,"R",10252,"R",5693,"R",5143,"R",10836,"R",5864,"R",5298,"R",11162,"R",6040,"R",5458,"R",11498,.,.,"R",23262,"R",5399,"R",28661,"R",23960,"R",5838,"R",29798,"R",24679,"R",5993,"R",30672,"R",25419,"R",6173,"R",31592,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"R",11014,"R",11277,"R",11593,"R",11919,"R",2410,"R",2468,"R",2410,"R",2410,"R",8200,"R",8200,"R",8200,"R",9726,"R",2970,"R",2970,"R",2970,"R",2970,"R",2970,"R",2970,"R",2970,"R",2970
233903,"R",4620,"R",105,"R",154,"R",4620,"R",105,"R",154,"R",9918,"R",810,"R",331,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4710,"R",90,"R",4800,"R",4620,"R",90,"R",4710,"R",4620,"R",90,"R",4710,"R",4620,"R",105,"R",4725,.,.,"R",4710,"R",90,"R",4800,"R",4620,"R",90,"R",4710,"R",4620,"R",90,"R",4710,"R",4620,"R",105,"R",4725,.,.,"R",10713,"R",795,"R",11508,"R",9918,"R",795,"R",10713,"R",9918,"R",795,"R",10713,"R",9918,"R",810,"R",10728,.,.,"R",1260,"R",1260,"R",1260,"R",1260,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3200,"R",3200,"R",3200,"R",3200,"R",5200,"R",5200,"R",5200,"R",5200,"R",5200,"R",5200,"R",5200,"R",5200
233921,"R",12104,"R",2562,"R",504,"R",12104,"R",2562,"R",504,"R",31754,"R",3166,"R",1323,"R",14521,"R",2562,"R",807,"R",14521,"R",2562,"R",807,"R",29267,"R",3166,"R",1626,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",56293,"R",1428,"R",56293,"R",1428,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",23136,"R",2562,"R",53003,"R",3166,"Y",.,"Y",.,"Y",.,"Y",.,"R",11420,"R",2271,"R",13691,"R",11420,"R",2329,"R",13749,"R",11420,"R",2330,"R",13750,"R",12104,"R",2482,"R",14586,.,.,"R",11420,"R",2271,"R",13691,"R",11420,"R",2329,"R",13749,"R",11420,"R",2330,"R",13750,"R",12104,"R",2482,"R",14586,.,.,"R",29960,"R",2875,"R",32835,"R",29960,"R",2933,"R",32893,"R",29960,"R",2930,"R",32890,"R",31754,"R",3084,"R",34838,.,.,"R",1100,"R",1100,"R",1100,"R",1100,"R",9342,"R",9556,"R",10110,"R",12680,"R",3150,"R",3350,"R",3320,"R",3908,"R",9342,"R",9556,"R",11580,"R",12028,"R",3150,"R",3350,"R",3320,"R",3908,"R",3150,"R",3350,"R",3320,"R",3908
