UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
143613, 3,"R",1392,"R",455,"R",742,"R",195
143613,11,"R",883,"R",357,"R",185,"R",341
143659, 1,"R",246,"R",70,"R",92,"R",84
143659,12,"R",246,"R",70,"R",92,"R",84
143853, 1,"R",3111,"A",,"A",,"R",3111
143853,12,"R",3111,"A",,"A",,"R",3111
143978, 1,"R",1393,"R",56,"R",1017,"R",320
143978, 2,"R",37,"R",0,"R",35,"R",2
143978, 3,"R",37,"R",0,"R",35,"R",2
143978,12,"R",1356,"R",56,"R",982,"R",318
144005, 1,"R",3050,"R",583,"R",1113,"R",1354
144005, 2,"R",1860,"R",327,"R",857,"R",676
144005, 3,"R",1835,"R",315,"R",856,"R",664
144005,11,"R",25,"R",12,"R",1,"R",12
144005,12,"R",1190,"R",256,"R",256,"R",678
144014, 1,"R",427,"R",317,"R",110,"R",0
144014,12,"R",427,"R",317,"R",110,"R",0
144050, 1,"R",20814,"R",1363,"R",932,"R",18519
144050, 2,"R",8942,"R",1363,"R",611,"R",6968
144050, 3,"R",7571,"R",1,"R",611,"R",6959
144050,11,"R",1371,"R",1362,"R",0,"R",9
144050,12,"R",11872,"R",0,"R",321,"R",11551
144157, 1,"R",2904,"R",1110,"R",564,"R",1230
144157, 2,"R",2904,"R",1110,"R",564,"R",1230
144157, 3,"R",1542,"R",828,"R",480,"R",234
144157,11,"R",1362,"R",282,"R",84,"R",996
144166, 1,"R",9601,"R",5137,"R",2272,"R",2192
144166, 2,"R",9601,"R",5137,"R",2272,"R",2192
144166, 3,"R",6840,"R",3895,"R",2077,"R",868
144166,11,"R",2761,"R",1242,"R",195,"R",1324
144175, 1,"R",3075,"R",1139,"R",531,"R",1405
144175, 2,"R",3075,"R",1139,"R",531,"R",1405
144175, 3,"R",1472,"R",785,"R",435,"R",252
144175,11,"R",1603,"R",354,"R",96,"R",1153
144184, 1,"R",7908,"R",2584,"R",912,"R",4412
144184, 2,"R",7908,"R",2584,"R",912,"R",4412
144184, 3,"R",2789,"R",1762,"R",706,"R",321
144184,11,"R",5119,"R",822,"R",206,"R",4091
144193, 1,"R",7526,"R",2005,"R",1100,"R",4421
144193, 2,"R",7526,"R",2005,"R",1100,"R",4421
144193, 3,"R",3129,"R",1416,"R",843,"R",870
144193,11,"R",4397,"R",589,"R",257,"R",3551
144209, 1,"R",8248,"R",5165,"R",2070,"R",1013
144209, 2,"R",8248,"R",5165,"R",2070,"R",1013
144209, 3,"R",5437,"R",3388,"R",1788,"R",261
144209,11,"R",2811,"R",1777,"R",282,"R",752
144218, 1,"R",11449,"R",4656,"R",1911,"R",4882
144218, 2,"R",11449,"R",4656,"R",1911,"R",4882
144218, 3,"R",5567,"R",3486,"R",1743,"R",338
144218,11,"R",5882,"R",1170,"R",168,"R",4544
144281, 1,"R",7186,"Z",0,"Z",0,"R",7186
144281, 2,"R",6904,"Z",0,"Z",0,"R",6904
144281, 3,"R",6798,"Z",0,"Z",0,"R",6798
144281,11,"R",106,"Z",0,"Z",0,"R",106
144281,12,"R",282,"Z",0,"Z",0,"R",282
144351, 1,"R",7505,"R",3102,"R",4149,"R",254
144351, 2,"R",1574,"R",242,"R",1329,"R",3
144351, 3,"R",1574,"R",242,"R",1329,"R",3
144351,12,"R",5931,"R",2860,"R",2820,"R",251
144564, 1,"R",3196,"R",504,"R",914,"R",1778
144564, 2,"R",3196,"R",504,"R",914,"R",1778
144564, 3,"R",1830,"R",405,"R",710,"R",715
144564,11,"R",1366,"R",99,"R",204,"R",1063
144573, 1,"R",214,"A",,"A",,"R",214
144573, 2,"R",214,"A",,"A",,"R",214
144573, 3,"R",214,"A",,"A",,"R",214
144740, 1,"R",25050,"R",6221,"R",16000,"R",2829
144740, 2,"R",15963,"R",2628,"R",11593,"R",1742
144740, 3,"R",15417,"R",2239,"R",11443,"R",1735
144740,11,"R",546,"R",389,"R",150,"R",7
144740,12,"R",9087,"R",3593,"R",4407,"R",1087
144795, 1,"R",587,"A",,"A",,"R",587
144795, 2,"R",587,"A",,"A",,"R",587
144795, 3,"R",587,"A",,"A",,"R",587
144865, 1,"R",35659,"R",13582,"R",9885,"R",12192
144865, 2,"R",35659,"R",13582,"R",9885,"R",12192
144865, 3,"R",21053,"R",8303,"R",8886,"R",3864
144865,11,"R",14606,"R",5279,"R",999,"R",8328
144883, 1,"R",609,"A",,"A",,"R",609
144883, 2,"R",609,"A",,"A",,"R",609
144883, 3,"R",609,"A",,"A",,"R",609
144892, 1,"R",10588,"R",2080,"R",2770,"R",5738
144892, 2,"R",8239,"R",1080,"R",2080,"R",5079
144892, 3,"R",5185,"R",1068,"R",2079,"R",2038
144892,11,"R",3054,"R",12,"R",1,"R",3041
144892,12,"R",2349,"R",1000,"R",690,"R",659
144944, 1,"R",12559,"R",5601,"R",4500,"R",2458
144944, 2,"R",12559,"R",5601,"R",4500,"R",2458
144944, 3,"R",8416,"R",3405,"R",3808,"R",1203
144944,11,"R",4143,"R",2196,"R",692,"R",1255
144962, 1,"R",3876,"R",377,"R",2477,"R",1022
144962, 2,"R",3187,"R",169,"R",2099,"R",919
144962, 3,"R",2972,"R",69,"R",2076,"R",827
144962,11,"R",215,"R",100,"R",23,"R",92
144962,12,"R",689,"R",208,"R",378,"R",103
144971, 1,"R",540,"A",,"A",,"R",540
144971, 2,"R",540,"A",,"A",,"R",540
144971, 3,"R",515,"A",,"A",,"R",515
144971,11,"R",25,"A",,"A",,"R",25
145099, 1,"R",413,"R",0,"R",362,"R",51
145099, 2,"R",413,"R",0,"R",362,"R",51
145099, 3,"R",413,"R",0,"R",362,"R",51
145239, 1,"R",531,"A",,"A",,"R",531
145239, 2,"R",531,"A",,"A",,"R",531
145239, 3,"R",531,"A",,"A",,"R",531
145275, 1,"R",324,"R",119,"R",125,"R",80
145275,12,"R",324,"R",119,"R",125,"R",80
145309, 1,"R",63,"A",,"A",,"R",63
145309, 2,"R",63,"A",,"A",,"R",63
145309, 3,"R",63,"A",,"A",,"R",63
145336, 1,"R",5304,"R",1163,"R",1964,"R",2177
145336, 2,"R",3221,"R",511,"R",1314,"R",1396
145336, 3,"R",3162,"R",492,"R",1299,"R",1371
145336,11,"R",59,"R",19,"R",15,"R",25
145336,12,"R",2083,"R",652,"R",650,"R",781
145354, 1,"R",61,"A",,"A",,"R",61
145354, 2,"R",61,"A",,"A",,"R",61
145354, 3,"R",61,"A",,"A",,"R",61
145372, 1,"R",1330,"R",454,"R",547,"R",329
145372, 2,"R",1090,"R",219,"R",544,"R",327
145372, 3,"R",938,"R",154,"R",543,"R",241
145372,11,"R",152,"R",65,"R",1,"R",86
145372,12,"R",240,"R",235,"R",3,"R",2
145406, 1,"R",810,"A",,"A",,"R",810
145406, 2,"R",810,"A",,"A",,"R",810
145406, 3,"R",810,"A",,"A",,"R",810
145424, 1,"R",100,"A",,"A",,"R",100
145424, 2,"R",100,"A",,"A",,"R",100
145424, 3,"R",100,"A",,"A",,"R",100
145433, 1,"R",155,"A",,"A",,"R",155
145433, 2,"R",155,"A",,"A",,"R",155
145433, 3,"R",155,"A",,"A",,"R",155
145497, 1,"R",214,"R",12,"R",96,"R",106
145497, 2,"R",214,"R",12,"R",96,"R",106
145497, 3,"R",111,"R",11,"R",87,"R",13
145497,11,"R",103,"R",1,"R",9,"R",93
145521, 1,"R",2754,"R",291,"R",769,"R",1694
145521, 2,"R",2754,"R",291,"R",769,"R",1694
145521, 3,"R",1309,"R",236,"R",653,"R",420
145521,11,"R",1445,"R",55,"R",116,"R",1274
145558, 1,"R",2283,"R",174,"R",1495,"R",614
145558,12,"R",2283,"R",174,"R",1495,"R",614
145600, 1,"R",37397,"R",8031,"R",26634,"R",2732
145600, 2,"R",24130,"R",3142,"R",19934,"R",1054
145600, 3,"R",23309,"R",2654,"R",19712,"R",943
145600,11,"R",821,"R",488,"R",222,"R",111
145600,12,"R",13267,"R",4889,"R",6700,"R",1678
145619, 1,"R",5369,"R",2213,"R",2281,"R",875
145619, 2,"R",2631,"R",375,"R",2097,"R",159
145619, 3,"R",2505,"R",306,"R",2077,"R",122
145619,11,"R",126,"R",69,"R",20,"R",37
145619,12,"R",2738,"R",1838,"R",184,"R",716
145628, 1,"R",614,"A",,"A",,"R",614
145628,12,"R",614,"A",,"A",,"R",614
145637, 1,"R",62303,"R",14408,"R",40860,"R",7035
145637, 2,"R",36800,"R",1799,"R",33434,"R",1567
145637, 3,"R",34666,"R",640,"R",32785,"R",1241
145637,11,"R",2134,"R",1159,"R",649,"R",326
145637,12,"R",25503,"R",12609,"R",7426,"R",5468
145646, 1,"R",1685,"R",0,"R",161,"R",1524
145646, 2,"R",1685,"R",0,"R",161,"R",1524
145646, 3,"R",1674,"R",0,"R",156,"R",1518
145646,11,"R",11,"R",0,"R",5,"R",6
145682, 1,"R",10381,"R",3730,"R",3412,"R",3239
145682, 2,"R",10381,"R",3730,"R",3412,"R",3239
145682, 3,"R",6428,"R",2644,"R",3030,"R",754
145682,11,"R",3953,"R",1086,"R",382,"R",2485
145691, 1,"R",1195,"R",141,"R",77,"R",977
145691, 2,"R",1195,"R",141,"R",77,"R",977
145691, 3,"R",1171,"R",123,"R",77,"R",971
145691,11,"R",24,"R",18,"R",0,"R",6
145707, 1,"R",1442,"R",172,"R",485,"R",785
145707, 2,"R",1442,"R",172,"R",485,"R",785
145707, 3,"R",887,"R",136,"R",443,"R",308
145707,11,"R",555,"R",36,"R",42,"R",477
145725, 1,"R",7235,"R",1176,"R",2898,"R",3161
145725, 2,"R",3233,"R",251,"R",1650,"R",1332
145725, 3,"R",3027,"R",88,"R",1644,"R",1295
145725,11,"R",206,"R",163,"R",6,"R",37
145725,12,"R",4002,"R",925,"R",1248,"R",1829
145813, 1,"R",22159,"R",1393,"R",13313,"R",7453
145813, 2,"R",19077,"R",617,"R",12217,"R",6243
145813, 3,"R",18982,"R",589,"R",12205,"R",6188
145813,11,"R",95,"R",28,"R",12,"R",55
145813,12,"R",3082,"R",776,"R",1096,"R",1210
145831, 1,"R",3757,"R",619,"R",1224,"R",1914
145831, 2,"R",3757,"R",619,"R",1224,"R",1914
145831, 3,"R",2421,"R",512,"R",980,"R",929
145831,11,"R",1336,"R",107,"R",244,"R",985
145886, 1,"R",135,"A",,"A",,"R",135
145886,12,"R",135,"A",,"A",,"R",135
146205, 1,"R",6406,"R",701,"R",1548,"R",4157
146205, 2,"R",6406,"R",701,"R",1548,"R",4157
146205, 3,"R",2783,"R",560,"R",1222,"R",1001
146205,11,"R",3623,"R",141,"R",326,"R",3156
146278, 1,"R",2489,"R",787,"R",1054,"R",648
146278, 2,"R",2489,"R",787,"R",1054,"R",648
146278, 3,"R",1677,"R",499,"R",934,"R",244
146278,11,"R",812,"R",288,"R",120,"R",404
146296, 1,"R",20068,"R",3367,"R",7223,"R",9478
146296, 2,"R",20068,"R",3367,"R",7223,"R",9478
146296, 3,"R",13556,"R",3214,"R",7095,"R",3247
146296,11,"R",6512,"R",153,"R",128,"R",6231
146339, 1,"R",1300,"R",164,"R",853,"R",283
146339, 2,"R",1013,"R",84,"R",768,"R",161
146339, 3,"R",998,"R",84,"R",766,"R",148
146339,11,"R",15,"R",0,"R",2,"R",13
146339,12,"R",287,"R",80,"R",85,"R",122
146348, 1,"R",3654,"R",315,"R",1049,"R",2290
146348, 2,"R",3654,"R",315,"R",1049,"R",2290
146348, 3,"R",2187,"R",206,"R",879,"R",1102
146348,11,"R",1467,"R",109,"R",170,"R",1188
146366, 1,"R",5512,"R",851,"R",1440,"R",3221
146366, 2,"R",5512,"R",851,"R",1440,"R",3221
146366, 3,"R",2344,"R",555,"R",1219,"R",570
146366,11,"R",3168,"R",296,"R",221,"R",2651
146418, 1,"R",3500,"R",821,"R",1159,"R",1520
146418, 2,"R",3500,"R",821,"R",1159,"R",1520
146418, 3,"R",2406,"R",808,"R",1115,"R",483
146418,11,"R",1094,"R",13,"R",44,"R",1037
146427, 1,"R",1182,"A",,"A",,"R",1182
146427, 2,"R",1182,"A",,"A",,"R",1182
146427, 3,"R",1163,"A",,"A",,"R",1163
146427,11,"R",19,"A",,"A",,"R",19
146454, 1,"R",67,"R",0,"R",0,"R",67
146454, 2,"R",67,"R",0,"R",0,"R",67
146454, 3,"R",67,"R",0,"R",0,"R",67
146472, 1,"R",20056,"R",9495,"R",5642,"R",4919
146472, 2,"R",20056,"R",9495,"R",5642,"R",4919
146472, 3,"R",12459,"R",5614,"R",5054,"R",1791
146472,11,"R",7597,"R",3881,"R",588,"R",3128
146481, 1,"R",1794,"R",0,"R",105,"R",1689
146481, 2,"R",1758,"Z",0,"R",105,"R",1653
146481, 3,"R",1728,"Z",0,"R",105,"R",1623
146481,11,"R",30,"Z",0,"R",0,"R",30
146481,12,"R",36,"A",,"A",,"R",36
146490, 1,"R",433,"R",433,"R",0,"R",0
146490,12,"R",433,"R",433,"R",0,"R",0
146506, 1,"R",8533,"R",919,"R",1912,"R",5702
146506, 2,"R",8533,"R",919,"R",1912,"R",5702
146506, 3,"R",4348,"R",663,"R",1828,"R",1857
146506,11,"R",4185,"R",256,"R",84,"R",3845
146533, 1,"R",178,"R",0,"R",132,"R",46
146533, 2,"R",178,"R",0,"R",132,"R",46
146533, 3,"R",178,"R",0,"R",132,"R",46
146603, 1,"R",5436,"R",613,"R",1622,"R",3201
146603, 2,"R",5436,"R",613,"R",1622,"R",3201
146603, 3,"R",2332,"R",326,"R",1168,"R",838
146603,11,"R",3104,"R",287,"R",454,"R",2363
146612, 1,"R",7779,"R",2291,"R",4519,"R",969
146612, 2,"R",4458,"R",766,"R",3026,"R",666
146612, 3,"R",4163,"R",682,"R",2982,"R",499
146612,11,"R",295,"R",84,"R",44,"R",167
146612,12,"R",3321,"R",1525,"R",1493,"R",303
146667, 1,"R",593,"R",174,"R",100,"R",319
146667, 2,"R",310,"R",59,"R",28,"R",223
146667, 3,"R",303,"R",52,"R",28,"R",223
146667,11,"R",7,"R",7,"R",0,"R",0
146667,12,"R",283,"R",115,"R",72,"R",96
146685, 1,"R",8495,"R",2376,"R",2360,"R",3759
146685, 2,"R",8495,"R",2376,"R",2360,"R",3759
146685, 3,"R",5505,"R",1647,"R",2142,"R",1716
146685,11,"R",2990,"R",729,"R",218,"R",2043
146700, 1,"R",1639,"A",,"A",,"R",1639
146700, 2,"R",1639,"A",,"A",,"R",1639
146700, 3,"R",1639,"A",,"A",,"R",1639
146719, 1,"R",19998,"R",3543,"R",5604,"R",10851
146719, 2,"R",13785,"R",583,"R",3637,"R",9565
146719, 3,"R",12558,"R",523,"R",3623,"R",8412
146719,11,"R",1227,"R",60,"R",14,"R",1153
146719,12,"R",6213,"R",2960,"R",1967,"R",1286
146728, 1,"R",169,"Z",0,"R",91,"R",78
146728,12,"R",169,"Z",0,"R",91,"R",78
146755, 1,"R",195,"R",10,"R",95,"R",90
146755, 2,"R",169,"R",10,"R",70,"R",89
146755, 3,"R",169,"R",10,"R",70,"R",89
146755,12,"R",26,"R",0,"R",25,"R",1
146807, 1,"R",80,"A",,"A",,"R",80
146807, 2,"R",80,"A",,"A",,"R",80
146807, 3,"R",80,"A",,"A",,"R",80
146816, 1,"R",447,"R",383,"R",39,"R",25
146816, 2,"R",447,"R",383,"R",39,"R",25
146816, 3,"R",447,"R",383,"R",39,"R",25
146977, 1,"R",218,"R",177,"R",41,"R",0
146977,12,"R",218,"R",177,"R",41,"R",0
147004, 1,"R",12879,"R",2224,"R",3460,"R",7195
147004, 2,"R",12879,"R",2224,"R",3460,"R",7195
147004, 3,"R",6351,"R",1806,"R",3144,"R",1401
147004,11,"R",6528,"R",418,"R",316,"R",5794
147013, 1,"R",2099,"R",513,"R",767,"R",819
147013, 2,"R",1530,"R",275,"R",590,"R",665
147013, 3,"R",1501,"R",255,"R",590,"R",656
147013,11,"R",29,"R",20,"R",0,"R",9
147013,12,"R",569,"R",238,"R",177,"R",154
147031, 1,"R",84,"R",5,"R",43,"R",36
147031,12,"R",84,"R",5,"R",43,"R",36
147129, 1,"R",626,"R",175,"R",418,"R",33
147129, 2,"R",589,"R",163,"R",393,"R",33
147129, 3,"R",589,"R",163,"R",393,"R",33
147129,12,"R",37,"R",12,"R",25,"R",0
147244, 1,"R",2124,"R",66,"R",1335,"R",723
147244, 2,"R",1973,"R",52,"R",1268,"R",653
147244, 3,"R",1787,"R",20,"R",1243,"R",524
147244,11,"R",186,"R",32,"R",25,"R",129
147244,12,"R",151,"R",14,"R",67,"R",70
147341, 1,"R",781,"A",,"A",,"R",781
147341, 2,"R",781,"A",,"A",,"R",781
147341, 3,"R",781,"A",,"A",,"R",781
147369, 1,"R",2991,"R",1076,"R",159,"R",1756
147369, 2,"R",2134,"R",599,"R",74,"R",1461
147369, 3,"R",2077,"R",562,"R",71,"R",1444
147369,11,"R",57,"R",37,"R",3,"R",17
147369,12,"R",857,"R",477,"R",85,"R",295
147378, 1,"R",17409,"R",4685,"R",5369,"R",7355
147378, 2,"R",17409,"R",4685,"R",5369,"R",7355
147378, 3,"R",10050,"R",2848,"R",4940,"R",2262
147378,11,"R",7359,"R",1837,"R",429,"R",5093
147396, 1,"R",80,"A",,"A",,"R",80
147396, 2,"R",80,"A",,"A",,"R",80
147396, 3,"R",80,"A",,"A",,"R",80
147411, 1,"R",5414,"R",274,"R",1438,"R",3702
147411, 2,"R",5414,"R",274,"R",1438,"R",3702
147411, 3,"R",3435,"R",234,"R",1370,"R",1831
147411,11,"R",1979,"R",40,"R",68,"R",1871
147536, 1,"R",10068,"R",5332,"R",3521,"R",1215
147536, 2,"R",4751,"R",2575,"R",1449,"R",727
147536, 3,"R",4506,"R",2388,"R",1444,"R",674
147536,11,"R",245,"R",187,"R",5,"R",53
147536,12,"R",5317,"R",2757,"R",2072,"R",488
147590, 1,"R",664,"R",25,"R",485,"R",154
147590, 2,"R",71,"R",10,"R",55,"R",6
147590, 3,"R",47,"R",6,"R",36,"R",5
147590,11,"R",24,"R",4,"R",19,"R",1
147590,12,"R",593,"R",15,"R",430,"R",148
147642, 1,"R",66,"A",,"A",,"R",66
147642, 2,"R",66,"A",,"A",,"R",66
147642, 3,"R",66,"A",,"A",,"R",66
147660, 1,"R",3000,"R",205,"R",763,"R",2032
147660, 2,"R",2547,"R",14,"R",635,"R",1898
147660, 3,"R",2517,"R",11,"R",608,"R",1898
147660,11,"R",30,"R",3,"R",27,"R",0
147660,12,"R",453,"R",191,"R",128,"R",134
147679, 1,"R",3044,"R",99,"R",1661,"R",1284
147679, 2,"R",2025,"R",34,"R",1063,"R",928
147679, 3,"R",2008,"R",27,"R",1062,"R",919
147679,11,"R",17,"R",7,"R",1,"R",9
147679,12,"R",1019,"R",65,"R",598,"R",356
147697, 1,"R",336,"R",0,"R",40,"R",296
147697,12,"R",336,"R",0,"R",40,"R",296
147703, 1,"R",18324,"R",4070,"R",11669,"R",2585
147703, 2,"R",12969,"R",1810,"R",9851,"R",1308
147703, 3,"R",12882,"R",1751,"R",9845,"R",1286
147703,11,"R",87,"R",59,"R",6,"R",22
147703,12,"R",5355,"R",2260,"R",1818,"R",1277
147767, 1,"R",26862,"R",1721,"R",2591,"R",22550
147767, 2,"R",9927,"R",53,"R",532,"R",9342
147767, 3,"R",9342,"Z",0,"Z",0,"R",9342
147767,11,"R",585,"R",53,"R",532,"R",0
147767,12,"R",16935,"R",1668,"R",2059,"R",13208
147776, 1,"R",7862,"R",3235,"R",4224,"R",403
147776, 2,"R",5399,"R",1704,"R",3438,"R",257
147776, 3,"R",5204,"R",1576,"R",3394,"R",234
147776,11,"R",195,"R",128,"R",44,"R",23
147776,12,"R",2463,"R",1531,"R",786,"R",146
147800, 1,"R",13820,"R",6454,"R",3256,"R",4110
147800, 2,"R",13820,"R",6454,"R",3256,"R",4110
147800, 3,"R",8930,"R",4777,"R",3128,"R",1025
147800,11,"R",4890,"R",1677,"R",128,"R",3085
147819, 1,"R",65,"A",,"A",,"R",65
147819, 2,"R",65,"A",,"A",,"R",65
147819, 3,"R",65,"A",,"A",,"R",65
147828, 1,"R",3983,"R",1343,"R",1600,"R",1040
147828, 2,"R",2897,"R",341,"R",1541,"R",1015
147828, 3,"R",2779,"R",268,"R",1526,"R",985
147828,11,"R",118,"R",73,"R",15,"R",30
147828,12,"R",1086,"R",1002,"R",59,"R",25
147916, 1,"R",8533,"R",2566,"R",2937,"R",3030
147916, 2,"R",8533,"R",2566,"R",2937,"R",3030
147916, 3,"R",4723,"R",1043,"R",2335,"R",1345
147916,11,"R",3810,"R",1523,"R",602,"R",1685
148007, 1,"R",5482,"R",1612,"R",1774,"R",2096
148007, 2,"R",5482,"R",1612,"R",1774,"R",2096
148007, 3,"R",3871,"R",1349,"R",1615,"R",907
148007,11,"R",1611,"R",263,"R",159,"R",1189
148016, 1,"R",361,"R",1,"R",162,"R",198
148016, 2,"R",361,"R",1,"R",162,"R",198
148016, 3,"R",353,"R",0,"R",155,"R",198
148016,11,"R",8,"R",1,"R",7,"R",0
148098, 1,"R",48,"A",,"A",,"R",48
148098, 2,"R",48,"A",,"A",,"R",48
148098, 3,"R",48,"A",,"A",,"R",48
148131, 1,"R",1453,"R",156,"R",994,"R",303
148131, 2,"R",1164,"R",49,"R",881,"R",234
148131, 3,"R",1007,"R",7,"R",861,"R",139
148131,11,"R",157,"R",42,"R",20,"R",95
148131,12,"R",289,"R",107,"R",113,"R",69
148256, 1,"R",3279,"R",260,"R",1228,"R",1791
148256, 2,"R",3279,"R",260,"R",1228,"R",1791
148256, 3,"R",1595,"R",140,"R",1027,"R",428
148256,11,"R",1684,"R",120,"R",201,"R",1363
148292, 1,"R",3488,"R",682,"R",990,"R",1816
148292, 2,"R",3488,"R",682,"R",990,"R",1816
148292, 3,"R",1998,"R",562,"R",871,"R",565
148292,11,"R",1490,"R",120,"R",119,"R",1251
148380, 1,"R",9175,"R",2352,"R",3142,"R",3681
148380, 2,"R",9175,"R",2352,"R",3142,"R",3681
148380, 3,"R",6373,"R",1988,"R",2743,"R",1642
148380,11,"R",2802,"R",364,"R",399,"R",2039
148405, 1,"R",1454,"A",,"A",,"R",1454
148405, 2,"R",1099,"A",,"A",,"R",1099
148405, 3,"R",1053,"A",,"A",,"R",1053
148405,11,"R",46,"A",,"A",,"R",46
148405,12,"R",355,"A",,"A",,"R",355
148487, 1,"R",4740,"R",618,"R",2567,"R",1555
148487, 2,"R",2952,"R",271,"R",1833,"R",848
148487, 3,"R",2836,"R",258,"R",1824,"R",754
148487,11,"R",116,"R",13,"R",9,"R",94
148487,12,"R",1788,"R",347,"R",734,"R",707
148496, 1,"R",3724,"R",298,"R",3024,"R",402
148496, 2,"R",2314,"R",4,"R",2019,"R",291
148496, 3,"R",2144,"R",4,"R",1997,"R",143
148496,11,"R",170,"R",0,"R",22,"R",148
148496,12,"R",1410,"R",294,"R",1005,"R",111
148511, 1,"R",3449,"R",924,"R",1680,"R",845
148511, 2,"R",155,"R",40,"R",103,"R",12
148511, 3,"R",135,"R",20,"R",103,"R",12
148511,11,"R",20,"R",20,"R",0,"R",0
148511,12,"R",3294,"R",884,"R",1577,"R",833
148575, 1,"R",481,"R",165,"R",0,"R",316
148575, 2,"R",319,"R",3,"R",0,"R",316
148575, 3,"R",319,"R",3,"R",0,"R",316
148575,12,"R",162,"R",162,"R",0,"R",0
148584, 1,"R",4910,"R",2713,"R",1740,"R",457
148584, 2,"R",1814,"R",336,"R",1214,"R",264
148584, 3,"R",1634,"R",317,"R",1213,"R",104
148584,11,"R",180,"R",19,"R",1,"R",160
148584,12,"R",3096,"R",2377,"R",526,"R",193
148593, 1,"R",115,"R",3,"R",15,"R",97
148593, 2,"R",93,"R",3,"Z",0,"R",90
148593, 3,"R",93,"R",3,"Z",0,"R",90
148593,12,"R",22,"R",0,"R",15,"R",7
148627, 1,"R",4257,"R",494,"R",2755,"R",1008
148627, 2,"R",3381,"R",121,"R",2414,"R",846
148627, 3,"R",3361,"R",119,"R",2405,"R",837
148627,11,"R",20,"R",2,"R",9,"R",9
148627,12,"R",876,"R",373,"R",341,"R",162
148654, 1,"R",4895,"R",2438,"R",1964,"R",493
148654, 2,"R",2920,"R",1191,"R",1473,"R",256
148654, 3,"R",2797,"R",1140,"R",1438,"R",219
148654,11,"R",123,"R",51,"R",35,"R",37
148654,12,"R",1975,"R",1247,"R",491,"R",237
148672, 1,"R",2371,"R",373,"R",831,"R",1167
148672, 2,"R",2371,"R",373,"R",831,"R",1167
148672, 3,"R",1372,"R",245,"R",757,"R",370
148672,11,"R",999,"R",128,"R",74,"R",797
148821, 1,"R",2741,"R",292,"R",653,"R",1796
148821, 2,"R",2741,"R",292,"R",653,"R",1796
148821, 3,"R",1160,"R",243,"R",518,"R",399
148821,11,"R",1581,"R",49,"R",135,"R",1397
148876, 1,"R",993,"R",0,"Z",0,"R",993
148876, 2,"R",993,"R",0,"Z",0,"R",993
148876, 3,"R",942,"R",0,"Z",0,"R",942
148876,11,"R",51,"Z",0,"Z",0,"R",51
148885, 1,"R",195,"R",0,"R",40,"R",155
148885,12,"R",195,"R",0,"R",40,"R",155
148937, 1,"R",2464,"R",303,"R",678,"R",1483
148937, 2,"R",2464,"R",303,"R",678,"R",1483
148937, 3,"R",779,"R",146,"R",453,"R",180
148937,11,"R",1685,"R",157,"R",225,"R",1303
148982, 1,"R",167,"R",17,"R",146,"R",4
148982,12,"R",167,"R",17,"R",146,"R",4
148991, 1,"R",1654,"R",405,"R",560,"R",689
148991, 2,"R",1654,"R",405,"R",560,"R",689
148991, 3,"R",1050,"R",348,"R",531,"R",171
148991,11,"R",604,"R",57,"R",29,"R",518
149028, 1,"R",312,"R",0,"R",15,"R",297
149028, 2,"R",220,"R",0,"R",15,"R",205
149028, 3,"R",219,"R",0,"R",15,"R",204
149028,11,"R",1,"R",0,"R",0,"R",1
149028,12,"R",92,"A",,"A",,"R",92
149204, 1,"R",52,"R",0,"R",0,"R",52
149204, 2,"R",52,"R",0,"R",0,"R",52
149204, 3,"R",52,"R",0,"R",0,"R",52
149222, 1,"R",12543,"R",2974,"R",5182,"R",4387
149222, 2,"R",9016,"R",2228,"R",4443,"R",2345
149222, 3,"R",8776,"R",2051,"R",4428,"R",2297
149222,11,"R",240,"R",177,"R",15,"R",48
149222,12,"R",3527,"R",746,"R",739,"R",2042
149231, 1,"R",15277,"R",3538,"R",9907,"R",1832
149231, 2,"R",11257,"R",1760,"R",8478,"R",1019
149231, 3,"R",11032,"R",1649,"R",8456,"R",927
149231,11,"R",225,"R",111,"R",22,"R",92
149231,12,"R",4020,"R",1778,"R",1429,"R",813
149310, 1,"R",298,"A",,"A",,"R",298
149310, 2,"R",298,"A",,"A",,"R",298
149310, 3,"R",298,"A",,"A",,"R",298
149329, 1,"R",90,"A",,"A",,"R",90
149329, 2,"R",75,"A",,"A",,"R",75
149329, 3,"R",75,"A",,"A",,"R",75
149329,12,"R",15,"A",,"A",,"R",15
149365, 1,"R",7638,"R",1849,"R",1275,"R",4514
149365, 2,"R",7638,"R",1849,"R",1275,"R",4514
149365, 3,"R",2828,"R",1264,"R",1084,"R",480
149365,11,"R",4810,"R",585,"R",191,"R",4034
149499, 1,"R",20,"A",,"A",,"R",20
149499, 2,"R",20,"A",,"A",,"R",20
149499, 3,"R",20,"A",,"A",,"R",20
149505, 1,"R",1119,"R",0,"R",58,"R",1061
149505, 2,"R",1043,"R",0,"R",49,"R",994
149505, 3,"R",912,"R",0,"R",35,"R",877
149505,11,"R",131,"R",0,"R",14,"R",117
149505,12,"R",76,"R",0,"R",9,"R",67
149514, 1,"R",1616,"R",316,"R",551,"R",749
149514, 2,"R",592,"R",45,"R",220,"R",327
149514, 3,"R",520,"R",42,"R",218,"R",260
