UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
106810, 2,"R",211,"R",8,"R",155,"R",48
106810, 3,"R",179,"R",4,"R",154,"R",21
106810,11,"R",32,"R",4,"R",1,"R",27
106883, 1,"R",1607,"R",604,"R",645,"R",358
106883, 2,"R",1607,"R",604,"R",645,"R",358
106883, 3,"R",885,"R",340,"R",284,"R",261
106883,11,"R",722,"R",264,"R",361,"R",97
106892, 1,"R",139,"A",,"A",,"R",139
106892, 2,"R",139,"A",,"A",,"R",139
106892, 3,"R",139,"A",,"A",,"R",139
106908, 1,"R",525,"A",,"A",,"R",525
106908, 2,"R",525,"A",,"A",,"R",525
106908, 3,"R",525,"A",,"A",,"R",525
106980, 1,"R",2783,"R",722,"R",1066,"R",995
106980, 2,"R",2783,"R",722,"R",1066,"R",995
106980, 3,"R",2282,"R",631,"R",1006,"R",645
106980,11,"R",501,"R",91,"R",60,"R",350
106999, 1,"R",1336,"R",203,"R",682,"R",451
106999, 2,"R",1336,"R",203,"R",682,"R",451
106999, 3,"R",895,"R",164,"R",541,"R",190
106999,11,"R",441,"R",39,"R",141,"R",261
107044, 1,"R",5535,"R",819,"R",694,"R",4022
107044, 2,"R",3945,"R",376,"R",517,"R",3052
107044, 3,"R",3362,"R",111,"R",506,"R",2745
107044,11,"R",583,"R",265,"R",11,"R",307
107044,12,"R",1590,"R",443,"R",177,"R",970
107071, 1,"R",3315,"R",900,"R",1987,"R",428
107071, 2,"R",2445,"R",215,"R",1829,"R",401
107071, 3,"R",2413,"R",207,"R",1827,"R",379
107071,11,"R",32,"R",8,"R",2,"R",22
107071,12,"R",870,"R",685,"R",158,"R",27
107080, 1,"R",1138,"A",,"A",,"R",1138
107080, 2,"R",1125,"A",,"A",,"R",1125
107080, 3,"R",1112,"A",,"A",,"R",1112
107080,11,"R",13,"A",,"A",,"R",13
107080,12,"R",13,"A",,"A",,"R",13
107099, 1,"R",125,"A",,"A",,"R",125
107099, 2,"R",125,"A",,"A",,"R",125
107099, 3,"R",125,"A",,"A",,"R",125
107123, 1,"R",100,"A",,"A",,"R",100
107123, 2,"R",100,"A",,"A",,"R",100
107123, 3,"R",100,"A",,"A",,"R",100
107141, 1,"R",2845,"R",657,"R",1159,"R",1029
107141, 2,"R",1927,"R",281,"R",659,"R",987
107141, 3,"R",1485,"R",221,"R",644,"R",620
107141,11,"R",442,"R",60,"R",15,"R",367
107141,12,"R",918,"R",376,"R",500,"R",42
107220, 1,"R",361,"A",,"A",,"R",361
107220, 2,"R",361,"A",,"A",,"R",361
107220, 3,"R",361,"A",,"A",,"R",361
107293, 1,"R",93,"A",,"A",,"R",93
107293, 2,"R",93,"A",,"A",,"R",93
107293, 3,"R",93,"A",,"A",,"R",93
107318, 1,"R",1422,"R",437,"R",358,"R",627
107318, 2,"R",1422,"R",437,"R",358,"R",627
107318, 3,"R",703,"R",286,"R",273,"R",144
107318,11,"R",719,"R",151,"R",85,"R",483
107327, 1,"R",1846,"R",1054,"R",390,"R",402
107327, 2,"R",1846,"R",1054,"R",390,"R",402
107327, 3,"R",976,"R",539,"R",362,"R",75
107327,11,"R",870,"R",515,"R",28,"R",327
107442, 1,"R",42,"A",,"A",,"R",42
107442, 2,"R",42,"A",,"A",,"R",42
107442, 3,"R",42,"A",,"A",,"R",42
107460, 1,"R",2194,"R",479,"R",1032,"R",683
107460, 2,"R",2194,"R",479,"R",1032,"R",683
107460, 3,"R",1461,"R",250,"R",851,"R",360
107460,11,"R",733,"R",229,"R",181,"R",323
107488, 1,"R",231,"A",,"A",,"R",231
107488, 2,"R",231,"A",,"A",,"R",231
107488, 3,"R",231,"A",,"A",,"R",231
107512, 1,"R",1894,"R",48,"R",1012,"R",834
107512, 2,"R",1784,"R",43,"R",907,"R",834
107512, 3,"R",1617,"R",41,"R",906,"R",670
107512,11,"R",167,"R",2,"R",1,"R",164
107512,12,"R",110,"R",5,"R",105,"R",0
107521, 1,"R",2053,"R",170,"R",307,"R",1576
107521, 2,"R",2053,"R",170,"R",307,"R",1576
107521, 3,"R",682,"R",101,"R",252,"R",329
107521,11,"R",1371,"R",69,"R",55,"R",1247
107549, 1,"R",1345,"R",469,"R",499,"R",377
107549, 2,"R",1345,"R",469,"R",499,"R",377
107549, 3,"R",782,"R",310,"R",373,"R",99
107549,11,"R",563,"R",159,"R",126,"R",278
107558, 1,"R",848,"R",11,"R",491,"R",346
107558, 2,"R",848,"R",11,"R",491,"R",346
107558, 3,"R",821,"R",9,"R",487,"R",325
107558,11,"R",27,"R",2,"R",4,"R",21
107585, 1,"R",2508,"R",377,"R",1153,"R",978
107585, 2,"R",2508,"R",377,"R",1153,"R",978
107585, 3,"R",2005,"R",300,"R",1058,"R",647
107585,11,"R",503,"R",77,"R",95,"R",331
107600, 1,"R",797,"R",21,"R",760,"R",16
107600, 2,"R",797,"R",21,"R",760,"R",16
107600, 3,"R",796,"R",21,"R",760,"R",15
107600,11,"R",1,"Z",0,"Z",0,"R",1
107619, 1,"R",1597,"R",193,"R",475,"R",929
107619, 2,"R",1597,"R",193,"R",475,"R",929
107619, 3,"R",745,"R",110,"R",371,"R",264
107619,11,"R",852,"R",83,"R",104,"R",665
107637, 1,"R",1457,"R",478,"R",591,"R",388
107637, 2,"R",1457,"R",478,"R",591,"R",388
107637, 3,"R",1244,"R",466,"R",579,"R",199
107637,11,"R",213,"R",12,"R",12,"R",189
107655, 1,"R",50,"A",,"A",,"R",50
107655, 2,"R",50,"A",,"A",,"R",50
107655, 3,"R",50,"A",,"A",,"R",50
107664, 1,"R",6404,"R",3171,"R",1745,"R",1488
107664, 2,"R",6404,"R",3171,"R",1745,"R",1488
107664, 3,"R",5483,"R",2558,"R",1669,"R",1256
107664,11,"R",921,"R",613,"R",76,"R",232
107725, 1,"R",1503,"R",337,"R",487,"R",679
107725, 2,"R",1503,"R",337,"R",487,"R",679
107725, 3,"R",927,"R",223,"R",296,"R",408
107725,11,"R",576,"R",114,"R",191,"R",271
107743, 1,"R",902,"R",123,"R",499,"R",280
107743, 2,"R",902,"R",123,"R",499,"R",280
107743, 3,"R",652,"R",70,"R",413,"R",169
107743,11,"R",250,"R",53,"R",86,"R",111
107789, 1,"R",185,"A",,"A",,"R",185
107789, 2,"R",185,"A",,"A",,"R",185
107789, 3,"R",185,"A",,"A",,"R",185
107831, 1,"R",122,"A",,"A",,"R",122
107831, 2,"R",122,"A",,"A",,"R",122
107831, 3,"R",122,"A",,"A",,"R",122
107840, 1,"R",405,"R",0,"R",260,"R",145
107840, 2,"R",405,"R",0,"R",260,"R",145
107840, 3,"R",405,"R",0,"R",260,"R",145
107877, 1,"R",677,"R",47,"R",257,"R",373
107877, 2,"R",636,"R",6,"R",257,"R",373
107877, 3,"R",627,"R",6,"R",257,"R",364
107877,11,"R",9,"R",0,"R",0,"R",9
107877,12,"R",41,"R",41,"R",0,"R",0
107974, 1,"R",1681,"R",562,"R",610,"R",509
107974, 2,"R",1681,"R",562,"R",610,"R",509
107974, 3,"R",1419,"R",533,"R",560,"R",326
107974,11,"R",262,"R",29,"R",50,"R",183
107983, 1,"R",5468,"R",1889,"R",3088,"R",491
107983, 2,"R",3454,"R",622,"R",2378,"R",454
107983, 3,"R",3018,"R",421,"R",2291,"R",306
107983,11,"R",436,"R",201,"R",87,"R",148
107983,12,"R",2014,"R",1267,"R",710,"R",37
107992, 1,"R",1536,"R",427,"R",358,"R",751
107992, 2,"R",1536,"R",427,"R",358,"R",751
107992, 3,"R",1033,"R",355,"R",271,"R",407
107992,11,"R",503,"R",72,"R",87,"R",344
108065, 1,"R",21,"A",,"A",,"R",21
108065, 2,"R",21,"A",,"A",,"R",21
108065, 3,"R",21,"A",,"A",,"R",21
108092, 1,"R",6150,"R",1286,"R",3337,"R",1527
108092, 2,"R",6090,"R",1228,"R",3335,"R",1527
108092, 3,"R",4728,"R",1067,"R",3176,"R",485
108092,11,"R",1362,"R",161,"R",159,"R",1042
108092,12,"R",60,"R",58,"R",2,"R",0
108232, 1,"R",10279,"R",6268,"R",3127,"R",884
108232, 2,"R",7036,"R",4090,"R",2429,"R",517
108232, 3,"R",6902,"R",3984,"R",2419,"R",499
108232,11,"R",134,"R",106,"R",10,"R",18
108232,12,"R",3243,"R",2178,"R",698,"R",367
108269, 1,"R",133,"A",,"A",,"R",133
108269,12,"R",133,"A",,"A",,"R",133
108667, 1,"R",8838,"R",7608,"R",758,"R",472
108667, 2,"R",8838,"R",7608,"R",758,"R",472
108667, 3,"R",6396,"R",5735,"R",556,"R",105
108667,11,"R",2442,"R",1873,"R",202,"R",367
108807, 1,"R",15100,"R",2462,"R",4691,"R",7947
108807, 2,"R",15100,"R",2462,"R",4691,"R",7947
108807, 3,"R",10417,"R",1938,"R",4466,"R",4013
108807,11,"R",4683,"R",524,"R",225,"R",3934
108852, 1,"R",251,"A",,"A",,"R",251
108852, 2,"R",251,"A",,"A",,"R",251
108852, 3,"R",251,"A",,"A",,"R",251
108861, 1,"R",73,"R",73,"Z",0,"R",0
108861,12,"R",73,"R",73,"Z",0,"R",0
108870, 1,"R",460,"R",0,"R",45,"R",415
108870,12,"R",460,"R",0,"R",45,"R",415
108977, 1,"R",313,"A",,"A",,"R",313
108977, 2,"R",313,"A",,"A",,"R",313
108977, 3,"R",313,"A",,"A",,"R",313
109040, 1,"R",2896,"R",0,"R",2072,"R",824
109040, 2,"R",2896,"R",0,"R",2072,"R",824
109040, 3,"R",2896,"R",0,"R",2072,"R",824
109208, 1,"R",41538,"R",27541,"R",5125,"R",8872
109208, 2,"R",41538,"R",27541,"R",5125,"R",8872
109208, 3,"R",37325,"R",23845,"R",4979,"R",8501
109208,11,"R",4213,"R",3696,"R",146,"R",371
109350, 1,"R",14843,"R",3108,"R",6528,"R",5207
109350, 2,"R",14843,"R",3108,"R",6528,"R",5207
109350, 3,"R",13079,"R",2489,"R",6120,"R",4470
109350,11,"R",1764,"R",619,"R",408,"R",737
109651, 1,"R",3016,"R",264,"R",2664,"R",88
109651, 2,"R",2682,"R",228,"R",2413,"R",41
109651, 3,"R",2648,"R",223,"R",2391,"R",34
109651,11,"R",34,"R",5,"R",22,"R",7
109651,12,"R",334,"R",36,"R",251,"R",47
109721, 1,"R",354,"A",,"A",,"R",354
109721, 2,"R",354,"A",,"A",,"R",354
109721, 3,"R",354,"A",,"A",,"R",354
109730, 1,"R",108,"A",,"A",,"R",108
109730, 2,"R",108,"A",,"A",,"R",108
109730, 3,"R",108,"A",,"A",,"R",108
109785, 1,"R",9415,"R",1858,"R",2942,"R",4615
109785, 2,"R",4329,"R",698,"R",1558,"R",2073
109785, 3,"R",4324,"R",698,"R",1558,"R",2068
109785,11,"R",5,"R",0,"R",0,"R",5
109785,12,"R",5086,"R",1160,"R",1384,"R",2542
109819, 1,"R",37017,"R",14593,"R",12418,"R",10006
109819, 2,"R",37017,"R",14593,"R",12418,"R",10006
109819, 3,"R",24437,"R",11089,"R",9918,"R",3430
109819,11,"R",12580,"R",3504,"R",2500,"R",6576
109907, 1,"R",3615,"R",3245,"R",315,"R",55
109907, 2,"R",3615,"R",3245,"R",315,"R",55
109907, 3,"R",3268,"R",2916,"R",304,"R",48
109907,11,"R",347,"R",329,"R",11,"R",7
109934, 1,"R",682,"R",0,"R",523,"R",159
109934, 2,"R",682,"R",0,"R",523,"R",159
109934, 3,"R",682,"R",0,"R",523,"R",159
110060, 1,"R",443,"R",342,"R",98,"R",3
110060, 2,"R",315,"R",253,"R",61,"R",1
110060, 3,"R",315,"R",253,"R",61,"R",1
110060,12,"R",128,"R",89,"R",37,"R",2
110097, 1,"R",6090,"R",1171,"R",1971,"R",2948
110097, 2,"R",3854,"R",331,"R",1481,"R",2042
110097, 3,"R",3805,"R",312,"R",1481,"R",2012
110097,11,"R",49,"R",19,"R",0,"R",30
110097,12,"R",2236,"R",840,"R",490,"R",906
110194, 1,"R",391,"A",,"A",,"R",391
110194, 2,"R",391,"A",,"A",,"R",391
110194, 3,"R",391,"A",,"A",,"R",391
110219, 1,"R",2550,"R",2550,"R",0,"R",0
110219, 2,"R",2550,"R",2550,"R",0,"R",0
110219, 3,"R",2550,"R",2550,"R",0,"R",0
110246, 1,"R",12205,"R",4986,"R",4895,"R",2324
110246, 2,"R",12205,"R",4986,"R",4895,"R",2324
110246, 3,"R",11371,"R",4619,"R",4803,"R",1949
110246,11,"R",834,"R",367,"R",92,"R",375
110316, 1,"R",2317,"R",606,"R",1711,"R",0
110316, 2,"R",136,"R",0,"R",136,"R",0
110316, 3,"R",136,"R",0,"R",136,"R",0
110316,12,"R",2181,"R",606,"R",1575,"R",0
110334, 1,"R",13574,"R",6353,"R",4534,"R",2687
110334, 2,"R",13574,"R",6353,"R",4534,"R",2687
110334, 3,"R",11865,"R",5218,"R",4303,"R",2344
110334,11,"R",1709,"R",1135,"R",231,"R",343
110361, 1,"R",13883,"R",3418,"R",8379,"R",2086
110361, 2,"R",9409,"R",2149,"R",6901,"R",359
110361, 3,"R",9329,"R",2117,"R",6901,"R",311
110361,11,"R",80,"R",32,"R",0,"R",48
110361,12,"R",4474,"R",1269,"R",1478,"R",1727
110370, 1,"R",1770,"R",138,"R",1539,"R",93
110370, 2,"R",1348,"R",110,"R",1167,"R",71
110370, 3,"R",1331,"R",103,"R",1167,"R",61
110370,11,"R",17,"R",7,"R",0,"R",10
110370,12,"R",422,"R",28,"R",372,"R",22
110398, 1,"R",1159,"R",18,"R",606,"R",535
110398,12,"R",1159,"R",18,"R",606,"R",535
110404, 1,"R",2501,"A",,"A",,"R",2501
110404, 2,"R",1014,"A",,"A",,"R",1014
110404, 3,"R",1014,"A",,"A",,"R",1014
110404,12,"R",1487,"A",,"A",,"R",1487
110413, 1,"R",4330,"R",388,"R",1161,"R",2781
110413, 2,"R",2838,"R",51,"R",628,"R",2159
110413, 3,"R",2814,"R",39,"R",627,"R",2148
110413,11,"R",24,"R",12,"R",1,"R",11
110413,12,"R",1492,"R",337,"R",533,"R",622
110422, 1,"R",23187,"R",634,"R",20809,"R",1744
110422, 2,"R",21877,"R",456,"R",20019,"R",1402
110422, 3,"R",21818,"R",453,"R",19990,"R",1375
110422,11,"R",59,"R",3,"R",29,"R",27
110422,12,"R",1310,"R",178,"R",790,"R",342
110468, 1,"R",5546,"R",3557,"R",1577,"R",412
110468, 2,"R",1101,"R",672,"R",87,"R",342
110468, 3,"R",589,"R",556,"R",33,"R",0
110468,11,"R",512,"R",116,"R",54,"R",342
110468,12,"R",4445,"R",2885,"R",1490,"R",70
110486, 1,"R",12639,"R",5012,"R",6533,"R",1094
110486, 2,"R",10751,"R",4076,"R",5687,"R",988
110486, 3,"R",9782,"R",3999,"R",5678,"R",105
110486,11,"R",969,"R",77,"R",9,"R",883
110486,12,"R",1888,"R",936,"R",846,"R",106
110495, 1,"R",12022,"R",3100,"R",8428,"R",494
110495, 2,"R",10519,"R",2687,"R",7433,"R",399
110495, 3,"R",10434,"R",2630,"R",7413,"R",391
110495,11,"R",85,"R",57,"R",20,"R",8
110495,12,"R",1503,"R",413,"R",995,"R",95
110510, 1,"R",21752,"R",2284,"R",16726,"R",2742
110510, 2,"R",18675,"R",1716,"R",14876,"R",2083
110510, 3,"R",18324,"R",1597,"R",14841,"R",1886
110510,11,"R",351,"R",119,"R",35,"R",197
110510,12,"R",3077,"R",568,"R",1850,"R",659
110529, 1,"R",31117,"R",3814,"R",26474,"R",829
110529, 2,"R",28252,"R",3460,"R",24412,"R",380
110529, 3,"R",28011,"R",3258,"R",24409,"R",344
110529,11,"R",241,"R",202,"R",3,"R",36
110529,12,"R",2865,"R",354,"R",2062,"R",449
110538, 1,"R",17049,"R",2912,"R",13195,"R",942
110538, 2,"R",15655,"R",2505,"R",12447,"R",703
110538, 3,"R",15423,"R",2355,"R",12399,"R",669
110538,11,"R",232,"R",150,"R",48,"R",34
110538,12,"R",1394,"R",407,"R",748,"R",239
110547, 1,"R",19500,"R",5948,"R",13089,"R",463
110547, 2,"R",16476,"R",4704,"R",11487,"R",285
110547, 3,"R",16385,"R",4643,"R",11468,"R",274
110547,11,"R",91,"R",61,"R",19,"R",11
110547,12,"R",3024,"R",1244,"R",1602,"R",178
110556, 1,"R",26981,"R",1643,"R",22395,"R",2943
110556, 2,"R",23830,"R",1245,"R",20251,"R",2334
110556, 3,"R",23340,"R",1228,"R",20094,"R",2018
110556,11,"R",490,"R",17,"R",157,"R",316
110556,12,"R",3151,"R",398,"R",2144,"R",609
110565, 1,"R",45855,"R",5469,"R",34499,"R",5887
110565, 2,"R",40059,"R",4429,"R",31144,"R",4486
110565, 3,"R",39842,"R",4271,"R",31134,"R",4437
110565,11,"R",217,"R",158,"R",10,"R",49
110565,12,"R",5796,"R",1040,"R",3355,"R",1401
110574, 1,"R",17465,"R",6724,"R",10205,"R",536
110574, 2,"R",13941,"R",5296,"R",8371,"R",274
110574, 3,"R",13685,"R",5060,"R",8354,"R",271
110574,11,"R",256,"R",236,"R",17,"R",3
110574,12,"R",3524,"R",1428,"R",1834,"R",262
110583, 1,"R",43743,"R",4244,"R",34609,"R",4890
110583, 2,"R",36562,"R",3192,"R",30793,"R",2577
110583, 3,"R",36333,"R",3129,"R",30701,"R",2503
110583,11,"R",229,"R",63,"R",92,"R",74
110583,12,"R",7181,"R",1052,"R",3816,"R",2313
110592, 1,"R",29819,"R",3824,"R",24178,"R",1817
110592, 2,"R",25394,"R",3478,"R",20979,"R",937
110592, 3,"R",25214,"R",3347,"R",20954,"R",913
110592,11,"R",180,"R",131,"R",25,"R",24
110592,12,"R",4425,"R",346,"R",3199,"R",880
110608, 1,"R",42700,"R",11302,"R",30762,"R",636
110608, 2,"R",36215,"R",8679,"R",27164,"R",372
110608, 3,"R",36041,"R",8607,"R",27072,"R",362
110608,11,"R",174,"R",72,"R",92,"R",10
110608,12,"R",6485,"R",2623,"R",3598,"R",264
110617, 1,"R",36505,"R",7161,"R",27775,"R",1569
110617, 2,"R",32892,"R",6281,"R",25426,"R",1185
110617, 3,"R",32675,"R",6142,"R",25373,"R",1160
110617,11,"R",217,"R",139,"R",53,"R",25
110617,12,"R",3613,"R",880,"R",2349,"R",384
110635, 1,"R",47911,"R",3433,"R",32953,"R",11525
110635, 2,"R",33715,"R",1489,"R",28851,"R",3375
110635, 3,"R",33692,"R",1469,"R",28848,"R",3375
110635,11,"R",23,"R",20,"R",3,"R",0
110635,12,"R",14196,"R",1944,"R",4102,"R",8150
110644, 1,"R",42855,"R",2019,"R",22783,"R",18053
110644, 2,"R",33978,"R",1577,"R",19615,"R",12786
110644, 3,"R",33904,"R",1526,"R",19606,"R",12772
110644,11,"R",74,"R",51,"R",9,"R",14
110644,12,"R",8877,"R",442,"R",3168,"R",5267
110653, 1,"R",38705,"R",4035,"R",31763,"R",2907
110653, 2,"R",31082,"R",1763,"R",27467,"R",1852
110653, 3,"R",31069,"R",1761,"R",27456,"R",1852
110653,11,"R",13,"R",2,"R",11,"R",0
110653,12,"R",7623,"R",2272,"R",4296,"R",1055
110662, 1,"R",48638,"R",2335,"R",34381,"R",11922
110662, 2,"R",34082,"R",1601,"R",29374,"R",3107
110662, 3,"R",34082,"R",1601,"R",29374,"R",3107
110662,12,"R",14556,"R",734,"R",5007,"R",8815
110671, 1,"R",28930,"R",1812,"R",24264,"R",2854
110671, 2,"R",24776,"R",1654,"R",22280,"R",842
110671, 3,"R",24504,"R",1454,"R",22278,"R",772
110671,11,"R",272,"R",200,"R",2,"R",70
110671,12,"R",4154,"R",158,"R",1984,"R",2012
110680, 1,"R",44132,"R",1435,"R",35489,"R",7208
110680, 2,"R",35266,"R",1369,"R",31315,"R",2582
110680, 3,"R",35261,"R",1369,"R",31311,"R",2581
110680,11,"R",5,"R",0,"R",4,"R",1
110680,12,"R",8866,"R",66,"R",4174,"R",4626
110699, 1,"R",3286,"R",96,"R",1848,"R",1342
110699,12,"R",3286,"R",96,"R",1848,"R",1342
110705, 1,"R",28256,"R",84,"R",10149,"R",18023
110705, 2,"R",25135,"R",84,"R",9563,"R",15488
110705, 3,"R",25087,"R",83,"R",9563,"R",15441
110705,11,"R",48,"R",1,"R",0,"R",47
110705,12,"R",3121,"R",0,"R",586,"R",2535
110714, 1,"R",21432,"R",1669,"R",17922,"R",1841
110714, 2,"R",19313,"R",1577,"R",17204,"R",532
110714, 3,"R",19313,"R",1577,"R",17204,"R",532
110714,12,"R",2119,"R",92,"R",718,"R",1309
110778, 1,"R",1736,"R",15,"R",1585,"R",136
110778, 2,"R",24,"R",15,"Z",0,"R",9
110778, 3,"R",22,"R",15,"Z",0,"R",7
110778,11,"R",2,"Z",0,"Z",0,"R",2
110778,12,"R",1712,"Z",0,"R",1585,"R",127
110875, 1,"R",104,"A",,"A",,"R",104
110875, 2,"R",104,"A",,"A",,"R",104
110875, 3,"R",104,"A",,"A",,"R",104
110918, 1,"R",28,"R",5,"R",13,"R",10
110918, 2,"R",28,"R",5,"R",13,"R",10
110918, 3,"R",28,"R",5,"R",13,"R",10
111045, 1,"R",91,"R",8,"R",7,"R",76
111045, 2,"R",37,"R",8,"R",3,"R",26
111045, 3,"R",37,"R",8,"R",3,"R",26
111045,12,"R",54,"R",0,"R",4,"R",50
111054, 1,"R",162,"A",,"A",,"R",162
111054, 2,"R",162,"A",,"A",,"R",162
111054, 3,"R",162,"A",,"A",,"R",162
111081, 1,"R",1495,"A",,"A",,"R",1495
111081, 2,"R",999,"A",,"A",,"R",999
111081, 3,"R",994,"A",,"A",,"R",994
111081,11,"R",5,"A",,"A",,"R",5
111081,12,"R",496,"A",,"A",,"R",496
111188, 1,"R",1051,"R",119,"R",379,"R",553
111188, 2,"R",1006,"R",74,"R",379,"R",553
111188, 3,"R",1006,"R",74,"R",379,"R",553
111188,12,"R",45,"R",45,"R",0,"R",0
111391, 1,"R",815,"R",112,"R",469,"R",234
111391,12,"R",815,"R",112,"R",469,"R",234
111434, 1,"R",9059,"R",4387,"R",2387,"R",2285
111434, 2,"R",9059,"R",4387,"R",2387,"R",2285
111434, 3,"R",7105,"R",3455,"R",2123,"R",1527
111434,11,"R",1954,"R",932,"R",264,"R",758
111461, 1,"R",27936,"R",9039,"R",9941,"R",8956
111461, 2,"R",27936,"R",9039,"R",9941,"R",8956
111461, 3,"R",24126,"R",6610,"R",9311,"R",8205
111461,11,"R",3810,"R",2429,"R",630,"R",751
111513, 1,"R",345,"A",,"A",,"R",345
111513, 2,"R",345,"A",,"A",,"R",345
111513, 3,"R",345,"A",,"A",,"R",345
111638, 1,"R",498,"R",0,"R",428,"R",70
111638, 2,"R",498,"R",0,"R",428,"R",70
111638, 3,"R",498,"R",0,"R",428,"R",70
111708, 1,"R",353,"A",,"A",,"R",353
111708, 2,"R",353,"A",,"A",,"R",353
111708, 3,"R",353,"A",,"A",,"R",353
111717, 1,"R",329,"A",,"A",,"R",329
111717, 2,"R",329,"A",,"A",,"R",329
111717, 3,"R",329,"A",,"A",,"R",329
111726, 1,"R",309,"A",,"A",,"R",309
111726, 2,"R",309,"A",,"A",,"R",309
111726, 3,"R",309,"A",,"A",,"R",309
111744, 1,"R",196,"A",,"A",,"R",196
111744, 2,"R",196,"A",,"A",,"R",196
111744, 3,"R",196,"A",,"A",,"R",196
111762, 1,"R",181,"A",,"A",,"R",181
111762, 2,"R",181,"A",,"A",,"R",181
111762, 3,"R",181,"A",,"A",,"R",181
111799, 1,"R",273,"A",,"A",,"R",273
111799, 2,"R",273,"A",,"A",,"R",273
111799, 3,"R",273,"A",,"A",,"R",273
111887, 1,"R",26691,"R",4947,"R",13464,"R",8280
111887, 2,"R",26691,"R",4947,"R",13464,"R",8280
111887, 3,"R",24846,"R",4253,"R",13261,"R",7332
111887,11,"R",1845,"R",694,"R",203,"R",948
111896, 1,"R",7778,"R",4851,"R",1513,"R",1414
111896, 2,"R",7778,"R",4851,"R",1513,"R",1414
111896, 3,"R",6214,"R",4114,"R",1355,"R",745
111896,11,"R",1564,"R",737,"R",158,"R",669
111920, 1,"R",17500,"R",10600,"R",4352,"R",2548
111920, 2,"R",17500,"R",10600,"R",4352,"R",2548
111920, 3,"R",15621,"R",9110,"R",4209,"R",2302
111920,11,"R",1879,"R",1490,"R",143,"R",246
111939, 1,"R",27715,"R",22190,"R",4889,"R",636
111939, 2,"R",27715,"R",22190,"R",4889,"R",636
111939, 3,"R",22019,"R",16744,"R",4756,"R",519
111939,11,"R",5696,"R",5446,"R",133,"R",117
111948, 1,"R",10436,"R",0,"R",446,"R",9990
111948, 2,"R",7936,"R",0,"R",225,"R",7711
111948, 3,"R",7671,"R",0,"R",225,"R",7446
111948,11,"R",265,"R",0,"R",0,"R",265
111948,12,"R",2500,"R",0,"R",221,"R",2279
111966, 1,"R",1244,"Z",0,"R",446,"R",798
111966, 2,"R",315,"Z",0,"R",145,"R",170
111966, 3,"R",312,"Z",0,"R",143,"R",169
111966,11,"R",3,"Z",0,"R",2,"R",1
111966,12,"R",929,"Z",0,"R",301,"R",628
112075, 1,"R",5037,"R",2725,"R",928,"R",1384
112075, 2,"R",1894,"R",88,"R",708,"R",1098
112075, 3,"R",1885,"R",84,"R",707,"R",1094
112075,11,"R",9,"R",4,"R",1,"R",4
112075,12,"R",3143,"R",2637,"R",220,"R",286
112084, 1,"R",619,"R",149,"R",467,"R",3
112084, 2,"R",543,"R",75,"R",467,"R",1
112084, 3,"R",541,"R",74,"R",467,"R",0
112084,11,"R",2,"R",1,"R",0,"R",1
112084,12,"R",76,"R",74,"R",0,"R",2
112127, 1,"R",81,"R",11,"R",45,"R",25
112127,12,"R",81,"R",11,"R",45,"R",25
112172, 1,"R",14394,"R",7166,"R",5245,"R",1983
112172, 2,"R",14394,"R",7166,"R",5245,"R",1983
112172, 3,"R",12012,"R",6318,"R",4710,"R",984
112172,11,"R",2382,"R",848,"R",535,"R",999
112181, 1,"R",182,"A",,"A",,"R",182
112181, 2,"R",182,"A",,"A",,"R",182
112181, 3,"R",182,"A",,"A",,"R",182
112190, 1,"R",26792,"R",3406,"R",10516,"R",12870
112190, 2,"R",26792,"R",3406,"R",10516,"R",12870
112190, 3,"R",24144,"R",2790,"R",10218,"R",11136
112190,11,"R",2648,"R",616,"R",298,"R",1734
112251, 1,"R",2136,"R",256,"R",1220,"R",660
112251,12,"R",2136,"R",256,"R",1220,"R",660
112260, 1,"R",1433,"A",,"A",,"R",1433
112260, 2,"R",1427,"A",,"A",,"R",1427
112260, 3,"R",1425,"A",,"A",,"R",1425
112260,11,"R",2,"A",,"A",,"R",2
112260,12,"R",6,"A",,"A",,"R",6
112288, 1,"R",660,"A",,"A",,"R",660
112288, 2,"R",660,"A",,"A",,"R",660
112288, 3,"R",660,"A",,"A",,"R",660
112367, 1,"R",432,"A",,"A",,"R",432
112367, 2,"R",432,"A",,"A",,"R",432
112367, 3,"R",432,"A",,"A",,"R",432
112385, 1,"R",13843,"R",13216,"R",359,"R",268
112385, 2,"R",13843,"R",13216,"R",359,"R",268
112385, 3,"R",11817,"R",11473,"R",272,"R",72
112385,11,"R",2026,"R",1743,"R",87,"R",196
112394, 1,"R",543,"R",118,"R",418,"R",7
112394, 2,"R",530,"R",113,"R",411,"R",6
112394, 3,"R",520,"R",108,"R",409,"R",3
112394,11,"R",10,"R",5,"R",2,"R",3
112394,12,"R",13,"R",5,"R",7,"R",1
112455, 1,"R",222,"Z",0,"R",9,"R",213
112455, 2,"R",222,"Z",0,"R",9,"R",213
112455, 3,"R",222,"Z",0,"R",9,"R",213
112525, 1,"R",3931,"R",24,"R",151,"R",3756
112525,12,"R",3931,"R",24,"R",151,"R",3756
112561, 1,"R",3304,"R",1324,"R",1257,"R",723
112561, 2,"R",3304,"R",1324,"R",1257,"R",723
