UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
227881,"R",2449,"R",0,"R",2449,"R",825,"R",34,"R",1415,"R",58,"R",0,"R",2449,"R",61,"R",28,"R",1476,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228042,"R",273,"R",0,"R",273,"R",120,"R",44,"R",139,"R",51,"R",0,"R",273,"R",3,"R",0,"R",142,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228088,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",5,"R",28,"R",11,"R",61,"R",0,"R",18,"R",1,"R",0,"R",12,"R",67
228149,"R",469,"R",0,"R",469,"R",224,"R",48,"R",277,"R",59,"R",0,"R",469,"R",2,"R",4,"R",279,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228158,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1300,"R",0,"R",1300,"R",149,"R",11,"R",271,"R",21,"R",0,"R",1300,"R",41,"R",85,"R",312,"R",24
228185,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",6,"R",24,"R",19,"R",76,"R",0,"R",25,"R",0,"R",0,"R",19,"R",76
228200,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",418,"R",0,"R",418,"R",251,"R",60,"R",290,"R",69,"R",0,"R",418,"R",5,"Z",0,"R",295,"R",71
228219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",418,"R",0,"R",418,"R",289,"R",69,"R",306,"R",73,"R",0,"R",418,"R",3,"R",0,"R",309,"R",74
228246,"R",1455,"R",0,"R",1455,"R",1065,"R",73,"R",1179,"R",81,"R",0,"R",1455,"R",12,"R",1,"R",1191,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228282,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",109,"R",0,"R",109,"R",76,"R",70,"R",83,"R",76,"R",0,"R",109,"R",3,"R",0,"R",86,"R",79
228316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",548,"R",0,"R",548,"R",96,"R",18,"R",164,"R",30,"R",0,"R",548,"R",33,"R",28,"R",197,"R",36
228325,"R",189,"R",0,"R",189,"R",82,"R",43,"R",106,"R",56,"R",0,"R",189,"R",1,"R",0,"R",107,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228343,"R",382,"R",1,"R",381,"R",253,"R",66,"R",279,"R",73,"R",0,"R",381,"R",1,"R",1,"R",280,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228431,"R",2164,"R",0,"R",2164,"R",744,"R",34,"R",1161,"R",54,"Z",0,"R",2164,"R",26,"R",10,"R",1187,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228459,"R",5224,"R",10,"R",5214,"R",1636,"R",31,"R",2871,"R",55,"R",0,"R",5214,"R",156,"R",39,"R",3027,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228468,"R",155,"R",0,"R",155,"R",39,"R",25,"R",67,"R",43,"R",0,"R",155,"R",0,"R",0,"R",67,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228486,"R",3,"R",0,"R",3,"R",1,"R",33,"R",1,"R",33,"Z",0,"R",3,"R",0,"Z",0,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228501,"R",328,"R",0,"R",328,"R",63,"R",19,"R",100,"R",30,"R",0,"R",328,"R",12,"R",3,"R",112,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228529,"R",2013,"R",0,"R",2013,"R",606,"R",30,"R",921,"R",46,"R",3,"R",2010,"R",35,"R",18,"R",956,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3999,"R",0,"R",3999,"R",369,"R",9,"R",819,"R",20,"R",0,"R",3999,"R",230,"R",417,"R",1049,"R",26
228608,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",364,"R",0,"R",364,"R",20,"R",5,"R",53,"R",15,"Z",0,"R",364,"R",24,"R",14,"R",77,"R",21
228699,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",385,"R",0,"R",385,"R",131,"R",34,"R",169,"R",44,"Z",0,"R",385,"R",22,"R",17,"R",191,"R",50
228705,"R",1088,"R",1,"R",1087,"R",250,"R",23,"R",486,"R",45,"R",0,"R",1087,"R",31,"R",16,"R",517,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228723,"R",9489,"R",0,"R",9489,"R",5328,"R",56,"R",7831,"R",83,"Z",0,"R",9489,"R",82,"R",11,"R",7913,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228769,"R",2683,"R",0,"R",2683,"R",746,"R",28,"R",1407,"R",52,"R",0,"R",2683,"R",82,"R",33,"R",1489,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228778,"R",7036,"R",0,"R",7036,"R",4911,"R",70,"R",6161,"R",88,"R",0,"R",7036,"R",107,"R",5,"R",6268,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228787,"R",2480,"R",0,"R",2480,"R",1296,"R",52,"R",1715,"R",69,"R",0,"R",2480,"R",37,"R",9,"R",1752,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228796,"R",2908,"R",0,"R",2908,"R",529,"R",18,"R",1292,"R",44,"Z",0,"R",2908,"R",201,"R",95,"R",1493,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228802,"R",678,"R",0,"R",678,"R",189,"R",28,"R",294,"R",43,"R",0,"R",678,"R",5,"R",4,"R",299,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228875,"R",1888,"R",1,"R",1887,"R",1320,"R",70,"R",1548,"R",82,"Z",0,"R",1887,"R",4,"R",2,"R",1552,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228884,"R",170,"R",0,"R",170,"R",10,"R",6,"R",24,"R",14,"R",0,"R",170,"R",2,"R",0,"R",26,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228981,"R",309,"R",0,"R",309,"R",114,"R",37,"R",171,"R",55,"R",0,"R",309,"R",2,"R",0,"R",173,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229018,"R",409,"R",0,"R",409,"R",94,"R",23,"R",166,"R",41,"R",0,"R",409,"R",12,"R",3,"R",178,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229027,"R",4948,"R",5,"R",4943,"R",1243,"R",25,"R",2289,"R",46,"R",0,"R",4943,"R",149,"R",45,"R",2438,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229063,"R",1434,"R",0,"R",1434,"R",105,"R",7,"R",269,"R",19,"R",0,"R",1434,"R",49,"R",14,"R",318,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229115,"R",5519,"R",10,"R",5509,"R",2051,"R",37,"R",3494,"R",63,"R",0,"R",5509,"R",93,"R",26,"R",3587,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229160,"R",309,"R",0,"R",309,"R",73,"R",24,"R",104,"R",34,"Z",0,"R",309,"R",4,"R",1,"R",108,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229179,"R",1153,"R",0,"R",1153,"R",299,"R",26,"R",555,"R",48,"R",0,"R",1153,"R",46,"R",13,"R",601,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229267,"R",654,"R",1,"R",653,"R",435,"R",67,"R",517,"R",79,"R",0,"R",653,"R",4,"R",0,"R",521,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229416,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",777,"R",8,"R",769,"R",136,"R",18,"R",392,"R",51,"R",0,"R",769,"R",10,"R",1,"R",402,"R",52
229425,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",1,"R",5,"R",13,"R",62,"R",0,"R",21,"R",1,"R",0,"R",14,"R",67
229504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",294,"R",0,"R",294,"R",34,"R",12,"R",67,"R",23,"Z",0,"R",294,"R",5,"R",12,"R",72,"R",24
229522,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",3,"R",13,"R",6,"R",25,"Z",0,"R",24,"R",0,"Z",0,"R",6,"R",25
229540,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",400,"R",0,"R",400,"R",35,"R",9,"R",82,"R",21,"R",0,"R",400,"R",22,"R",64,"R",104,"R",26
229656,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",46,"R",0,"R",46,"R",4,"R",9,"R",20,"R",43,"R",0,"R",46,"R",0,"R",0,"R",20,"R",43
229780,"R",281,"R",0,"R",281,"R",40,"R",14,"R",69,"R",25,"R",0,"R",281,"R",2,"R",4,"R",71,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229814,"R",1323,"R",0,"R",1323,"R",360,"R",27,"R",586,"R",44,"R",0,"R",1323,"R",45,"R",38,"R",631,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229832,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",251,"R",0,"R",251,"R",118,"R",47,"R",122,"R",49,"R",0,"R",251,"R",5,"R",1,"R",127,"R",51
229841,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1338,"R",0,"R",1338,"R",173,"R",13,"R",266,"R",20,"R",0,"R",1338,"R",52,"R",209,"R",318,"R",24
229887,"R",228,"R",0,"R",228,"R",42,"R",18,"R",64,"R",28,"R",0,"R",228,"R",0,"R",0,"R",64,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230010,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",228,"R",2,"R",226,"R",129,"R",57,"R",151,"R",67,"R",0,"R",226,"R",8,"R",0,"R",159,"R",70
230038,"R",4013,"R",962,"R",3051,"R",630,"R",21,"R",2302,"R",75,"R",-759,"R",3810,"R",807,"R",96,"R",3109,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230047,"R",518,"R",117,"R",401,"R",107,"R",27,"R",195,"R",49,"R",0,"R",401,"R",3,"R",0,"R",198,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230065,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90,"R",0,"R",90,"R",17,"R",19,"R",63,"R",70,"R",0,"R",90,"R",0,"R",0,"R",63,"R",70
230144,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",15,"R",52,"R",27,"R",93,"R",0,"R",29,"R",1,"R",0,"R",28,"R",97
230162,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",311,"R",3,"R",308,"R",177,"R",57,"R",191,"R",62,"R",1,"R",307,"R",6,"R",1,"R",197,"R",64
230171,"R",906,"R",70,"R",836,"R",113,"R",14,"R",194,"R",23,"R",0,"R",836,"R",24,"R",7,"R",218,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230199,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",35,"R",57,"R",50,"R",82,"Z",0,"R",61,"R",0,"Z",0,"R",50,"R",82
230205,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",49,"R",80,"R",55,"R",90,"Z",0,"R",61,"R",0,"Z",0,"R",55,"R",90
230214,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",0,"R",0,"R",17,"R",61,"Z",0,"R",28,"R",0,"Z",0,"R",17,"R",61
230490,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",223,"R",6,"R",217,"R",27,"R",12,"R",142,"R",65,"R",2,"R",215,"R",9,"R",1,"R",151,"R",70
230597,"R",6,"R",0,"R",6,"R",5,"R",83,"R",6,"R",100,"Z",0,"R",6,"R",0,"Z",0,"R",6,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230603,"R",1158,"R",128,"R",1030,"R",227,"R",22,"R",398,"R",39,"R",-24,"R",1054,"R",35,"R",14,"R",433,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230676,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",101,"R",0,"R",101,"R",81,"R",80,"R",89,"R",88,"R",0,"R",101,"R",4,"Z",0,"R",93,"R",92
230728,"R",2952,"R",458,"R",2494,"R",516,"R",21,"R",1206,"R",48,"R",-108,"R",2602,"R",166,"R",19,"R",1372,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230737,"R",1538,"R",215,"R",1323,"R",169,"R",13,"R",386,"R",29,"R",-45,"R",1368,"R",93,"R",21,"R",479,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230746,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1852,"R",69,"R",1783,"R",291,"R",16,"R",531,"R",30,"Z",0,"R",1783,"R",84,"R",144,"R",615,"R",34
230764,"R",2871,"R",473,"R",2398,"R",820,"R",34,"R",1609,"R",67,"R",0,"R",2398,"R",182,"R",61,"R",1791,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230782,"R",1627,"R",46,"R",1581,"R",257,"R",16,"R",572,"R",36,"R",13,"R",1568,"R",122,"R",45,"R",694,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230807,"R",481,"R",12,"R",469,"R",267,"R",57,"R",324,"R",69,"R",0,"R",469,"R",8,"R",1,"R",332,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230816,"R",192,"R",1,"R",191,"R",117,"R",61,"R",136,"R",71,"R",0,"R",191,"R",3,"R",1,"R",139,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230834,"R",371,"R",0,"R",371,"R",169,"R",46,"R",207,"R",56,"R",0,"R",371,"R",3,"R",0,"R",210,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230852,"R",619,"R",0,"R",619,"R",354,"R",57,"R",407,"R",66,"R",0,"R",619,"R",4,"R",2,"R",411,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230861,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",194,"R",1,"R",193,"R",41,"R",21,"R",54,"R",28,"R",0,"R",193,"R",3,"R",17,"R",57,"R",30
230889,"R",7,"R",0,"R",7,"R",2,"R",29,"R",2,"R",29,"Z",0,"R",7,"R",0,"Z",0,"R",2,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230913,"R",490,"R",0,"R",490,"R",156,"R",32,"R",212,"R",43,"R",0,"R",490,"R",5,"R",2,"R",217,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230959,"R",580,"R",0,"R",580,"R",503,"R",87,"R",543,"R",94,"R",0,"R",580,"R",3,"R",0,"R",546,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230995,"R",660,"R",0,"R",660,"R",329,"R",50,"R",374,"R",57,"R",0,"R",660,"R",2,"R",1,"R",376,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231004,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",0,"R",71,"R",20,"R",28,"R",45,"R",63,"Z",0,"R",71,"R",0,"Z",0,"R",45,"R",63
231059,"R",573,"R",0,"R",573,"R",410,"R",72,"R",427,"R",75,"R",0,"R",573,"R",2,"R",0,"R",429,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231095,"R",19,"R",0,"R",19,"R",3,"R",16,"R",3,"R",16,"Z",0,"R",19,"R",0,"Z",0,"R",3,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231165,"R",82,"R",0,"R",82,"R",20,"R",24,"R",31,"R",38,"R",0,"R",82,"R",0,"R",1,"R",31,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231174,"R",2286,"R",1,"R",2285,"R",1466,"R",64,"R",1733,"R",76,"R",0,"R",2285,"R",22,"R",4,"R",1755,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231280,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",0,"R",0,"R",10,"R",59,"Z",0,"R",17,"R",0,"Z",0,"R",10,"R",59
231411,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",210,"R",6,"R",204,"R",147,"R",72,"R",147,"R",72,"R",0,"R",204,"R",4,"R",1,"R",151,"R",74
231420,"R",213,"R",0,"R",213,"R",90,"R",42,"R",107,"R",50,"R",0,"R",213,"R",6,"R",0,"R",113,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231536,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",476,"R",0,"R",476,"R",90,"R",19,"R",155,"R",33,"R",0,"R",476,"R",16,"R",22,"R",171,"R",36
231554,"R",154,"R",1,"R",153,"R",33,"R",22,"R",55,"R",36,"Z",0,"R",153,"R",2,"R",0,"R",57,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231581,"R",488,"R",1,"R",487,"R",278,"R",57,"R",307,"R",63,"R",0,"R",487,"R",2,"R",0,"R",309,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231624,"R",1511,"R",2,"R",1509,"R",1277,"R",85,"R",1377,"R",91,"R",0,"R",1509,"R",6,"R",0,"R",1383,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231651,"R",200,"R",0,"R",200,"R",100,"R",50,"R",122,"R",61,"R",0,"R",200,"R",3,"R",3,"R",125,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231688,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",22,"R",92,"R",22,"R",92,"Z",0,"R",24,"R",0,"Z",0,"R",22,"R",92
231697,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",385,"R",0,"R",385,"R",88,"R",23,"R",140,"R",36,"R",0,"R",385,"R",7,"R",16,"R",147,"R",38
231712,"R",1228,"R",2,"R",1226,"R",862,"R",70,"R",979,"R",80,"R",0,"R",1226,"R",1,"R",2,"R",980,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231873,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",148,"R",0,"R",148,"R",50,"R",34,"R",69,"R",47,"R",0,"R",148,"R",3,"R",5,"R",72,"R",49
231882,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",345,"R",0,"R",345,"R",88,"R",26,"R",152,"R",44,"R",0,"R",345,"R",7,"R",13,"R",159,"R",46
232025,"R",285,"R",0,"R",285,"R",130,"R",46,"R",154,"R",54,"Z",0,"R",285,"R",2,"R",0,"R",156,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232043,"R",240,"R",0,"R",240,"R",114,"R",48,"R",145,"R",60,"R",0,"R",240,"R",2,"R",0,"R",147,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232052,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",15,"R",26,"R",21,"R",37,"R",0,"R",57,"R",2,"R",2,"R",23,"R",40
232089,"R",498,"R",1,"R",497,"R",96,"R",19,"R",158,"R",32,"R",0,"R",497,"R",1,"R",0,"R",159,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232186,"R",3046,"R",1,"R",3045,"R",1474,"R",48,"R",2180,"R",72,"R",0,"R",3045,"R",73,"R",46,"R",2253,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232195,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",799,"R",0,"R",799,"R",176,"R",22,"R",320,"R",40,"R",0,"R",799,"R",23,"R",43,"R",343,"R",43
232256,"R",322,"R",1,"R",321,"R",200,"R",62,"R",228,"R",71,"Z",0,"R",321,"R",0,"Z",0,"R",228,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232265,"R",791,"R",0,"R",791,"R",347,"R",44,"R",473,"R",60,"R",0,"R",791,"R",1,"R",60,"R",474,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232308,"R",164,"R",0,"R",164,"R",96,"R",59,"R",101,"R",62,"Z",0,"R",164,"R",1,"Z",0,"R",102,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232414,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",542,"R",0,"R",542,"R",72,"R",13,"R",128,"R",24,"R",0,"R",542,"R",27,"R",34,"R",155,"R",29
232423,"R",4358,"R",1,"R",4357,"R",2942,"R",68,"R",3585,"R",82,"R",0,"R",4357,"R",39,"R",5,"R",3624,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232450,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",817,"R",0,"R",817,"R",134,"R",16,"R",248,"R",30,"R",0,"R",817,"R",35,"R",54,"R",283,"R",35
232557,"R",3130,"R",2,"R",3128,"R",1142,"R",37,"R",1802,"R",58,"Z",0,"R",3128,"R",86,"R",29,"R",1888,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232566,"R",1077,"R",5,"R",1072,"R",547,"R",51,"R",721,"R",67,"R",0,"R",1072,"R",6,"R",1,"R",727,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232575,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",637,"R",0,"R",637,"R",183,"R",29,"R",285,"R",45,"R",0,"R",637,"R",21,"R",23,"R",306,"R",48
232609,"R",512,"R",0,"R",512,"R",256,"R",50,"R",292,"R",57,"R",0,"R",512,"R",0,"R",1,"R",292,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
